[00:00:03--00:00:05] 大家都知道图像是大自然创造的
[00:50:48--00:50:50] 大规模使用时间是非常早的
[00:50:50--00:50:50] 对
[00:50:50--00:50:54] 其实基本上在24年初就非常非常多人
[00:50:54--00:50:57] 都试过把这个Rubase RL接进来
[00:50:57--00:50:58] 就很大的原因也是
[00:50:58--00:51:01] 为了克服大家所说的这个VFVC
[00:51:01--00:51:04] 或者说就是或者next to prediction
[00:51:04--00:51:06] 这套方式的一个缺陷
[00:51:06--00:51:06] 对
[00:51:06--00:51:09] 但是从效果来说
[00:51:09--00:51:12] 大家发现这个收益是非常有限
[00:51:12--00:51:13] 就看起来Rubase RL
[00:51:13--00:51:14] 我的目标非常对
[00:51:14--00:51:15] 我不管你
[00:51:15--00:51:18] 它其实就相当于跳出了
[00:51:18--00:51:21] 之前叫你和分布这样的一个范畴
[00:51:21--00:51:24] 我就是直达目标
[00:51:24--00:51:25] 我不管你中间怎么做
[00:51:25--00:51:27] 你把目标做对就行
[00:51:27--00:51:28] 你可不可以发现这种情况下
[00:51:28--00:51:31] 大模型和小模型就一视同仁了
[00:51:31--00:51:31] 对
[00:51:31--00:51:33] 那个一视同仁
[00:51:33--00:51:34] 大模型不是喜欢跳布吗
[00:51:34--00:51:36] 但是他只要跳布
[00:51:36--00:51:42] 他就会降低他遇到正确他的这个概率
[00:51:42--00:51:43] 所以呢
[00:51:43--00:51:45] 一旦我上了这个Rubase RL
[00:51:45--00:51:47] 那么大模型的这个缺陷
[00:51:47--00:51:48] 就容易跳布这个缺陷
[00:51:48--00:51:51] 其实就得到了很大程度的防备
[00:51:51--00:51:51] 对
[00:51:51--00:51:54] 因为他自己会找到一种最可靠的
[00:51:54--00:51:58] 最有可能达到目标的这样一个路径
[00:51:58--00:52:00] 但是这个路径有收益
[00:52:00--00:52:01] 就这个方法有收益
[00:52:01--00:52:03] 尤其是大模型收益会更大
[00:52:03--00:52:07] 因为他其实是起点更低的
[00:52:07--00:52:07] 对
[00:52:07--00:52:08] 他的VSR更低
[00:52:08--00:52:10] 小模型也会有收益
[00:52:10--00:52:12] 对他的稳定思维量很有效
[00:52:12--00:52:15] 但是这个总体来说这个收益还是非常小
[00:52:15--00:52:16] 对我们发现很多的问题
[00:52:16--00:52:17] 他该做不对的
[00:52:17--00:52:19] 他还是做不对
[00:52:19--00:52:21] 但是直到OE出现以后
[00:52:21--00:52:24] 这个情况得到了非常大的一个改观
[00:52:24--00:52:25] 对
[00:52:25--00:52:28] 我觉得把OE实测跟这个
[00:52:28--00:52:29] 基地时刻
[00:52:29--00:52:30] 这个
[00:52:30--00:52:31] 就怎么说呢
[00:52:31--00:52:33] 把它也当成一个
[00:52:33--00:52:34] 某种意义上的基地时刻
[00:52:34--00:52:36] 我觉得一点都不会过
[00:52:36--00:52:37] 对对
[00:52:37--00:52:38] 对
[00:52:38--00:52:40] OE这个同样是RL
[00:52:40--00:52:42] 那OE跟之前
[00:52:42--00:52:44] 他用的这些方式有什么不同的
[00:52:44--00:52:46] 其实这个核心点
[00:52:46--00:52:48] 大家可能很多人都觉得
[00:52:48--00:52:49] 可能这些RL算法
[00:52:49--00:52:51] 或者是一些数据上的
[00:52:51--00:52:52] 一些演进
[00:52:52--00:52:52] 因为
[00:52:52--00:52:53] 对
[00:52:53--00:52:54] 但其实都不是
[00:52:54--00:52:55] 算法还是那个算法
[00:52:55--00:52:56] 还是
[00:52:56--00:52:58] 还是
[00:52:58--00:52:59] 还是这个Rule base
[00:52:59--00:53:00] 这样的一个算法
[00:53:00--00:53:01] 对
[00:53:01--00:53:03] 其中最核心的原因就是他的那个
[00:53:03--00:53:05] 他的思维链的pattern
[00:53:05--00:53:08] 我们做这一行的很多人都说啊
[00:53:08--00:53:10] 做OE或者做思考方式
[00:53:10--00:53:14] 本质就是pattern is all you
[00:53:14--00:53:17] 就是所谓的你要找这样的一个
[00:53:17--00:53:21] 最佳的这个思维链的这个组织方式
[00:53:21--00:53:24] 再有这个RL算法进发
[00:53:24--00:53:25] 就可以了
[00:53:25--00:53:28] 这个RL算法至于选什么去都不关心
[00:53:28--00:53:29] 你要业界用的比较多
[00:53:29--00:53:31] PPO、GAPO
[00:53:31--00:53:32] 那当然可以
[00:53:32--00:53:33] 但如果你不想用
[00:53:33--00:53:35] 你用什么reinforce++
[00:53:35--00:53:37] 用一些其他
[00:53:37--00:53:40] 可能更简单的就甚至最原始的这个
[00:53:40--00:53:42] Political Ratings Base的一些方法
[00:53:42--00:53:44] 其实都是可以的
[00:53:44--00:53:45] 没有什么本质差别
[00:53:45--00:53:47] 真正的差别
[00:53:47--00:53:51] 其实就真正使得他或者说
[00:53:51--00:53:55] 让这个OE like的方式和之前的方式
[00:53:55--00:53:57] 产生差别的最主要原因
[00:53:57--00:54:00] 就是思维链的pattern
[00:54:00--00:54:01] 这就不得不说一下
[00:54:01--00:54:06] 说为什么OE这套方式
[00:54:06--00:54:07] 就是
[00:54:07--00:54:08] 就是怎么说呢
[00:54:08--00:54:10] 他虽然用了RL这个方法
[00:54:10--00:54:11] 但是说实话
[00:54:11--00:54:14] 在这个community里的很多人都认为
[00:54:14--00:54:15] 尤其是搞RL的
[00:54:15--00:54:16] 都认为这不是RL
[00:54:16--00:54:21] 他只是借用了RL的一些名词和方法论
[00:54:21--00:54:23] 但他的世界观是完全不一样
[00:54:23--00:54:24] 比如说我们传统
[00:54:24--00:54:25] 做打游戏的
[00:54:25--00:54:27] 这些或者做那个控制的
[00:54:27--00:54:29] 这些阿尔算法
[00:54:29--00:54:34] 他遇到的问题其实很多时候都是
[00:54:34--00:54:37] 那个奖励回报就是过于稀疏
[00:54:37--00:54:38] 而且难以估计
[00:54:38--00:54:40] 这样的一个问题
[00:54:40--00:54:40] 对
[00:54:40--00:54:42] 就比如说你想打游戏
[00:54:42--00:54:44] 你真想达到一个非常高的分
[00:54:44--00:54:46] 你纯粹这种
[00:54:46--00:54:47] 这种
[00:54:47--00:54:48] 就你在原地
[00:54:48--00:54:49] 你让
[00:54:49--00:54:54] 游戏中的人物在随机胡乱的操作是非常非常困难的
[00:54:54--00:54:55] 对你需要写
[00:54:55--00:54:57] 非常多的规则
[00:54:57--00:54:58] 或者是
[00:54:58--00:54:59] 你要用一些各种各样技巧
[00:54:59--00:55:01] 去鼓励他的探索性
[00:55:01--00:55:03] 让他真的能走到
[00:55:03--00:55:05] 一个能够达到高分的
[00:55:05--00:55:06] 这样的
[00:55:06--00:55:08] 这样的一个点
[00:55:08--00:55:09] 尤其像
[00:55:09--00:55:11] 尤其像那个像棋牌类
[00:55:11--00:55:13] 棋牌类你想
[00:55:13--00:55:14] 假如说
[00:55:14--00:55:17] 当然很多棋牌类他是一个左右互搏式的训练
[00:55:17--00:55:19] 假如说我不是让你左右互搏
[00:55:19--00:55:22] 我上来让你挑战某一个
[00:55:22--00:55:24] 某一个已经训好的这个人工智能体
[00:55:24--00:55:25] 大家可以想象一下
[00:55:25--00:55:26] 你想获得正的人工智能体
[00:55:27--00:55:29] 对我来说难度有多大
[00:55:29--00:55:31] 基本是不可能的
[00:55:31--00:55:31] 对
[00:55:31--00:55:34] 而且关于这个回报的估计也
[00:55:34--00:55:36] 也经常会有很多的问题
[00:55:36--00:55:38] 比如在一个早期
[00:55:38--00:55:39] 在一个序列的早期
[00:55:39--00:55:40] 你要获得精准的回报
[00:55:40--00:55:42] 这是不太可能的
[00:55:42--00:55:43] 而且
[00:55:43--00:55:44] 空间
[00:55:44--00:55:47] 他的那个决策空间也非常不光滑
[00:55:47--00:55:52] 我可能需要用MCTS就收到非常后期的一些分子
[00:55:52--00:55:54] 就筛选出一些高质量
[00:55:54--00:55:55] 就可能有高
[00:55:55--00:55:57] 比如机位分子把它一路polling
[00:55:57--00:55:57] 或者是什么的
[00:55:57--00:56:00] 我才能拿到比较high的结果
[00:56:00--00:56:03] 这个就是训练的sample
[00:56:03--00:56:05] 我这个RL路径才可以继续
[00:56:05--00:56:07] 但是大家做OE的时候
[00:56:07--00:56:08] 大家很多人都发现
[00:56:08--00:56:10] 我上一个MCTS
[00:56:10--00:56:12] 似乎完全没有什么用
[00:56:12--00:56:15] 我搞一个PRM呢
[00:56:15--00:56:16] 不能说完全没用
[00:56:16--00:56:17] 但是至少在目前
[00:56:17--00:56:20] 大家研究的这些问题
[00:56:20--00:56:24] 可能也许是问题过于简单
[00:56:24--00:56:26] 也许是因为其他原因
[00:56:26--00:56:28] 但是总总现象都是
[00:56:28--00:56:31] 发现在RL里面流行的那些方法
[00:56:31--00:56:34] 其实在语言模型里是很不一样的
[00:56:34--00:56:35] 这里的
[00:56:35--00:56:37] 我认为这里的其实最核心原因
[00:56:37--00:56:40] 还是在于语言是有pre-train
[00:56:40--00:56:42] 语言pre-train
[00:56:42--00:56:42] 这是最
[00:56:42--00:56:47] 而且这个pre-train它非常的重
[00:56:47--00:56:49] 跟我们做其他一些
[00:56:49--00:56:52] 尤其打游戏场景的那些场景
[00:56:52--00:56:54] 很多时候是完全能启动
[00:56:54--00:56:56] 或者仅仅是一个很轻量级的pre-train
[00:56:56--00:56:58] 它是完全不同的
[00:56:58--00:56:58] 大家想象一下
[00:56:58--00:57:00] 就是我解游数学体
[00:57:00--00:57:01] 往往需要有上千
[00:57:01--00:57:03] 成千或者上万的头孔
[00:57:03--00:57:05] 如果从动作序列的角度来说
[00:57:05--00:57:08] 就相当于我有一个成千上万的
[00:57:08--00:57:09] 这样一个动作序列
[00:57:09--00:57:10] 每个动作序列的
[00:57:10--00:57:13] 我的action space是整个词表
[00:57:13--00:57:16] 这是一个非常大的搜索空间
[00:57:16--00:57:18] 如果是这种情况下
[00:57:18--00:57:19] 我可以认为是
[00:57:19--00:57:20] 目前所有的RL算法
[00:57:20--00:57:22] 可能都是无能为力
[00:57:22--00:57:23] 但是不是
[00:57:23--00:57:26] 实际上在有预训练之后
[00:57:26--00:57:27] 我们发现
[00:57:27--00:57:28] 其实因为预训练之后
[00:57:28--00:57:28] 其实因为预训练之后
[00:57:28--00:57:30] 预训练里见过非常多种
[00:57:30--00:57:31] 以数学为例
[00:57:31--00:57:33] 他见过各种不同的
[00:57:33--00:57:36] 难度不同的这种题目
[00:57:36--00:57:37] 可能全天下的题目
[00:57:37--00:57:38] 他都见过
[00:57:38--00:57:41] 就使得他的动作空间
[00:57:41--00:57:42] 得到了极大的压缩
[00:57:42--00:57:44] 你看起来是一个
[00:57:44--00:57:46] 长度是几万的
[00:57:46--00:57:47] 一个token序列
[00:57:47--00:57:49] 它真正会让它的解法
[00:57:49--00:57:52] 产生本质区别的分差点
[00:57:52--00:57:53] 就那么几个
[00:57:53--00:57:56] 可能我做了一些统计
[00:57:56--00:57:56] 对于一个
[00:57:56--00:57:58] 比如四五千长度的
[00:57:58--00:57:59] 这个数学序列
[00:57:59--00:58:01] 可能只有不超过十个
[00:58:01--00:58:03] 我们叫做关键的decision
[00:58:03--00:58:05] 它会影响最终的结果
[00:58:05--00:58:07] 它一旦进入到每个分支
[00:58:07--00:58:09] 你看起来那些token这么多
[00:58:09--00:58:10] 但基本都是自动的
[00:58:10--00:58:11] 对
[00:58:11--00:58:12] 那些就几乎确定
[00:58:12--00:58:14] 它有一个几乎确定的形式
[00:58:14--00:58:16] 就把分数全部输出去了
[00:58:16--00:58:17] 也就是说
[00:58:17--00:58:18] 它那些token
[00:58:18--00:58:21] 其实根本不在search space里面
[00:58:21--00:58:23] 就RL要解决search space里面
[00:58:23--00:58:23] 对
[00:58:23--00:58:25] RL实际要解决的
[00:58:25--00:58:27] 其实就是那些critical
[00:58:27--00:58:28] 对
[00:58:28--00:58:29] 分叉
[00:58:29--00:58:31] 就那些criticaltoken
[00:58:31--00:58:33] 就它数量很少
[00:58:33--00:58:34] 也就是说
[00:58:34--00:58:35] 看起来语言模型
[00:58:35--00:58:37] 我们解决一个困难问题的时候
[00:58:37--00:58:39] 它的决策序列很长
[00:58:39--00:58:41] 但是跟传统游戏相比
[00:58:41--00:58:42] 因为存在
[00:58:42--00:58:44] 就做游戏做控制相比
[00:58:44--00:58:45] 因为存在于行列
[00:58:45--00:58:46] 它实际的动作空间
[00:58:46--00:58:48] 实质上是非常小
[00:58:48--00:58:49] 你只要想办法
[00:58:49--00:58:52] 把那几个关键token给搜兑
[00:58:52--00:58:52] 就解决了
[00:58:52--00:58:53] 这也就可以解释
[00:58:53--00:58:55] 为什么我们今天做
[00:58:56--00:58:57] 做那个
[00:58:57--00:58:57] 啊
[00:58:57--00:58:58] 做
[00:58:58--00:58:59] 用rubystyle
[00:58:59--00:59:01] 来训练一个语言模型
[00:59:01--00:59:02] 在刚开始训的时候
[00:59:02--00:59:04] 我都还没有训练
[00:59:04--00:59:05] 因为发现
[00:59:05--00:59:07] 即便对于一个很难的题目
[00:59:07--00:59:09] 我都有不低的概率
[00:59:09--00:59:10] 即便是随机roo
[00:59:11--00:59:13] 就可以把它roo对
[00:59:13--00:59:15] 这在我们做那个
[00:59:15--00:59:16] 就是传统RL的很多setting
[00:59:16--00:59:18] 是不可想象的
[00:59:18--00:59:20] 你不可能在原地随便走走
[00:59:20--00:59:22] 我这个游戏突然通关了
[00:59:22--00:59:23] 我就可以找到
[00:59:23--00:59:24] 我对的
[00:59:24--00:59:24] 我就找到
[00:59:24--00:59:26] 我就学习了
[00:59:26--00:59:26] 进一步学习
[00:59:26--00:59:27] 哦
[00:59:27--00:59:28] 我原来这样走
[00:59:28--00:59:29] 我就可以通关
[00:59:29--00:59:29] 对
[00:59:29--00:59:30] 但是呢
[00:59:30--00:59:31] 在在在
[00:59:31--00:59:33] 在学习语言模型这里面
[00:59:33--00:59:33] 你就会发现
[00:59:33--00:59:36] 如果你把把问题解对定为通关
[00:59:36--00:59:38] 那我这个通关率也太高了
[00:59:38--00:59:39] 几乎
[00:59:39--00:59:40] 如果题目不太难
[00:59:40--00:59:41] 甚至有一半以上
[00:59:41--00:59:43] 你什么都没有做
[00:59:43--00:59:45] 你发现在刚开始训练的时候
[00:59:45--00:59:46] 他都是做对的
[00:59:46--00:59:48] 就可能有一半题目都是做对
[00:59:48--00:59:49] 对
[00:59:49--00:59:51] 就算题目很难
[00:59:51--00:59:53] 我比如说roo个100次
[00:59:53--00:59:55] 我可能也也会有几次
[00:59:55--00:59:56] 那个时候完全roo对
[00:59:56--00:59:56] 在中间我没有做任何过去的问题
[00:59:56--00:59:57] 在中间我没有做任何过去的问题
[00:59:58--00:59:58] 过程检读
[00:59:58--01:00:00] 我仅仅是就random3
[01:00:00--01:00:01] 他就
[01:00:01--01:00:02] 这就使得
[01:00:03--01:00:05] 你会发现这个语言模型上做
[01:00:05--01:00:07] 还有他跟我们传统在游戏上做
[01:00:07--01:00:09] 你遇到问题是完全不一样的
[01:00:09--01:00:11] 对
[01:00:11--01:00:12] 就是这里面
[01:00:12--01:00:13] 所以呢
[01:00:13--01:00:15] RL在这里面产生了一个
[01:00:15--01:00:16] 他起到的作用
[01:00:16--01:00:18] 其实本质是什么呢
[01:00:18--01:00:21] 他其实就是要决定这些credit的token
[01:00:21--01:00:22] 要怎么走
[01:00:22--01:00:23] 对
[01:00:23--01:00:25] 因为我们发现
[01:00:25--01:00:26] 虽然这个模型
[01:00:26--01:00:27] 你如果你多次
[01:00:27--01:00:28] roo
[01:00:28--01:00:29] 他经常能roo对
[01:00:29--01:00:32] 但他并不能稳定的对
[01:00:32--01:00:33] 可能这次是对的
[01:00:33--01:00:34] 那次是错
[01:00:34--01:00:37] 所以在大家的想象中
[01:00:37--01:00:39] 我使用这个RL
[01:00:39--01:00:42] 我就是要想办法让这个模型focus
[01:00:42--01:00:43] 在那些关键的头
[01:00:43--01:00:45] focus在那些关键的头
[01:00:45--01:00:46] 把它给做对
[01:00:46--01:00:47] 选择了正确的分支
[01:00:47--01:00:48] 你就做对了
[01:00:48--01:00:50] 你根本就不需要考虑那些
[01:00:50--01:00:52] 已经被预训来压缩掉的
[01:00:52--01:00:53] 就对
[01:00:53--01:00:54] 但是问题又来了
[01:00:54--01:00:55] 对
[01:00:55--01:00:55] 这跟我刚说的pattern is a unit有什么关系
[01:00:55--01:00:55] 对这跟我刚说的pattern is a unit有什么关系
[01:00:55--01:00:57] 对这跟我刚说的pattern is a unit有什么关系
[01:00:57--01:00:59] 如果就是这么简单
[01:00:59--01:01:02] 那么之前大家做Rubes为什么不work
[01:01:02--01:01:06] 就是说我为什么做了半天RL
[01:01:06--01:01:07] 那些关键的token
[01:01:07--01:01:09] 它还是不能稳定做对
[01:01:09--01:01:09] 对
[01:01:09--01:01:11] 这里面就涉及到另一个问题
[01:01:11--01:01:15] 当这个模型走到从这某一步的时候
[01:01:15--01:01:17] 摆在他眼前的其实有两个分支
[01:01:17--01:01:20] 他到底是走左边还是右边
[01:01:20--01:01:23] 这件事可不可以通过一个token之内解决
[01:01:23--01:01:24] 对
[01:01:24--01:01:26] 我认为对于很多问题这是不可能的
[01:01:26--01:01:27] 啊
[01:01:27--01:01:27] 对
[01:01:27--01:01:27] ,
[01:01:27--01:01:30] 举个最简单的例子就是比如说我们做乘法
[01:01:30--01:01:34] 做乘法乘法重所得之是当你位数很多的乘法
[01:01:34--01:01:41] 重所得是你让那个现在的语言模型要用一口爆的方式去做一个大数乘法
[01:01:41--01:01:43] 是几乎不可能得对的
[01:01:43--01:01:46] 这里面其实核心原因是复杂度
[01:01:46--01:01:49] 我们知道你要做一个大数的乘法
[01:01:49--01:01:52] 你至少是得是个n的平方的吧
[01:01:52--01:01:53] 对
[01:01:53--01:01:55] 要抬个杠的话是n log
[01:01:55--01:01:57] 反正是大于on的
[01:01:57--01:01:57] 对
[01:01:57--01:02:01] 但是我们知道传送往一步单次做那个点击的结果
[01:02:01--01:02:02] 就是单次做点击
