[00:00:00 - 00:00:02] 原来你做DeepResearch单独做的
[00:54:21 - 00:54:22] 这么多这种意图啊
[00:54:22 - 00:54:24] 然后想的东西
[00:54:24 - 00:54:24] 它讲的话
[00:54:24 - 00:54:26] 因为它其实比上一代用户
[00:54:26 - 00:54:28] 更多的表达了信息
[00:54:28 - 00:54:31] 但是就是怎么把它用起来
[00:54:31 - 00:54:31] 变成就是
[00:54:31 - 00:54:34] 把教育可以撮合得更好
[00:54:34 - 00:54:35] 这种东西
[00:54:35 - 00:54:37] 那比如说某些公司
[00:54:37 - 00:54:38] 想去提供这种超级入口
[00:54:38 - 00:54:39] 就比如像豆宝手机
[00:54:39 - 00:54:42] 它提供了手机上所有东西的入口
[00:54:42 - 00:54:43] 那你觉得这种
[00:54:43 - 00:54:45] 可能还能去实现刚才那种
[00:54:45 - 00:54:46] 比如说
[00:54:46 - 00:54:49] 我获取到一些你的偏好
[00:54:49 - 00:54:50] 获取到你一些信息
[00:54:50 - 00:54:51] 然后给你做最好推荐
[00:54:51 - 00:54:53] 那这可能会在生态上
[00:54:53 - 00:54:54] 受到很大的阻碍吗
[00:54:54 - 00:54:55] 你觉得肯定是会
[00:54:55 - 00:54:57] 豆包的这种入口
[00:54:57 - 00:54:59] 主要是它和之前的
[00:54:59 - 00:55:00] 整个广告的商业模式
[00:55:00 - 00:55:01] 是冲突的
[00:55:01 - 00:55:03] 因为广告的模式
[00:55:03 - 00:55:05] 就是希望占据更多的
[00:55:05 - 00:55:07] 一个人的一天的时间
[00:55:07 - 00:55:07] 占多少比例
[00:55:07 - 00:55:09] 这个时间只要多
[00:55:09 - 00:55:11] 我就可以给你
[00:55:11 - 00:55:12] 塞更多的广告进去
[00:55:12 - 00:55:14] 玩一个可能免税小游戏
[00:55:14 - 00:55:15] 基本上就过几分钟
[00:55:15 - 00:55:16] 一关过了
[00:55:16 - 00:55:16] 或者他说什么
[00:55:16 - 00:55:17] 你想要复活
[00:55:17 - 00:55:18] 你就得看一个
[00:55:18 - 00:55:18] 无能中的广告
[00:55:18 - 00:55:20] 这个广告可能值个几百钱
[00:55:20 - 00:55:22] 然后大家就是通过
[00:55:22 - 00:55:23] 占这个人的时间
[00:55:23 - 00:55:26] 来去把广告卖出去
[00:55:26 - 00:55:26] 对
[00:55:26 - 00:55:28] 然后agent呢
[00:55:28 - 00:55:30] 他又不赚
[00:55:30 - 00:55:32] 他又不占的时间
[00:55:32 - 00:55:32] 劳动力付费嘛
[00:55:32 - 00:55:33] 对
[00:55:33 - 00:55:34] 他就变成劳动力付费
[00:55:34 - 00:55:35] 对
[00:55:35 - 00:55:36] 然后劳动力付费的话
[00:55:36 - 00:55:38] 就是就变成了
[00:55:38 - 00:55:39] 一个普通消费者
[00:55:39 - 00:55:40] 是否愿意说
[00:55:40 - 00:55:41] 就是我为了买一件
[00:55:41 - 00:55:43] 商品就有点像可能公司会
[00:55:43 - 00:55:45] 就这样的事情是吧我们肯定
[00:55:45 - 00:55:47] 呃可能制造业里面大家
[00:55:47 - 00:55:49] 就专门有这种
[00:55:49 - 00:55:51] 采购采购的角色就是整个供应
[00:55:51 - 00:55:53] 那里面是比较可能最合适的最低价的
[00:55:53 - 00:55:55] 要多个货源来去比价
[00:55:55 - 00:55:57] 然后这里面我们就为劳动力付了
[00:55:57 - 00:55:59] 这个费这个理解我感觉很像适合
[00:55:59 - 00:56:01] AI去代替的事情对但对于
[00:56:01 - 00:56:03] 一个消费者来说西班牙消费很多时候都
[00:56:03 - 00:56:05] 很冲动嘛很多时候很冲动
[00:56:05 - 00:56:07] 就是变成了一个普通消费者
[00:56:07 - 00:56:08] 愿意付一个秘书的钱
[00:56:08 - 00:56:11] 然后这个秘书帮你去
[00:56:11 - 00:56:12] 比这些商品
[00:56:12 - 00:56:13] 最后就是达到一个
[00:56:13 - 00:56:15] 你想要的商品的一个结果
[00:56:15 - 00:56:19] 就让我觉得很模糊
[00:56:19 - 00:56:21] 就说实话
[00:56:21 - 00:56:22] 我就这款没有想过
[00:56:22 - 00:56:25] 我们公司其实在24年底
[00:56:25 - 00:56:25] 尝试过电商
[00:56:25 - 00:56:28] 然后当时就感觉其实都是
[00:56:28 - 00:56:29] 我们提供的好像
[00:56:29 - 00:56:31] 最多就是个比价的功能
[00:56:31 - 00:56:32] 比价的功能
[00:56:32 - 00:56:33] 其实没有AI也做得挺好的
[00:56:33 - 00:56:34] 对确实
[00:56:34 - 00:56:37] 然后有AI的时候
[00:56:37 - 00:56:40] 我们要想真的把那些个性化的
[00:56:40 - 00:56:41] 像用户优化的
[00:56:41 - 00:56:42] 一个女生喜欢什么样的程度
[00:56:42 - 00:56:43] 我们又做不好
[00:56:43 - 00:56:43] 对吧
[00:56:43 - 00:56:45] 它样式又很不一样
[00:56:45 - 00:56:45] 对吧
[00:56:45 - 00:56:46] 我们能做的就可能
[00:56:46 - 00:56:48] 电子产品是SKU很明确的
[00:56:48 - 00:56:49] 大家都是iPhone17
[00:56:49 - 00:56:51] 那就是一样的东西
[00:56:51 - 00:56:52] 肯定越便宜越好
[00:56:52 - 00:56:53] 那这个事情又简单到不小呀
[00:56:53 - 00:56:55] 然后AI需要的可能就是
[00:56:55 - 00:56:57] 我真的理解这个女生的
[00:56:57 - 00:56:58] 穿衣习惯了
[00:56:58 - 00:56:59] 然后我可以帮她搭配出来
[00:56:59 - 00:57:00] 每天的
[00:57:00 - 00:57:02] 比如每周可以给她
[00:57:02 - 00:57:03] 更新一条穿搭
[00:57:03 - 00:57:04] 那这种东西
[00:57:04 - 00:57:04] 我们又做不出来
[00:57:04 - 00:57:06] 所以当时卡在那儿
[00:57:06 - 00:57:07] 就不上不上下的
[00:57:07 - 00:57:08] 就是难得做不成
[00:57:08 - 00:57:10] 简单的就不必要用了
[00:57:10 - 00:57:11] 就我那个感受啊
[00:57:11 - 00:57:14] 就是刚才聊到那个豆包手机
[00:57:14 - 00:57:15] 就是我这手机
[00:57:15 - 00:57:17] 它是一个很独特的形态吧
[00:57:17 - 00:57:19] 就是上面承载了
[00:57:19 - 00:57:20] 很多大量的复工的场景
[00:57:20 - 00:57:23] 然后大量是偏娱乐的场景
[00:57:23 - 00:57:25] 然后人使用手机的这个习惯
[00:57:25 - 00:57:26] 对吧
[00:57:26 - 00:57:28] 就是可能意味着
[00:57:28 - 00:57:29] 他不太会
[00:57:29 - 00:57:32] 就是用过多的大脑的资源
[00:57:32 - 00:57:33] 在这个事情上面
[00:57:33 - 00:57:35] 但我们其实看到一些
[00:57:35 - 00:57:36] 现在就比如从人的角度
[00:57:36 - 00:57:37] 去思考这个问题
[00:57:37 - 00:57:41] 就是我们看到现在很多这种通用的手机的徒手
[00:57:41 - 00:57:43] 他是需要人去给这个指令
[00:57:43 - 00:57:46] 对就需要给一条自然语言的指令
[00:57:46 - 00:57:48] 来去做某件事情
[00:57:48 - 00:57:50] 但这件事情可能本来是
[00:57:50 - 00:57:55] 这个人是只需要调用非常有限的大脑资源去做的
[00:57:55 - 00:57:57] 而且是这个怎么说呢
[00:57:57 - 00:58:03] 就是就比如我们用那个系统一系统二的方式
[00:58:03 - 00:58:05] 来去这个思考这个问题的话
[00:58:05 - 00:58:06] 可能他就只需要系统一
[00:58:06 - 00:58:08] 就是很直觉的去完成某件事情
[00:58:08 - 00:58:10] 但如果把它组织成自然语言
[00:58:10 - 00:58:11] 可能就需要
[00:58:11 - 00:58:14] 系统上的参与来去组织
[00:58:14 - 00:58:16] 这件事情我觉得是相对反直觉的
[00:58:16 - 00:58:18] 就是我们不能
[00:58:18 - 00:58:20] 预期可能大部分人会
[00:58:20 - 00:58:22] 用这种方式来使用
[00:58:22 - 00:58:23] 这个目标agent
[00:58:23 - 00:58:25] 更多的方式是
[00:58:25 - 00:58:27] 就是在交互角度
[00:58:27 - 00:58:29] 就是在某些需要的时候
[00:58:29 - 00:58:32] 可能很适时的去谈出某一个
[00:58:32 - 00:58:33] 做某件事情的一些
[00:58:33 - 00:58:35] 就是
[00:58:35 - 00:58:38] 领导
[00:58:38 - 00:58:40] 然后他可能会愿意去选择
[00:58:40 - 00:58:41] 这是一种新的推荐
[00:58:41 - 00:58:44] 但我的一个感受
[00:58:44 - 00:58:46] 就是手机上面的任务是
[00:58:46 - 00:58:47] 怎么说呢
[00:58:47 - 00:58:49] 还是
[00:58:49 - 00:58:51] 这件事很难做
[00:58:51 - 00:58:52] 我觉得就是
[00:58:52 - 00:58:55] 应用太多了
[00:58:55 - 00:58:58] 然后很难说在不干扰用户的情况下
[00:58:58 - 00:59:00] 去完成这个推荐
[00:59:00 - 00:59:04] 但我觉得这确实是有价值的
[00:59:04 - 00:59:04] 对
[00:59:04 - 00:59:10] 只是说我觉得这个的价值
[00:59:10 - 00:59:11] 是不是足够大
[00:59:11 - 00:59:15] 确实要看最终效果是怎样
[00:59:15 - 00:59:16] 然后用户是否
[00:59:16 - 00:59:18] 为这个事情真正买单
[00:59:18 - 00:59:19] 对
[00:59:19 - 00:59:21] 我觉得这个还是确实是未知的
[00:59:21 - 00:59:21] 对
[00:59:21 - 00:59:23] 但我的一个感觉就是
[00:59:23 - 00:59:26] 它不足以可能
[00:59:26 - 00:59:30] 颠覆用户使用这个手机的方式
[00:59:30 - 00:59:33] 因为我感觉百分之八十九十以上的
[00:59:33 - 00:59:35] 这个使用手机的时间
[00:59:35 - 00:59:36] 可能还是在娱乐
[00:59:36 - 00:59:40] 就是用户是愿意花这个时间来去做事情的
[00:59:40 - 00:59:43] 而不是想要一个这个助手来去代替他做事情
[00:59:43 - 00:59:47] 他可能对他来说更多的是杀时间
[00:59:47 - 00:59:51] 对杀时间感受到那个视觉反馈的那个多巴胺
[00:59:51 - 00:59:51] 对
[00:59:51 - 00:59:53] 其实最早
[00:59:53 - 00:59:56] 其实刚才也想聊
[00:59:56 - 00:59:58] 最早其实某位agent在reserve市场
[00:59:58 - 00:59:59] 它是那个
[00:59:59 - 01:00:01] 它是用来做那种车载的系统
[01:00:01 - 01:00:03] 就是说跟那个
[01:00:03 - 01:00:05] 就是车载那个聊天机器一样的
[01:00:05 - 01:00:07] 它是说你手机啪放在车上
[01:00:07 - 01:00:08] 然后有些人他不方便
[01:00:08 - 01:00:10] 或者有些人他残疾
[01:00:10 - 01:00:10] 他只能那个
[01:00:10 - 01:00:12] 他只能不方便那个
[01:00:12 - 01:00:13] 用那个手来去
[01:00:13 - 01:00:15] 就抠这个东西什么的
[01:00:15 - 01:00:16] 那就是说你用语言来去操控
[01:00:16 - 01:00:17] 但是SumMall
[01:00:17 - 01:00:18] 反正坐着坐着
[01:00:18 - 01:00:19] 大家都开始就是
[01:00:19 - 01:00:21] 现在extend的那个apps
[01:00:21 - 01:00:22] 因为做越做越多
[01:00:22 - 01:00:23] 然后不知道怎么就到商业上
[01:00:23 - 01:00:25] 就开始去做了
[01:00:25 - 01:00:26] 做了很大的事情
[01:00:26 - 01:00:27] 对当然这个
[01:00:27 - 01:00:29] 这个当然你看其实你看比如说质朴啊
[01:00:29 - 01:00:31] 或者豆包的展示一些demo也都是说
[01:00:31 - 01:00:33] 哎我手我就拿个包
[01:00:33 - 01:00:35] 然后这边说个是不是然后那
[01:00:35 - 01:00:37] 我就是工作着呢我说个
[01:00:37 - 01:00:39] 是什么的但是这也很多人来讨论的嘛
[01:00:39 - 01:00:41] 所以有有一点问题对所以说
[01:00:41 - 01:00:43] 就这个也是比较mix的
[01:00:43 - 01:00:45] 相当的德汉说就是说哎确实我我就是为了
[01:00:45 - 01:00:47] 玩手机你帮我玩手机的
[01:00:47 - 01:00:49] 对我不想让你帮我玩手机
[01:00:49 - 01:00:50] 这种事情对
[01:00:50 - 01:00:53] 所以回到就是天宝那个就是豆包
[01:00:53 - 01:00:55] 手机对于比如传统的
[01:00:55 - 01:00:58] 互联网软件的商业模式冲击的问题
[01:00:58 - 01:01:00] 我觉得更宏观的看这个事情
[01:01:00 - 01:01:04] 就是就人在做决策的时候
[01:01:04 - 01:01:07] 永远是去就是权衡利弊
[01:01:07 - 01:01:10] 就是当你的带来的好处
[01:01:10 - 01:01:11] 大于你的弊处的时候
[01:01:11 - 01:01:14] 他会不得已去接受这个事情
[01:01:14 - 01:01:16] 但现在的问题在于
[01:01:16 - 01:01:17] 让他接受这种模式
[01:01:17 - 01:01:19] 对他来说并没有明确的好处
[01:01:19 - 01:01:21] 背后问题有燕姨说的这个
[01:01:21 - 01:01:23] 具体的场景应该是什么
[01:01:23 - 01:01:25] 有德安说的这个交互的方式是什么
[01:01:25 - 01:01:27] 所以就导致了目前
[01:01:27 - 01:01:29] 对他来说没有什么明显的好处
[01:01:29 - 01:01:31] 所以说你很难
[01:01:31 - 01:01:33] 就是真的让他去拥抱
[01:01:33 - 01:01:34] 你这个新的一种模式
[01:01:34 - 01:01:36] 我们都是在做agent
[01:01:36 - 01:01:39] 就是不管研究还是这个业绩
[01:01:39 - 01:01:40] 其实我们想要做到的事情
[01:01:40 - 01:01:42] 是真的让你的agent变得更好用
[01:01:42 - 01:01:46] 让你真的带来一些革命性的
[01:01:46 - 01:01:47] 就是这种
[01:01:47 - 01:01:50] 就是交付效果上的提升
[01:01:50 - 01:01:54] 当你真的做到这一点之后
[01:01:54 - 01:01:56] 你一些已有的这些模式
[01:01:56 - 01:01:59] 或者已有的一些这种互联网的公司
[01:01:59 - 01:02:01] 我们希望看到的是
[01:02:01 - 01:02:03] 到时候他可能会不得不接受
[01:02:03 - 01:02:04] 这种新的东西
[01:02:04 - 01:02:06] 就是你最终还是要去权衡利弊
[01:02:06 - 01:02:08] 就是说其实
[01:02:08 - 01:02:10] 我们现在还处于一个
[01:02:10 - 01:02:13] 没有真的让大家爽到的阶段
[01:02:13 - 01:02:14] 大家没有这样的动力
[01:02:14 - 01:02:16] 对一旦爽了那OK
[01:02:16 - 01:02:18] 那你淘宝微信不让我们用
[01:02:18 - 01:02:19] 那你就
[01:02:19 - 01:02:21] 自己承担损失
[01:02:21 - 01:02:24] 那我宁可说我用什么
[01:02:24 - 01:02:26] 比如booking.com让我们用了
[01:02:26 - 01:02:28] 那大家就哎就人流全去不给他看不来
[01:02:28 - 01:02:29] 没得说啊
[01:02:29 - 01:02:32] 对所以后面就就会产生这种问题
[01:02:32 - 01:02:35] 反过来嗯可能会反过来确实是这样
[01:02:35 - 01:02:36] 其实我觉得古语说这个特别好
[01:02:36 - 01:02:37] 就是最终
[01:02:37 - 01:02:39] 其实每个人是在权衡这个利弊吗
[01:02:39 - 01:02:42] 我就突然想到就是其实我们之前最早
[01:02:42 - 01:02:43] 其实也想做那个
[01:02:44 - 01:02:45] 我觉得这里办
[01:02:45 - 01:02:48] 的那个 ht 的那个 joi agent
[01:02:48 - 01:02:50] 对对对就当时还跟他们谈过吗
[01:02:50 - 01:02:51] 对然后
[01:02:51 - 01:02:53] 我们我们当时就发现就是说
[01:02:53 - 01:02:54] 人在什么情况下
[01:02:54 - 01:02:56] 像是觉得这件事情对我自己有利的
[01:02:56 - 01:02:58] 就往往就是你是在跟政府打交道
[01:02:58 - 01:02:58] 和银行打交道
[01:02:58 - 01:03:00] 你是被通知要做这件事情
[01:03:00 - 01:03:02] 然后对你来说可能是个低点
[01:03:02 - 01:03:02] 你一生就做一次
[01:03:02 - 01:03:04] 你不会做
[01:03:04 - 01:03:05] 然后呢
[01:03:05 - 01:03:06] 对于用户这一层
[01:03:06 - 01:03:08] 我们觉得当时是想清楚
[01:03:08 - 01:03:09] 用户肯定是需要的
[01:03:09 - 01:03:11] 然后但是这个当时商业模式想不清楚的是
[01:03:11 - 01:03:13] 这个玩意儿其实是要目标那个AP
[01:03:13 - 01:03:15] 这里万一要为他这件事情做改造
[01:03:15 - 01:03:17] 他不应该是个第三方
[01:03:17 - 01:03:18] 比如说豆包做这件事情
[01:03:18 - 01:03:21] 或者也不应该是这个用户来去做这件事情
[01:03:21 - 01:03:23] 所以然后这个时候呢
[01:03:23 - 01:03:24] 就是变成了就是呢
[01:03:24 - 01:03:26] 那这礼拜愿不愿意付费
[01:03:26 - 01:03:27] 来去提升自己的用户体验
[01:03:27 - 01:03:30] 那就可能是变成了
[01:03:30 - 01:03:31] 这样的一个视角
[01:03:31 - 01:03:32] 然后来去付这个
[01:03:32 - 01:03:33] 但是用户绝对是
[01:03:33 - 01:03:34] 在这种场景里面
[01:03:34 - 01:03:35] 但是用户在这种
[01:03:35 - 01:03:38] 他自己平时高频的
[01:03:38 - 01:03:39] 这种C端的场景
[01:03:39 - 01:03:40] 就是和我们说
[01:03:40 - 01:03:42] 整个广告相关的
[01:03:42 - 01:03:43] 业务模式的场景
[01:03:43 - 01:03:44] 花大量时间
[01:03:44 - 01:03:45] 其实我觉得可能
[01:03:45 - 01:03:46] 都不是A阵的那种情形
[01:03:46 - 01:03:48] 其实这种场景挺多的
[01:03:48 - 01:03:49] 就是一辈子就那么一两次
[01:03:49 - 01:03:50] 一辈子就那么一两次
[01:03:50 - 01:03:51] 比如说办个签证
[01:03:51 - 01:03:52] 办个签证
[01:03:52 - 01:03:52] 对
[01:03:52 - 01:03:53] 生个孩子
[01:03:53 - 01:03:54] 对对对
[01:03:54 - 01:03:56] 然后整个什么random age
[01:03:56 - 01:03:57] 孩子要生三次
[01:03:57 - 01:03:58] 生三次
[01:03:58 - 01:04:00] 对对对
[01:04:00 - 01:04:00] 就是对
[01:04:00 - 01:04:02] 只需一次的地方
[01:04:02 - 01:04:03] 就其实还是Tribo的逻辑
[01:04:03 - 01:04:04] 对对对
[01:04:04 - 01:04:05] 是这样
[01:04:05 - 01:04:07] 这种常委解决的足够多的时候
[01:04:07 - 01:04:08] 可能就有一个基点
[01:04:08 - 01:04:08] 对吧
[01:04:08 - 01:04:09] 大家就愿意用了
[01:04:09 - 01:04:11] 对对对
[01:04:11 - 01:04:13] 就可能我们后面的使用体验
[01:04:13 - 01:04:14] 就会变成了就是
[01:04:14 - 01:04:16] 就真的我们有一个任何需求
[01:04:16 - 01:04:18] 讲出来
[01:04:18 - 01:04:19] 然后不知道怎么做
[01:04:19 - 01:04:19] 讲出来
[01:04:19 - 01:04:21] 然后去做别的
[01:04:21 - 01:04:22] 然后怎么就会
[01:04:22 - 01:04:23] 或者任何产品
[01:04:23 - 01:04:24] 主要是不知道
[01:04:24 - 01:04:25] 什么怎么去做的时候
[01:04:25 - 01:04:26] 所以我觉得
[01:04:26 - 01:04:26] 估计刚才说的
[01:04:26 - 01:04:27] 那个权衡利弊
[01:04:27 - 01:04:28] 对对对
[01:04:28 - 01:04:29] 权衡利弊
[01:04:29 - 01:04:30] 非常的紧张
[01:04:30 - 01:04:30] 对对对
[01:04:30 - 01:04:32] 就是基于这个来去
[01:04:32 - 01:04:33] 判断这些事情
[01:04:33 - 01:04:35] 我觉得既然我们提到
[01:04:35 - 01:04:36] 就是手机助手
[01:04:36 - 01:04:37] 提到豆包
[01:04:37 - 01:04:38] 德汉我们今天
[01:04:38 - 01:04:39] 有一个很想聊的问题
[01:04:39 - 01:04:40] 是就是
[01:04:40 - 01:04:41] 我们作为
[01:04:41 - 01:04:42] 就是规竞从业者
[01:04:42 - 01:04:43] 我们自己想要看到
[01:04:43 - 01:04:43] 什么样的规竞
[01:04:43 - 01:04:45] 对我们自己会去期待
[01:04:45 - 01:04:46] 一个什么样的产品
[01:04:46 - 01:04:47] 因为现在
[01:04:47 - 01:04:49] 其实还是挺多样的
[01:04:49 - 01:04:49] 是吧
[01:04:49 - 01:04:49] 对
[01:04:49 - 01:04:51] 好像没有一个固定的形态
[01:04:51 - 01:04:51] 对
[01:04:51 - 01:04:54] 我可以先
[01:04:54 - 01:04:55] 就是开头说一下自己想法
[01:04:55 - 01:04:57] 就是我是一个
[01:04:57 - 01:04:58] 就是很懒的人
[01:04:58 - 01:04:59] 就是我非常
[01:04:59 - 01:05:00] 就是我一个纯P人
[01:05:00 - 01:05:03] 我讨厌处理各种杂事措施
[01:05:03 - 01:05:05] 我非常需要一个生活秘书
[01:05:05 - 01:05:06] 我觉得这个东西
[01:05:06 - 01:05:08] 就非常适合A进去做
[01:05:08 - 01:05:09] 然后为什么
[01:05:09 - 01:05:11] 我其实会比较看好手机A进的
[01:05:11 - 01:05:12] 虽然我们自己不做手机A进
[01:05:12 - 01:05:13] 但手机A进的
[01:05:13 - 01:05:15] 它会有一个优势在于
[01:05:15 - 01:05:15] 就是手机上
[01:05:15 - 01:05:17] 有你非常多的个人信息
