[00:00:06--00:00:07] 开了一扇窗户
[00:44:44--00:44:47] 然后我们自己说实话也算比较争气
[00:44:47--00:44:48] 就是很快的
[00:44:48--00:44:51] 我们把缺GPT对标的缺GEM
[00:44:51--00:44:53] 我们就把它弄出来
[00:44:53--00:44:54] 然后也能上线
[00:44:54--00:44:56] 大家看到效果也非常不错
[00:44:56--00:44:57] 尤其在中文上效果非常好
[00:44:57--00:45:01] 而且我们同时开源了一个缺GEM的开源版本
[00:45:01--00:45:02] 一个小型化的版本
[00:45:02--00:45:05] 因为那个时候只有缺GPT
[00:45:05--00:45:06] 缺GPT也很大
[00:45:06--00:45:09] 大家三以后它也不开源了
[00:45:09--00:45:10] 大家拿不到
[00:45:10--00:45:12] 很多研究人员心里痒痒的说
[00:45:12--00:45:13] 我只能用
[00:45:13--00:45:14] 我不知道这个里面到底是啥
[00:45:14--00:45:15] 我自己也不能玩
[00:45:15--00:45:16] 所以我们开了一个小的
[00:45:16--00:45:17] 一个6B的版本
[00:45:17--00:45:18] 60亿参数的版本
[00:45:18--00:45:21] 一张家用的GPU就能跑起来
[00:45:21--00:45:23] 大家就很爽了
[00:45:23--00:45:24] 所以那个时候
[00:45:24--00:45:26] 那是我们第一款爆火的
[00:45:26--00:45:29] 在开源社区里面爆火的一个开源项目
[00:45:29--00:45:32] 下载量非常大
[00:45:32--00:45:34] 同期好的大模型公司其实刚开始组建
[00:45:34--00:45:35] 你们就已经有产品了
[00:45:35--00:45:38] 肯定是23年初
[00:45:38--00:45:39] 大家看到缺GPT火了
[00:45:39--00:45:40] 很多人开始做
[00:45:40--00:45:42] 从GPT3到缺GPT
[00:45:42--00:45:45] 他们的工作有超出你们的预期吗
[00:45:45--00:45:46] 虽然你们一直都关注它
[00:45:46--00:45:47] 其实那个时候
[00:45:47--00:45:48] 我们还是比较开放
[00:45:48--00:45:49] 还真的挺open的
[00:45:49--00:45:50] 很多东西
[00:45:50--00:45:51] 他发论文
[00:45:51--00:45:52] 其实后来论文发的少了
[00:45:52--00:45:55] 但是他的比如technical report
[00:45:55--00:45:56] 还有一些
[00:45:56--00:45:58] 他的Blog什么之类的
[00:45:58--00:45:59] 其实会把这些东西都慢慢的放出来
[00:45:59--00:46:01] 其实我们就紧跟着他研究
[00:46:01--00:46:02] 包括那个时候
[00:46:02--00:46:03] 我们私底下的很多交流
[00:46:03--00:46:05] 因为有很多清华学生
[00:46:05--00:46:08] 当时9个人里面有4个是清华的
[00:46:08--00:46:10] 但是底下的交流还是非常顺畅的
[00:46:10--00:46:11] 大概也知道他们在干嘛
[00:46:11--00:46:12] 他们在干嘛
[00:46:12--00:46:13] 包括拆GPT也是知道的
[00:46:13--00:46:14] 就这个产品要发布
[00:46:14--00:46:15] 对 知道
[00:46:15--00:46:16] 当然它那个项目本身
[00:46:16--00:46:18] 产品本身保密的很
[00:46:18--00:46:20] 但是我们知道说
[00:46:20--00:46:21] 他们还在持续的
[00:46:21--00:46:21] 在GP3之上
[00:46:21--00:46:22] 在做很多事情
[00:46:22--00:46:24] 在往那个方向去走
[00:46:24--00:46:26] 然后它的目的是什么
[00:46:26--00:46:28] 最终的可能的形态是什么
[00:46:28--00:46:30] 对 其实那个时候
[00:46:30--00:46:31] 根本就不是太意外
[00:46:31--00:46:32] 上了这个东西
[00:46:32--00:46:34] 所以它上了这个东西之后
[00:46:34--00:46:35] 至少我个人是觉得
[00:46:35--00:46:38] 就是说还是挺兴奋的
[00:46:38--00:46:39] 挺兴奋的
[00:46:39--00:46:40] 因为觉得赌对了
[00:46:40--00:46:41] 对 第一赌对了
[00:46:41--00:46:42] 第二就是说
[00:46:42--00:46:43] 确实这条路走下去
[00:46:43--00:46:45] 它还是有很光明的
[00:46:45--00:46:45] 这个前景
[00:46:45--00:46:47] 当时内部是什么状态
[00:46:47--00:46:49] 当拆GP火了之后
[00:46:49--00:46:49] 质朴当时
[00:46:49--00:46:51] 你们有什么讨论
[00:46:51--00:46:51] 有什么交流
[00:46:51--00:46:53] 是一个什么样的公司状态
[00:46:53--00:46:53] 其实大家
[00:46:53--00:46:55] 我觉得跟我可能状态差不多
[00:46:55--00:46:56] 都是属于那种
[00:46:56--00:46:57] 比较兴奋的状态
[00:46:57--00:46:57] 就觉得
[00:46:57--00:46:59] 这个事我们做对了
[00:46:59--00:47:00] 之前的那个赌注下对了
[00:47:00--00:47:02] 就是我们走到现在了
[00:47:02--00:47:03] 我们已经相对来说
[00:47:03--00:47:05] 是比较靠近的
[00:47:05--00:47:07] 接近这个GPT的这个事情
[00:47:07--00:47:09] 所以我们这个研究团队
[00:47:09--00:47:10] 还有这个工程团队
[00:47:10--00:47:11] 春节那个春节
[00:47:11--00:47:12] 是没有休息的
[00:47:12--00:47:14] 然后就确实就让我们这个版本
[00:47:14--00:47:15] 把它推上线
[00:47:15--00:47:17] 然后在小范围
[00:47:17--00:47:19] 当然这个一些原因
[00:47:19--00:47:21] 不能让太大范围的去做
[00:47:21--00:47:22] 就小范围的让大家去使用
[00:47:22--00:47:23] 大家都很敬严
[00:47:23--00:47:25] 22年到23年转年
[00:47:25--00:47:26] 是不是你们生活
[00:47:26--00:47:28] 发生了巨大的变化
[00:47:28--00:47:28] 是
[00:47:28--00:47:31] 整个就是有点那种
[00:47:31--00:47:33] 网上有个话叫
[00:47:33--00:47:35] 十年干什么什么
[00:47:35--00:47:36] 无人知一朝什么什么
[00:47:36--00:47:37] 天下小
[00:47:37--00:47:38] 其实类似
[00:47:38--00:47:39] 就是你之前
[00:47:39--00:47:40] 其实做了很长一段时间
[00:47:40--00:47:41] 你想想
[00:47:41--00:47:43] 我们从19年开始搞这个算法
[00:47:43--00:47:44] 20年自己研究这个算法
[00:47:44--00:47:46] 21年22年把模型训练出来
[00:47:46--00:47:48] 然后把这个东西想要商业化
[00:47:48--00:47:49] 想要去跟投资人聊说
[00:47:49--00:47:51] 这个东西未来的前景都那么大
[00:47:51--00:47:52] 这两三年时间
[00:47:52--00:47:54] 其实是我们一直在努力
[00:47:54--00:47:55] 在做这些事
[00:47:55--00:47:56] 而且也取得了一定的
[00:47:56--00:47:58] 我们认为的一些成果
[00:47:58--00:47:59] 但是确实比较艰难
[00:47:59--00:48:00] 因为大家对这件事情的理解
[00:48:00--00:48:02] 非常认知非常浅
[00:48:02--00:48:03] 非常少
[00:48:03--00:48:05] 所以这个时候你就很难
[00:48:05--00:48:07] 而且大家对于AI 1.0的
[00:48:07--00:48:08] 思想容易去昧了
[00:48:08--00:48:09] 那个时候
[00:48:09--00:48:09] 对
[00:48:09--00:48:11] 你说你要做第二代AI
[00:48:11--00:48:12] 又怎么样呢
[00:48:12--00:48:12] 没错
[00:48:12--00:48:13] 他就把我们拿上给你这样比
[00:48:13--00:48:15] 你跟他们有什么差别呢
[00:48:15--00:48:17] 然后我们只能回归到技术上来说
[00:48:17--00:48:19] 这本质上是有很大的差别的
[00:48:19--00:48:21] 但这种技术上的这种本质的差别
[00:48:21--00:48:24] 这种东西其实在市场来看
[00:48:24--00:48:26] 离他们好像很远
[00:48:26--00:48:28] 他们那个时候还不太相信说
[00:48:28--00:48:29] 像现在这样
[00:48:29--00:48:33] 研究和产业和钱和市场用户之间
[00:48:33--00:48:35] 会这么短
[00:48:35--00:48:36] 他们不相信这个
[00:48:36--00:48:36] 他们认为说
[00:48:36--00:48:38] 你突破这个东西挺好的
[00:48:38--00:48:39] 五年以后再找我
[00:48:39--00:48:40] 没想到这么快
[00:48:40--00:48:40] 对
[00:48:40--00:48:40] 他没想到
[00:48:40--00:48:41] 那么快
[00:48:41--00:48:42] 因为大家这个认知还是惯性的
[00:48:42--00:48:43] 在往前走
[00:48:43--00:48:45] 他不是一个革命性的一个看法
[00:48:45--00:48:46] 他不认为你是个革命
[00:48:46--00:48:48] 他只是认为你是个线性的一个线性外推
[00:48:48--00:48:49] 对
[00:48:49--00:48:51] 所以23年一转年就感觉浪来了
[00:48:51--00:48:52] 对吧
[00:48:52--00:48:54] 一瞬间大家就一下子就热血上头
[00:48:54--00:48:54] 啊
[00:48:54--00:48:56] 这个多么好的一件事情啊
[00:48:56--00:48:57] 怎么怎么着
[00:48:57--00:48:57] 对吧
[00:48:57--00:48:59] 这个挺有意思的一件事
[00:48:59--00:49:01] 所以我们我个人反正在内心里
[00:49:01--00:49:02] 一直很感谢
[00:49:02--00:49:03] 我们还做了很多事情
[00:49:03--00:49:05] 让我们觉得能借上这个利益
[00:49:05--00:49:07] 23年有什么印象深刻的事情吗
[00:49:07--00:49:09] 最印象深刻的就那几个字
[00:49:09--00:49:10] 百魔大战
[00:49:10--00:49:11] 圈内的圈外的
[00:49:11--00:49:13] 因为之前你们做这个事情还是很低调的
[00:49:13--00:49:13] 对吧
[00:49:13--00:49:15] 就是关注的人很少
[00:49:15--00:49:16] 也无人问津
[00:49:16--00:49:18] 然后23年这变成一个市场的名牌了
[00:49:18--00:49:18] 是是是
[00:49:18--00:49:19] 老王也来了
[00:49:19--00:49:20] 对
[00:49:20--00:49:22] 然后一下大模型有六小龙
[00:49:22--00:49:24] 你看那个时候就熟悉的人啊
[00:49:24--00:49:26] 好多熟悉的人
[00:49:26--00:49:27] 小川我师兄
[00:49:27--00:49:28] 对吧
[00:49:28--00:49:30] 知灵从前是出去的
[00:49:30--00:49:35] 然后你看身边的很多人就啪啪啪啪分分分就跳进来
[00:49:35--00:49:36] 包括那个呃
[00:49:36--00:49:38] 现在的龟姬
[00:49:38--00:49:38] 呃
[00:49:38--00:49:39] 后来
[00:49:39--00:49:40] 袁静辉
[00:49:40--00:49:40] 袁静辉
[00:49:40--00:49:41] 袁老师
[00:49:41--00:49:42] 我没认识他很多年啊
[00:49:42--00:49:43] 他他之前在光年之外
[00:49:43--00:49:44] 对对对
[00:49:44--00:49:45] 联合创始人
[00:49:45--00:49:46] 被
[00:49:46--00:49:47] 会拉进来的嘛
[00:49:47--00:49:50] 你看这身边很多人都站在了里头
[00:49:50--00:49:52] 然后那个不认识那就更多了
[00:49:52--00:49:53] 那就不用讲了
[00:49:53--00:49:55] 所以23年呢
[00:49:55--00:49:55] 特别热闹
[00:49:55--00:49:56] 百魔大战
[00:49:56--00:49:57] 对
[00:49:57--00:49:58] 纷纷扰扰的特别热闹
[00:49:58--00:50:00] 是什么感觉呢
[00:50:00--00:50:02] 就是我们在这里已经做了好几年
[00:50:02--00:50:05] 你们现在突然之间一夜之间全来了
[00:50:05--00:50:09] 我觉得就两个就感觉上感受上就是两个感觉
[00:50:09--00:50:10] 第一个感觉呢
[00:50:10--00:50:11] 就特别兴奋
[00:50:11--00:50:14] 就这个事儿迎来了一个很大的一个机会
[00:50:14--00:50:15] 很大的一个浪潮
[00:50:15--00:50:17] 大家都不用再去教育
[00:50:17--00:50:17] 投资人也好
[00:50:17--00:50:18] 市场也好
[00:50:18--00:50:19] 什么也好
[00:50:19--00:50:20] 大家都不用再教育
[00:50:20--00:50:21] 反正你做这个事情
[00:50:21--00:50:22] 大家也知道
[00:50:22--00:50:23] 我平常干这个事吧
[00:50:23--00:50:24] 行
[00:50:24--00:50:24] 挺好的
[00:50:24--00:50:25] 嗯
[00:50:25--00:50:26] 然后第二个呢
[00:50:26--00:50:27] 其实还是呃
[00:50:27--00:50:28] 说实话
[00:50:28--00:50:30] 我个人来说还是有点焦虑
[00:50:30--00:50:30] 嗯
[00:50:30--00:50:31] 有点担心
[00:50:31--00:50:34] 因为每封大浪过来
[00:50:34--00:50:35] 再往后看一点
[00:50:35--00:50:37] 就是可能就是一片狼藉
[00:50:37--00:50:38] 最后留不下闲杀
[00:50:38--00:50:38] 嗯
[00:50:38--00:50:39] 挺害怕的一种状况
[00:50:39--00:50:41] 做最早不一定能留下
[00:50:41--00:50:42] 这个是焦虑的
[00:50:42--00:50:43] 我倒不是焦虑这个
[00:50:43--00:50:45] 我倒是我我都对我们能留下
[00:50:45--00:50:49] 或者说我们能做出来这件事情倒不是特别怀疑
[00:50:49--00:50:54] 我怀疑我怕的是整个这个市场有一个极端走向另外一个极端之后
[00:50:55--00:50:58] 然后塌掉之后再很难回来
[00:50:58--00:51:01] 就烈火烹油之后剩下的是啥啊
[00:51:01--00:51:02] 如果这个市场都没有了
[00:51:02--00:51:03] 你做的再好也没用
[00:51:03--00:51:04] 为啥市场会没有啊
[00:51:04--00:51:06] 因为我们看到太多这种事情了
[00:51:06--00:51:07] 就大量的资本也好
[00:51:07--00:51:08] 人也好
[00:51:08--00:51:09] 进来团队
[00:51:09--00:51:11] 然后开始搞这件事情
[00:51:11--00:51:13] 然后各种各样的声音
[00:51:13--00:51:15] 各种各样的想法
[00:51:15--00:51:16] 新的老的旧的
[00:51:16--00:51:19] 然后各种各样的这个参参参参打在里头
[00:51:19--00:51:24] 然后其实很多时候大家只知道说这个事是个很好的事
[00:51:24--00:51:28] 但是其实分辨不出分辨不出这些里面这些这个百魔大战
[00:51:28--00:51:30] 大家的这个说的真心
[00:51:30--00:51:31] 谁说的是对的
[00:51:31--00:51:33] 或者说谁说的是更接近真相的
[00:51:33--00:51:34] 谁说的是吹了一个故事
[00:51:34--00:51:36] 谁是吹了一个泡泡
[00:51:36--00:51:37] 分辨不清的
[00:51:37--00:51:38] 今天看能分清吗
[00:51:38--00:51:40] 我觉得肯定有一天能分清
[00:51:40--00:51:41] 那现在还没有分清
[00:51:41--00:51:44] 我觉得还有一些很难分清的东西
[00:51:44--00:51:44] 哦
[00:51:44--00:51:47] 这这就是他的魅力所在
[00:51:47--00:51:48] 但是他越来越聚焦
[00:51:48--00:51:52] 或者说收敛到他的真实性问题上啊
[00:51:52--00:51:53] 不再有那么多的泡沫
[00:51:53--00:51:55] 或者说假象的东西在里头
[00:51:55--00:51:57] 现在回望二十三年好神奇啊
[00:51:57--00:51:58] 对非常神奇
[00:51:58--00:51:59] 我也很感慨
[00:51:59--00:52:00] 哎呦二十三年怎么过来的
[00:52:00--00:52:03] 我印象当中纷纷扰扰二十三年就过去了
[00:52:03--00:52:04] 很快
[00:52:04--00:52:07] 唯一比较深刻的印象就是二十三年
[00:52:07--00:52:08] 我们全
[00:52:08--00:52:11] 上线八月份上线
[00:52:11--00:52:13] 然后还有一个印象是
[00:52:13--00:52:15] 呃那一年的WIC
[00:52:15--00:52:16] 在上海开WIC
[00:52:16--00:52:18] 我去转了一圈那个展馆
[00:52:18--00:52:19] 呃有人后来数过
[00:52:19--00:52:20] 当然我没数过
[00:52:20--00:52:21] 有人数过
[00:52:21--00:52:23] 整个展馆里面跑完之后
[00:52:23--00:52:24] 基本上所有展台上
[00:52:24--00:52:25] 因为是人工智能的嘛
[00:52:25--00:52:27] 所有展台上都有大模型三个字
[00:52:27--00:52:28] 各种各样的大模型三个字
[00:52:28--00:52:30] 排在外所有的那个拍下来
[00:52:30--00:52:30] 贴在一起
[00:52:30--00:52:31] 巨长笔
[00:52:31--00:52:33] 每个这么一条
[00:52:33--00:52:34] 列这么长
[00:52:34--00:52:35] 挺好玩的
[00:52:35--00:52:36] 我也去转了一圈
[00:52:36--00:52:38] 我就发现大模型绝对就是
[00:52:38--00:52:41] 大家讲的故事或者说的事情就千奇百怪
[00:52:41--00:52:42] 各种各样的事情
[00:52:42--00:52:44] 你觉得很离谱的是什么呢
[00:52:44--00:52:46] 我倒没觉得有什么特别离谱的
[00:52:46--00:52:48] 我当时也看到很多很新奇的
[00:52:48--00:52:49] 有些东西我没想到的
[00:52:49--00:52:51] 我自己也吸收到很多的东西
[00:52:51--00:52:54] 其实那个时候我觉得是二十三年
[00:52:54--00:52:55] 大家最
[00:52:55--00:52:58] 在大模型本身这件事情上
[00:52:58--00:53:00] 争论的事情不再说大模型本身有没有用
[00:53:00--00:53:03] 而在于争论一个事情叫垂直模型
[00:53:03--00:53:05] 通用模型和垂直模型
[00:53:05--00:53:05] 对
[00:53:05--00:53:06] 就是二十三年
[00:53:06--00:53:07] 大家经常会聊的
[00:53:07--00:53:08] 对
[00:53:08--00:53:08] 每逢
[00:53:08--00:53:10] 去跟大家聊什么事情的时候
[00:53:10--00:53:11] 参加什么会议
[00:53:11--00:53:12] 大家都会问的问题
[00:53:12--00:53:15] 但你到今天来看这个事情
[00:53:15--00:53:16] 就你会发现
[00:53:16--00:53:18] 当时聊了这个问题
[00:53:18--00:53:20] 它其实就是个伪命题
[00:53:20--00:53:22] 到今天来看
[00:53:22--00:53:26] 所有垂直模型根本就在市面上没有什么声音
[00:53:26--00:53:27] 不管是研究也好
[00:53:27--00:53:30] 还是产业应用也好
[00:53:30--00:53:32] 其实都没什么声音
[00:53:32--00:53:33] 它就证明那个时候
[00:53:33--00:53:35] 所谓垂直模型这个事情
[00:53:35--00:53:38] 它里边被人加了一些佐料
[00:53:38--00:53:38] 佐料
[00:53:38--00:53:39] 对
[00:53:39--00:53:40] 出现的东西
[00:53:40--00:53:42] 当时二十三年我印象很深的是几个事
[00:53:42--00:53:44] 就是老王发了一个英雄帖
[00:53:44--00:53:44] 然后
[00:53:44--00:53:48] 那个在投资圈和大模型圈里边还是非常有名的一件事情
[00:53:48--00:53:48] 对
[00:53:48--00:53:50] 然后包括王小川也入局了
[00:53:50--00:53:51] 小川
[00:53:51--00:53:51] 对
[00:53:51--00:53:53] 你当时看到这些就是非常成功的企业家
[00:53:53--00:53:54] 二十四创业
[00:53:54--00:53:57] 然后来抢你们本来已经深耕
[00:53:57--00:53:58] 就是做了好几年的这个事的时候
[00:53:58--00:54:00] 你当时在想什么
[00:54:00--00:54:02] 你会担心在商业上竞争不过他们吗
[00:54:02--00:54:04] 我倒没觉得这个事情
[00:54:04--00:54:04] 因为首先第一个
[00:54:04--00:54:05] 我们做了那么长时间
[00:54:05--00:54:07] 对这个事认知还是比较深的
[00:54:07--00:54:08] 虽然Tri-GPT火了
[00:54:08--00:54:12] 但其实我是觉得他要走的路还挺长
[00:54:12--00:54:13] 没那么快
[00:54:13--00:54:14] 没那么容易
[00:54:14--00:54:17] 其实我是欢迎像小川师兄
