[00:00:03--00:00:10] Hello 大家好,欢迎收听张小俊商业访谈录,我是小俊
[00:00:10--00:00:14] 这是一档由语言级世界工作室出品的深度访谈节目
[01:07:52--01:07:53] 而我们要做的
[01:07:53--01:07:54] 其实是那个手
[01:07:54--01:07:55] 所以Mentus
[01:07:55--01:07:56] 就是拉丁语的手的意思
[01:07:56--01:07:58] 说说你们在那段
[01:07:58--01:08:00] 闲散的无所事事的时间里
[01:08:00--01:08:01] 怎么产生Mentus这个idea
[01:08:01--01:08:03] 对 这个其实是一个
[01:08:03--01:08:04] 这是到十月对吧
[01:08:04--01:08:06] 对 其实是一个渐进的过程
[01:08:06--01:08:07] 然后我觉得又一次是
[01:08:07--01:08:09] 上天赏饭吃
[01:08:09--01:08:10] 就是当时大家就是
[01:08:10--01:08:12] 还在正常的运营Monica
[01:08:12--01:08:13] 同时也会做一些别的实验
[01:08:13--01:08:14] 但是当时我们会发现
[01:08:14--01:08:15] 那个阶段下
[01:08:15--01:08:17] 已经有一些AI产品
[01:08:17--01:08:17] 受欢迎
[01:08:17--01:08:18] 尤其是coding领域的
[01:08:18--01:08:20] 那时候像那个Cursor
[01:08:20--01:08:21] WindServe
[01:08:21--01:08:22] 包括后来的Devon
[01:08:22--01:08:23] 其实有很多用户
[01:08:23--01:08:24] 然后我们作为工程师
[01:08:24--01:08:25] 我们肯定会用嘛对吧
[01:08:25--01:08:26] 然后我们发现
[01:08:26--01:08:28] 其实公司里头
[01:08:28--01:08:28] 很多非工程师
[01:08:28--01:08:29] 都在用Cursor
[01:08:29--01:08:30] 这个就让我们很意外
[01:08:30--01:08:31] 因为Cursor
[01:08:31--01:08:32] 它的产品形态
[01:08:32--01:08:33] 仍然是一个IDE
[01:08:33--01:08:34] 就是集城式开发环境
[01:08:34--01:08:35] 就是写代码的人
[01:08:35--01:08:36] 才用的一个东西
[01:08:36--01:08:37] 让我们发现
[01:08:37--01:08:38] 比如公司的运营同事
[01:08:38--01:08:40] 他居然在用Cursor
[01:08:40--01:08:40] 去写博客
[01:08:40--01:08:42] 我们的数据分析同事
[01:08:42--01:08:43] 在用Cursor
[01:08:43--01:08:44] 进行数据分析和可视化
[01:08:47--01:08:51] 然后我们就会去
[01:08:51--01:08:52] 站在他们身后
[01:08:52--01:08:53] 去观察他们
[01:08:53--01:08:54] 你们到底在怎么用Cursor
[01:08:54--01:08:55] 很好玩
[01:08:55--01:08:57] 就是因为左边都是代码
[01:08:57--01:08:57] 右边是他的
[01:08:57--01:08:59] 跟AI聊天的窗口
[01:08:59--01:09:00] 很多这些同事
[01:09:00--01:09:01] 他们也不会写代码
[01:09:01--01:09:03] 他们根本不看左边的东西
[01:09:03--01:09:03] 他们就是在
[01:09:03--01:09:05] 不断地跟AI去交流
[01:09:05--01:09:06] 让他去把一个事情完成
[01:09:06--01:09:08] AI通过编程的方式
[01:09:08--01:09:09] 以编程或者代码为媒介
[01:09:09--01:09:11] 去完成一些非编码任务
[01:09:11--01:09:12] 我们觉得这个
[01:09:12--01:09:13] 其实是非常重要的一点
[01:09:13--01:09:15] 就是让我们意识到
[01:09:15--01:09:16] 其实编程不是一个垂直能力
[01:09:16--01:09:17] 编程其实是
[01:09:17--01:09:18] 其实是一个通用能力
[01:09:18--01:09:21] 它是解决通用任务的一个媒介
[01:09:21--01:09:23] 这时候我们要想的就是
[01:09:23--01:09:23] Cursor这个形态
[01:09:23--01:09:24] 其实对他们来说
[01:09:24--01:09:25] 不是最优的
[01:09:25--01:09:26] 有几点
[01:09:26--01:09:27] 一个是我们刚才做
[01:09:27--01:09:28] 浏览器这个尝试的时候
[01:09:28--01:09:29] 学到的就是说
[01:09:29--01:09:31] 它不应该跑在你的电脑上
[01:09:31--01:09:33] 要不然它不能解放你的
[01:09:33--01:09:34] 在长程任务中的注意力问题
[01:09:34--01:09:35] 对吧
[01:09:35--01:09:36] 其实老说attention is all you need
[01:09:36--01:09:38] 我们希望解脱用户的attention
[01:09:38--01:09:39] 让模型能在
[01:09:39--01:09:40] 对不起
[01:09:40--01:09:41] 让agent在云端去进行
[01:09:41--01:09:42] 去一步地去执行
[01:09:42--01:09:43] 有一步之后
[01:09:43--01:09:44] 其实你能还带来
[01:09:44--01:09:45] 另外一件事就是并发
[01:09:45--01:09:46] 就是如果你能让
[01:09:46--01:09:47] 很多不同的任务
[01:09:47--01:09:48] 在同时去跑的话
[01:09:48--01:09:50] 这才是真正的成倍
[01:09:50--01:09:50] 提升你的效率
[01:09:50--01:09:51] 所以这是第一点
[01:09:51--01:09:53] 我们认为Cursor这种产品
[01:09:53--01:09:54] 它应该换一种产品形态
[01:09:54--01:09:55] 跑在云上
[01:09:55--01:09:56] 第二点就是
[01:09:56--01:09:57] 代码这件事
[01:09:57--01:09:58] 应该作为一个工具
[01:09:58--01:09:59] 而不是它一个主要的呈现
[01:09:59--01:10:00] 因为对于很多人来说
[01:10:00--01:10:01] 看见代码是有一点
[01:10:01--01:10:02] 天然的紧张感的
[01:10:02--01:10:03] 对吧
[01:10:03--01:10:04] 尤其它跑在你的电脑上
[01:10:04--01:10:05] Cursor会经常问你一些权限
[01:10:05--01:10:06] 就是说
[01:10:06--01:10:07] 我觉得我想安装这个软件
[01:10:07--01:10:08] 我能不能把你
[01:10:08--01:10:09] 把这个文件删掉
[01:10:09--01:10:11] 其实这个对于很多用户来说
[01:10:11--01:10:13] 你看不懂技术名词之后
[01:10:13--01:10:14] 你唯一的选择就是
[01:10:14--01:10:15] 好 接受 接受 接受
[01:10:15--01:10:16] 但这个很恐怖
[01:10:16--01:10:17] 我们有一个朋友
[01:10:17--01:10:18] 他当时就用Cursor
[01:10:18--01:10:19] 他也不懂技术
[01:10:19--01:10:19] 就瞎用
[01:10:19--01:10:20] 结果Cursor
[01:10:20--01:10:21] 把他的网卡驱动给卸了
[01:10:21--01:10:23] 到时候电脑上不了网
[01:10:23--01:10:23] 对
[01:10:23--01:10:24] 所以我们觉得
[01:10:24--01:10:25] 不行
[01:10:25--01:10:26] 应该就是用同样的技术
[01:10:26--01:10:27] 但把技术复杂度包装起来
[01:10:27--01:10:29] 然后第三点就是
[01:10:29--01:10:30] 这个产品面向的人是谁
[01:10:30--01:10:32] 其实不应该是专业的工程师
[01:10:32--01:10:34] 专业工程师的
[01:10:34--01:10:35] 这个领域的卷度
[01:10:35--01:10:36] 已经几乎饱和
[01:10:36--01:10:37] 它是一个绝对的主航道
[01:10:37--01:10:39] 所以我们应该面向的用户
[01:10:39--01:10:41] 按我们的话说叫Prosumer
[01:10:41--01:10:42] 或者说
[01:10:42--01:10:43] 所有的脑力工作者
[01:10:43--01:10:44] 但你却不是程序员
[01:10:44--01:10:46] 因此我们就觉得
[01:10:46--01:10:47] 应该改变一种产品形态
[01:10:47--01:10:48] 然后很幸运的是
[01:10:48--01:10:49] 当时在浏览器中
[01:10:49--01:10:50] 已经做了很多的技术积累
[01:10:50--01:10:52] 比如说我们对Chromium内核
[01:10:52--01:10:52] 非常了解
[01:10:52--01:10:53] 然后我们自己也做了
[01:10:53--01:10:55] 整套Agent Tech的调度系统
[01:10:55--01:10:56] 那好 对我们来说
[01:10:56--01:10:57] 好像这个事也没有那么难
[01:10:57--01:10:59] 我们要做的就是
[01:10:59--01:11:00] 把整体AI浏览器这个东西
[01:11:00--01:11:02] 搬到云上
[01:11:02--01:11:03] 所以我们当时内部立了一个项
[01:11:03--01:11:04] 然后也是我瞎拍脑袋
[01:11:04--01:11:05] 起了一个项目代码
[01:11:05--01:11:06] 叫Airbnb
[01:11:06--01:11:07] 是什么意思呢
[01:11:07--01:11:09] 叫Browser in Browser in the Air
[01:11:09--01:11:12] 就是浏览器里面运行的浏览器
[01:11:12--01:11:13] 且跑在云上
[01:11:13--01:11:15] 对 所以就是也比较幸运
[01:11:15--01:11:16] 就是我们并没有浪费太多
[01:11:16--01:11:18] 当时做浏览器期间的技术积累
[01:11:18--01:11:20] 所以当时从10月
[01:11:20--01:11:21] 9月底10月开始正式搞
[01:11:21--01:11:22] 其实也就6个月
[01:11:22--01:11:23] 就把Manus做出来
[01:11:23--01:11:24] 而且对
[01:11:24--01:11:26] 实际上Manus不是3月做完
[01:11:26--01:11:27] Manus其实1月就做完了
[01:11:27--01:11:29] 从几月开始搞
[01:11:29--01:11:31] 我们从9月底开始开始搞
[01:11:31--01:11:33] 然后其实到25年的
[01:11:33--01:11:33] 1月
[01:11:33--01:11:35] 1月中其实Manus基本已经做完了
[01:11:35--01:11:36] 但当时我是决定说
[01:11:36--01:11:37] 我们不该马上就发
[01:11:37--01:11:38] 为什么呀
[01:11:38--01:11:39] 因为是这样
[01:11:39--01:11:41] 就是当时我们能拿到最好的模型
[01:11:41--01:11:43] 是Cloud 3.5 Sonic V2
[01:11:43--01:11:45] 就是Cloud 3.5的第二次迭代
[01:11:45--01:11:47] 它初步具备了一些agentic能力
[01:11:47--01:11:49] 但是它其实会有一些问题
[01:11:49--01:11:50] 比如说
[01:11:50--01:11:51] 但是可能从技术角度来讲吧
[01:11:51--01:11:53] 就是说它缺乏一个真正这个
[01:11:53--01:11:54] 这个reasoning能力
[01:11:54--01:11:55] 然后另外一点就是
[01:11:55--01:11:57] 我当时已经听到了一些rumor
[01:11:57--01:11:59] 就是他们应该在两个月后
[01:11:59--01:12:00] 会有一次模型发布
[01:12:00--01:12:01] 当然我也不知道
[01:12:01--01:12:03] 最后Cloud 3.7会有多好
[01:12:03--01:12:03] 但是我认为
[01:12:03--01:12:04] 但是我觉得
[01:12:04--01:12:06] 我们最好能把我们发布的时间点
[01:12:06--01:12:07] 跟下一次模型迭代对齐
[01:12:07--01:12:08] 这样的话
[01:12:08--01:12:09] 其实我们的产品发布的一瞬间
[01:12:09--01:12:11] 其实能享受到最大的一个
[01:12:11--01:12:12] 代际的提升
[01:12:12--01:12:13] 模型的溢出
[01:12:13--01:12:13] 模型的溢出
[01:12:13--01:12:14] 对
[01:12:14--01:12:15] 所以就是我们应该在
[01:12:15--01:12:17] 多花一个半月的时间去polish
[01:12:17--01:12:18] 去打磨这款产品
[01:12:18--01:12:20] 然后跟下一次模型的迭代对齐
[01:12:20--01:12:21] 在一起发布
[01:12:21--01:12:23] 那你们从放起浏览器那个项目
[01:12:23--01:12:25] 到享受Manus的idea
[01:12:25--01:12:25] 中间很短的时间
[01:12:25--01:12:28] 其实你可以说短也不短
[01:12:28--01:12:29] 我觉得当时真正一场
[01:12:29--01:12:31] 可以堪称无所事事的时间
[01:12:31--01:12:31] 有两周半
[01:12:31--01:12:33] 这么短的很短
[01:12:33--01:12:34] 是啊是啊
[01:12:34--01:12:36] 其实那段时间不能无所事事
[01:12:36--01:12:37] 就我们都很积极的
[01:12:37--01:12:37] 做很多不同的实验
[01:12:37--01:12:39] 那你有焦虑吗
[01:12:39--01:12:40] 我不焦虑
[01:12:40--01:12:41] 一点不焦虑
[01:12:41--01:12:42] 这就为什么我们说
[01:12:42--01:12:44] 有一款正向现金流的产品很重要
[01:12:44--01:12:45] 当时我们想法就是
[01:12:45--01:12:46] 大家想想吧
[01:12:46--01:12:48] 虽然可能烧了一些钱
[01:12:48--01:12:49] 烧了多少钱做那个浏览器
[01:12:49--01:12:51] 浏览器其实还好
[01:12:51--01:12:52] 因为我们当时投入的人力
[01:12:52--01:12:54] 可能也就十几个人
[01:12:54--01:12:55] 然后除了人力以外
[01:12:55--01:12:57] 其实没有太多别的成本
[01:12:57--01:12:59] Monica当时能给你赚多少钱
[01:12:59--01:13:02] Monica其实在Manus上线之后
[01:13:02--01:13:03] 我们的投入可能少了
[01:13:03--01:13:03] 但是现在
[01:13:03--01:13:04] 可能又抓起来了
[01:13:04--01:13:06] 但当时Monica已经有接近
[01:13:06--01:13:07] 12个million
[01:13:07--01:13:09] 就1200万美金的AR
[01:13:09--01:13:12] 而且它是一个盈利的产品
[01:13:12--01:13:14] 但现在跟Manus相比
[01:13:14--01:13:15] 1200万美金AR不算什么
[01:13:15--01:13:17] 但是那个时候
[01:13:17--01:13:17] 做一款AR产品来说
[01:13:17--01:13:19] 我觉得是很棒的一个成绩
[01:13:19--01:13:21] 这是外部AR吗
[01:13:21--01:13:22] 当然不是外部AR
[01:13:22--01:13:23] 我们非常看重这点
[01:13:23--01:13:24] 就是我们一直在强调
[01:13:24--01:13:25] 什么是AR
[01:13:25--01:13:27] AR是MRR乘以12
[01:13:27--01:13:28] MRR是什么东西
[01:13:28--01:13:30] 你不能把你一个月内
[01:13:30--01:13:31] 获得的年付
[01:13:31--01:13:32] 算在当月之内
[01:13:32--01:13:33] 你必须得
[01:13:33--01:13:34] 除到每一个月
[01:13:34--01:13:36] 然后所以我们内部看AR或者MR
[01:13:36--01:13:37] 我们就一个口径
[01:13:37--01:13:39] 就是你看你stripe上面
[01:13:39--01:13:40] 给你的MR数据
[01:13:40--01:13:43] 以及你移动端的MR数据
[01:13:43--01:13:43] 要不然的话
[01:13:43--01:13:44] 你有太多种方法
[01:13:44--01:13:46] 去把这个MR这个数字造得很大
[01:13:46--01:13:48] 但这个就是你自己骗自己
[01:13:48--01:13:49] 然后现在刚才我说
[01:13:49--01:13:50] 这也是一种benchmark
[01:13:50--01:13:51] 对吧
[01:13:51--01:13:52] 就是对于产品来说
[01:13:52--01:13:53] 这可能是你要优化的一个指标
[01:13:53--01:13:55] 对于模型来说
[01:13:55--01:13:56] 你要选一些benchmark
[01:13:56--01:13:56] 作为你优化的方向
[01:13:56--01:13:58] 这两个都会共同决定你的taste
[01:13:58--01:14:00] 所以我觉得这个是非常重要的
[01:14:00--01:14:02] 我们非常以至外部AR这个事
[01:14:02--01:14:03] Mainness有多少
[01:14:03--01:14:03] 现在
[01:14:03--01:14:04] 现在1亿
[01:14:04--01:14:05] 已经超过了
[01:14:05--01:14:06] 1亿美金
[01:14:06--01:14:07] 然后是这样
[01:14:07--01:14:08] 就是我们之前的话
[01:14:08--01:14:11] 还有一种比较复合的收费模式
[01:14:11--01:14:12] 就是说你除了订阅以外
[01:14:12--01:14:13] 你还会有top-up
[01:14:13--01:14:15] 就是你可以额外的去增加一些单次的充值
[01:14:15--01:14:16] 但是我们觉得这样的话
[01:14:16--01:14:18] 其实给用户确实有很大的灵活度
[01:14:18--01:14:20] 但其实也给用户造成了很多困扰
[01:14:20--01:14:22] 所以我们现在不断去简化
[01:14:22--01:14:23] 这些定价这个方案
[01:14:23--01:14:24] 所以目前的话
[01:14:24--01:14:24] 我们基本就是
[01:14:24--01:14:25] 你可以很简单的理解为
[01:14:25--01:14:27] 你有一个免费的方案
[01:14:27--01:14:29] 以及一个你可以自由选择
[01:14:29--01:14:30] 订阅金额的一个方案
[01:14:30--01:14:31] 默认是40美金一个月
[01:14:31--01:14:33] 你从3月到9月加入这家公司以后
[01:14:33--01:14:36] 这半年你对它的感受有什么变化吗
[01:14:36--01:14:37] 我觉得有一些变化吧
[01:14:37--01:14:38] 首先就是
[01:14:38--01:14:41] 它跟我之前所在的创业模式特别不一样
[01:14:41--01:14:43] 就之前的可能一种非常
[01:14:43--01:14:44] 比较非常的
[01:14:44--01:14:45] 就是较为慢节奏
[01:14:45--01:14:46] 且谨慎的一个状态
[01:14:46--01:14:48] 因为一旦你要做一些技术层面的
[01:14:48--01:14:51] 技术层面的决定或者堵住的话
[01:14:51--01:14:53] 你会比较慎重
[01:14:53--01:14:56] 但是如果你是家完全以产品驱动的话
[01:14:56--01:14:57] 你会发现整体的节奏会快特别多
[01:14:57--01:14:58] 甚至一开始说实话
[01:14:58--01:15:00] 我是有些不适应的
[01:15:00--01:15:00] 就是我会觉得
[01:15:00--01:15:01] 好多事为什么这么的
[01:15:01--01:15:02] 草率
[01:15:02--01:15:03] 为什么产品会更快
[01:15:03--01:15:04] 产品一定更快
[01:15:04--01:15:05] 因为产品的话
[01:15:05--01:15:08] 你的别代的成本首先会更低一点
[01:15:08--01:15:09] 因为刚才讲
[01:15:09--01:15:11] 首先你没有垂直整合模型这个问题
[01:15:11--01:15:12] 第二点就是
[01:15:12--01:15:13] 你如果一切都已敏捷开发的话
[01:15:13--01:15:15] 甚至很多时候你可以说
[01:15:15--01:15:15] 我先发了
[01:15:15--01:15:16] 再看看有没有什么问题
[01:15:16--01:15:17] 我再修
[01:15:17--01:15:18] 但是你知道
[01:15:18--01:15:19] 如果你自己训过模型
[01:15:19--01:15:21] 你知道在进行数据清洗的时候
[01:15:21--01:15:23] 那个代码你最好别让AI写
[01:15:23--01:15:25] 因为你洗好那个数据
[01:15:25--01:15:26] 你按下回车之后
[01:15:26--01:15:28] 你可能会有一个几十万美金的training run
[01:15:28--01:15:29] 你的心理压力程度是不一样的
[01:15:29--01:15:31] 就是经常你要做技术或者模型
[01:15:31--01:15:32] 层面的工作的时候
[01:15:32--01:15:34] 你很多做的事情是有后效性的
[01:15:34--01:15:35] 就是你做了这件事
[01:15:35--01:15:38] 你做完之后很难被轻易地纠正
[01:15:38--01:15:40] 或者说它就会在历史长河中
[01:15:40--01:15:41] 留下一些问题
[01:15:41--01:15:42] 但产品的话
[01:15:42--01:15:43] 你的掉头会非常快
[01:15:43--01:15:44] 所以我觉得
[01:15:44--01:15:46] 就是这个团队很好地
[01:15:46--01:15:46] 践行了这一点
[01:15:46--01:15:47] 然后我可能花了一两个月时间
[01:15:47--01:15:48] 才逐渐适应
[01:15:48--01:15:51] 很多研究员或者技术风格的人
[01:15:51--01:15:52] 不喜欢这种方式
[01:15:52--01:15:54] 他就会觉得他的技术文化比较差
[01:15:54--01:15:55] 他觉得太快了
[01:15:55--01:15:57] 他觉得没有真正的技术bat
[01:15:57--01:15:59] 对你来说没有这种问题吗
[01:15:59--01:15:59] 我觉得是这样
[01:15:59--01:16:01] 就是技术bat这个东西
[01:16:01--01:16:01] 是提升了
[01:16:01--01:16:02] 听起来非常好的一件事
[01:16:02--01:16:04] 如果你是一家硬科技公司
[01:16:04--01:16:05] 你该做这个bat
[01:16:05--01:16:07] 因为这可能是你最终的差异化所在
[01:16:07--01:16:10] 但首先如果你是一家产品公司
[01:16:10--01:16:12] 那么你就不该有bat这个概念
[01:16:12--01:16:14] 或者说你会进行一些
[01:16:14--01:16:15] 轻量级的可逆的bat
[01:16:15--01:16:16] 大家不是经常说什么
[01:16:16--01:16:18] 双向门决策单向门决策吗
[01:16:18--01:16:20] 如果你作为一家产品公司
[01:16:20--01:16:21] 你还在天天想着
[01:16:21--01:16:22] 你要不要bat什么东西
[01:16:22--01:16:24] 那我觉得你们是处于一个
[01:16:24--01:16:25] 比较拧巴的一个状态
[01:16:25--01:16:27] 这个还是要调整一下
[01:16:27--01:16:27] 所以你们没有bat
[01:16:27--01:16:29] 其实这么说吧
[01:16:29--01:16:30] 就是我们所有的bat
[01:16:30--01:16:31] 都不会有那么重的bat
[01:16:31--01:16:32] 没有技术bat
[01:16:32--01:16:33] 技术bat也有
[01:16:33--01:16:34] 但是所有的技术bat
[01:16:34--01:16:35] 都不会是那种
[01:16:35--01:16:36] 比如说我需要两个月的时间
[01:16:36--01:16:38] 去看到下一个预训链
[01:16:38--01:16:38] 拆point之后
[01:16:38--01:16:39] 我再决定怎么样
[01:16:39--01:16:40] 就是叫什么
[01:16:40--01:16:42] 这个黄国兴摔在此一役
[01:16:42--01:16:43] 这种事不会有
[01:16:43--01:16:45] 像比如说一些模型公司的话
