[00:00:04--00:00:06] 我觉得给通用Editor换个描述方式
[01:00:13--01:00:14] 今天大家看
[01:00:14--01:00:15] 仍然是非常强的
[01:00:15--01:00:17] 然后体验起来是完全不一样的
[01:00:17--01:00:18] 背后基础是什么
[01:00:18--01:00:20] 就是大型软件的能力
[01:00:20--01:00:22] 然后我们后边很多能力
[01:00:22--01:00:23] 其实还是很扎实的
[01:00:23--01:00:24] 比如举一个例子
[01:00:24--01:00:25] 就为什么今天大家做端到端
[01:00:25--01:00:27] 和vmware很难
[01:00:27--01:00:28] 是因为
[01:00:28--01:00:30] 这个Oren的芯片
[01:00:30--01:00:31] 并不支持直接
[01:00:31--01:00:32] 然后跑
[01:00:32--01:00:33] 然后语言模型
[01:00:33--01:00:35] 所以我们是自己的编译团队
[01:00:35--01:00:37] 所以我们特别理解DeepSeek
[01:00:37--01:00:38] 一看就看明白了
[01:00:38--01:00:39] 对
[01:00:39--01:00:40] 比如他做FP8的优化
[01:00:40--01:00:41] 然后能够跑
[01:00:41--01:00:42] 他的整个训练的一个架构
[01:00:42--01:00:43] 我们做相同的事情
[01:00:43--01:00:45] 我们直接写了Oren X的底层
[01:00:45--01:00:46] 因为英伟达没时间
[01:00:46--01:00:47] 我们自己写的底层
[01:00:47--01:00:49] 让他用印字4的方式
[01:00:49--01:00:50] 来跑
[01:00:50--01:00:51] 然后VLM
[01:00:51--01:00:52] 这跟谁做FP8的训练
[01:00:52--01:00:53] 其实一个道理
[01:00:53--01:00:54] 好 今天的话
[01:00:54--01:00:56] 然后我们为什么能做到
[01:00:56--01:00:57] 双Oren X
[01:00:57--01:00:59] 然后跟索尔优都能跑VLA
[01:00:59--01:01:00] 这我觉得可能对很多团队
[01:01:00--01:01:01] 是个非常大的挑战
[01:01:01--01:01:02] 为什么呢
[01:01:02--01:01:04] 因为我们自己有非常强的能力
[01:01:04--01:01:05] 我们有编译团队
[01:01:05--01:01:07] 然后我们有芯片的能力
[01:01:07--01:01:08] 然后我们有板子设计能力
[01:01:08--01:01:09] 有操作性的能力
[01:01:09--01:01:12] 所以我们是能够把两个Oren X
[01:01:12--01:01:13] 同样可以跑
[01:01:13--01:01:14] 然后同等规模的
[01:01:14--01:01:15] 然后VLA的模型
[01:01:15--01:01:16] 我们这方面的技术
[01:01:16--01:01:18] 都是非常之扎实的
[01:01:18--01:01:20] 因为我自己还是认为
[01:01:20--01:01:21] 你规模小的是无所谓
[01:01:21--01:01:22] 你规模大的时候
[01:01:22--01:01:23] 基本功和能力
[01:01:23--01:01:25] 永远是无法逾越的
[01:01:25--01:01:26] 这是哪一年顿悟的
[01:01:26--01:01:28] 我很早就顿悟了
[01:01:28--01:01:29] 然后做汽车家的时候
[01:01:29--01:01:31] 就是基本功极为扎实
[01:01:31--01:01:32] 然后做理想汽车的时候
[01:01:32--01:01:34] 主要我们做什么事情
[01:01:34--01:01:35] 基本功都做得非常的扎实
[01:01:35--01:01:38] 因为你说做人类的最佳实践
[01:01:38--01:01:39] 往往是反人性的
[01:01:39--01:01:40] 你做过最反人性的事情
[01:01:40--01:01:42] 是什么呢
[01:01:42--01:01:45] 为了追求最佳实践而反人性
[01:01:45--01:01:46] 我觉得我们做的最大的
[01:01:46--01:01:47] 反人性的东西
[01:01:47--01:01:48] 就是我们在每次看到
[01:01:48--01:01:49] 遇到问题的时候
[01:01:49--01:01:52] 都愿意做巨大的变化
[01:01:52--01:01:56] 然后这个变化包含能力的变化
[01:01:56--01:01:57] 然后业务的变化
[01:01:57--01:01:58] 和组织的变化
[01:01:58--01:02:00] 我觉得这个其实是
[01:02:00--01:02:02] 我创业一路走来
[01:02:02--01:02:05] 我认为做的最坚决的事情
[01:02:05--01:02:06] 所以什么样的counter case
[01:02:06--01:02:08] 是可能端到端加VLM
[01:02:08--01:02:09] 就是聚能架构
[01:02:09--01:02:11] 解决而VLA是可以解决的
[01:02:11--01:02:13] 给大家举个例子
[01:02:13--01:02:14] 我过去的时候
[01:02:14--01:02:17] 端到端有两个麻烦的问题
[01:02:17--01:02:18] 然后第一个问题是
[01:02:18--01:02:19] 他对复杂的东西理解
[01:02:19--01:02:21] 比如这有一个复杂的修路
[01:02:21--01:02:22] 对
[01:02:22--01:02:23] 然后如果是规则算法
[01:02:23--01:02:25] 可能又会撞上了
[01:02:25--01:02:26] 然后如果是端到端
[01:02:26--01:02:27] 可能能停下来
[01:02:27--01:02:28] 但他不知道该怎么干了
[01:02:28--01:02:29] 然后如果是VLA
[01:02:29--01:02:30] 就轻松其实就能解决了
[01:02:30--01:02:31] 而且这些
[01:02:31--01:02:32] 我不需要有真实的场景
[01:02:32--01:02:34] 甚至我可以直接生成数据
[01:02:34--01:02:35] 来进行训练
[01:02:35--01:02:36] 对吧
[01:02:36--01:02:38] 然后因为他能够有理解能力了
[01:02:38--01:02:39] 他并不是只是看到东西
[01:02:39--01:02:40] 就看到一个景象
[01:02:40--01:02:41] 就做出一个结果
[01:02:41--01:02:42] 然后如果觉得规则算法
[01:02:42--01:02:44] 其实往往可能就会出现
[01:02:44--01:02:45] 然后遇到一个复杂的
[01:02:45--01:02:46] 没见过的或者规则之外的
[01:02:46--01:02:47] 才会出现事故
[01:02:47--01:02:48] 如果是端到端
[01:02:48--01:02:49] 他可能能停下来
[01:02:49--01:02:50] 但他不知道该怎么办了
[01:02:50--01:02:52] 因为我们经常遇到修路状况
[01:02:52--01:02:53] 他在那不知道
[01:02:53--01:02:54] 犹犹豫豫不知道该怎么办
[01:02:54--01:02:55] 对吧
[01:02:55--01:02:56] 然后但是如果VLA
[01:02:56--01:02:58] 他其实就能够有效的去处理了
[01:02:58--01:03:00] 而且不需要通过海量的数据训练
[01:03:00--01:03:01] 哪怕最开始这个场景
[01:03:01--01:03:02] 没有办法处理
[01:03:02--01:03:03] 但我保证三天之内
[01:03:03--01:03:05] 相关的任何场景都能处理
[01:03:05--01:03:06] 因为我可以拿这个东西
[01:03:06--01:03:07] 来生成数据来进行训练
[01:03:07--01:03:08] 我觉得这是一方面
[01:03:08--01:03:09] 然后另外一方面
[01:03:09--01:03:10] 其实还有很难的一点
[01:03:10--01:03:11] 是跟人沟通
[01:03:11--01:03:13] 那今天端到端怎么做
[01:03:13--01:03:14] 就跟猴子一样
[01:03:14--01:03:15] 你影响不了他
[01:03:15--01:03:17] 比如说我们会经常遇到
[01:03:17--01:03:18] 一个什么样的状况
[01:03:18--01:03:20] 就是在一条路上三条道
[01:03:20--01:03:22] 然后最右侧的车道是公交车道
[01:03:22--01:03:23] 然后又是现行
[01:03:23--01:03:24] 但是公交车道
[01:03:24--01:03:25] 长久没有维护了
[01:03:25--01:03:27] 那个印刷已经不清楚了
[01:03:27--01:03:28] 对吧
[01:03:28--01:03:29] 所以他就会在那跑
[01:03:29--01:03:30] 你虽然跟他
[01:03:30--01:03:31] 你可以通过
[01:03:31--01:03:32] 然后一个调整
[01:03:32--01:03:33] 说然后回到中间车道
[01:03:33--01:03:34] 但他过一阵
[01:03:34--01:03:35] 又跑到那条车道去了
[01:03:35--01:03:36] 但是呢
[01:03:36--01:03:37] 然后如果是人类
[01:03:37--01:03:38] 有了agent以后
[01:03:38--01:03:39] 然后能够跟
[01:03:39--01:03:40] 因为有了VLA
[01:03:40--01:03:42] 才有agent能跟VLA沟通
[01:03:42--01:03:43] 对吧
[01:03:43--01:03:45] 那所以我可以跟一个agent讲说
[01:03:45--01:03:46] 接下来这条道路
[01:03:46--01:03:47] 又一直在中间行驶
[01:03:47--01:03:49] 直到他在导航的时候
[01:03:49--01:03:50] 走到下一个
[01:03:50--01:03:52] 包含如果跟导航错失了以后
[01:03:52--01:03:53] 端到端就不知道该怎么办了
[01:03:53--01:03:56] 但是VLA在小区里可以漫游
[01:03:56--01:03:58] 然后在一个开放空间里
[01:03:58--01:03:59] 他可以先处理完以后
[01:03:59--01:04:02] 最后再跟导航调整以后的进行会合
[01:04:02--01:04:03] 他跟人类是完全一样的了
[01:04:03--01:04:04] 对吧
[01:04:04--01:04:05] 只是今天可能
[01:04:05--01:04:06] 他作为一个人类
[01:04:06--01:04:07] 他能力还没那么强
[01:04:07--01:04:08] 作为一个人类能力
[01:04:08--01:04:09] 还有一个成长的一个过程
[01:04:09--01:04:10] 比如他今天像一个
[01:04:10--01:04:12] 刚从教校学完的新手司机
[01:04:12--01:04:13] 有可能是这么一个状况
[01:04:13--01:04:15] 今年都会是这个状态吗
[01:04:15--01:04:17] 我觉得还是看整个训练的
[01:04:17--01:04:19] 这个整个的一个进度了
[01:04:19--01:04:20] 对
[01:04:20--01:04:21] 但他放话能力是
[01:04:21--01:04:22] 完全不在一个量级上了
[01:04:22--01:04:23] 嗯
[01:04:23--01:04:24] 你有试驾过
[01:04:24--01:04:26] 就是上了VLA的车吗
[01:04:26--01:04:27] 体验怎么样
[01:04:27--01:04:29] 有经历过什么啊哈mom
[01:04:29--01:04:30] 嗯
[01:04:30--01:04:32] 我觉得挺难有什么啊哈mom
[01:04:32--01:04:34] 因为你已经理解他的原理了
[01:04:34--01:04:36] 其实他就变得跟人很像了
[01:04:36--01:04:37] 就真的像人了
[01:04:37--01:04:38] 他变得更像人
[01:04:38--01:04:39] 其实没什么惊奇的
[01:04:39--01:04:40] 其实相反一个动物
[01:04:40--01:04:41] 就是一个动物
[01:04:41--01:04:42] 忽然会的一些东西
[01:04:42--01:04:43] 你觉得挺惊讶
[01:04:43--01:04:44] 但一个人做好东西
[01:04:44--01:04:45] 你认为其实是正常的
[01:04:45--01:04:48] 为什么之前没有人做好VLA啊
[01:04:48--01:04:49] 你觉得VLA做好
[01:04:49--01:04:51] 需要哪些条件呢
[01:04:51--01:04:52] 我觉得前提第一
[01:04:52--01:04:54] 你要有非常好的语言模型
[01:04:54--01:04:55] 你觉得我们开始
[01:04:55--01:04:56] 继续ManagerDB
[01:04:56--01:04:57] 后边就继续DeepSeek了
[01:04:57--01:04:58] 因为DeepSeek的语言能力
[01:04:58--01:04:59] 比ManagerDB更强啊
[01:04:59--01:05:00] 所以DeepSeek在这个
[01:05:00--01:05:02] 就是在L上帮助了你们
[01:05:02--01:05:03] 帮助很大
[01:05:03--01:05:04] 让你们可以缩短9个月
[01:05:04--01:05:05] 对 缩短9个月的时间
[01:05:05--01:05:07] 我们非常感谢DeepSeek
[01:05:07--01:05:08] 大家可以帮我们缩短9个月
[01:05:08--01:05:09] 这9个月对我们实际上
[01:05:09--01:05:10] 是非常宝贵的
[01:05:10--01:05:12] 这另外一方面
[01:05:12--01:05:14] 其实然后一家企业
[01:05:14--01:05:15] 如果你过去没有做过
[01:05:15--01:05:16] 然后继续模型
[01:05:16--01:05:18] 然后你的预训练
[01:05:18--01:05:19] 你的后训练
[01:05:19--01:05:21] 你的强化体系怎么构建
[01:05:21--01:05:23] 然后以及你背后的这些算力
[01:05:23--01:05:24] 怎么来调用
[01:05:24--01:05:25] 对吧
[01:05:25--01:05:27] 然后你的整个的世界模型
[01:05:27--01:05:29] 仿真系统怎么来使用
[01:05:29--01:05:30] 我觉得都是非常大的挑战的
[01:05:30--01:05:32] 比如我们今天已经做到什么
[01:05:32--01:05:33] 我们已经做到了
[01:05:33--01:05:35] 每1万公里的验证成本
[01:05:35--01:05:36] 从最开始18万
[01:05:36--01:05:38] 已经降到4000块钱
[01:05:38--01:05:39] 这4000块钱
[01:05:39--01:05:40] 完全来自于算力了
[01:05:40--01:05:42] 对 但是整个的效果
[01:05:42--01:05:44] 比原来在物理世界里边
[01:05:44--01:05:45] 去做仿真 去做验证
[01:05:45--01:05:47] 要强得多得多
[01:05:47--01:05:48] 因为很多时候
[01:05:48--01:05:50] 我遇到了一个状况的话
[01:05:50--01:05:52] 其实它既有不同的车
[01:05:52--01:05:53] 还有其他交通参与物
[01:05:53--01:05:55] 还有一个特殊的路况
[01:05:55--01:05:56] 但是到真实的路上
[01:05:56--01:05:57] 你把这三个凑在一起
[01:05:57--01:05:59] 难度是非常大的
[01:05:59--01:06:00] 但是我们的世界模型
[01:06:00--01:06:01] 把这问题其实都解决了
[01:06:01--01:06:02] VLA是哪
[01:06:02--01:06:03] 还有包括VLA
[01:06:03--01:06:04] 它哪个数据
[01:06:04--01:06:06] 获取难度是最大的
[01:06:06--01:06:08] Vision和Action
[01:06:08--01:06:09] Vision和Action的数据
[01:06:09--01:06:10] 因为车
[01:06:10--01:06:11] 我们装满传感器
[01:06:11--01:06:13] 是可以收集物理世界数据的
[01:06:13--01:06:15] 对吧 还有人在车上开车
[01:06:15--01:06:17] 是我们可以收集到Action的数据的
[01:06:17--01:06:19] 这两个其实是最难的
[01:06:19--01:06:21] 而且也没有任何公司可以替代
[01:06:21--01:06:23] 其他的车企不行吗
[01:06:23--01:06:25] 其他车企也可以
[01:06:25--01:06:26] 但是我觉得其他车企
[01:06:26--01:06:27] 你有没有建立
[01:06:27--01:06:28] 然后你的整个的
[01:06:28--01:06:31] 过去机座模型的预训练的能力
[01:06:31--01:06:33] 你的后训练的能力
[01:06:33--01:06:35] 以及你后面的强化的能力
[01:06:35--01:06:36] 然后因为强化
[01:06:36--01:06:38] 还需要世界模型的能力
[01:06:38--01:06:39] 对吧
[01:06:39--01:06:40] 我觉得这是不一样的
[01:06:40--01:06:41] 包括我刚才讲的
[01:06:41--01:06:45] 其实本身我们怎么去解决很多的问题
[01:06:45--01:06:47] 比如说我讲一个问题
[01:06:47--01:06:48] 第一个
[01:06:48--01:06:49] 其实我提升能力
[01:06:49--01:06:50] 刚才讲清楚了
[01:06:50--01:06:51] 第二个是说
[01:06:51--01:06:53] 我如何向人类安全对齐
[01:06:53--01:06:54] 对吧
[01:06:54--01:06:55] 我如果他像一个职业司机一样的
[01:06:55--01:06:56] 足够的安全
[01:06:56--01:06:57] 足够的舒适
[01:06:57--01:06:58] 所以我们本身
[01:06:58--01:07:00] 能够要建立强化学习的体系
[01:07:00--01:07:02] 我们的RHF是很重要的
[01:07:02--01:07:03] 我们这个其实
[01:07:03--01:07:04] 有一个很
[01:07:04--01:07:05] 已经一个成规模的团队了
[01:07:05--01:07:06] 因为很多时候
[01:07:06--01:07:07] 一家公司如果模型能力不强的时候
[01:07:07--01:07:09] 根本不知道怎么去做对齐
[01:07:09--01:07:10] 是因为你模型能力强的时候
[01:07:10--01:07:11] 你才发现对齐的重要性
[01:07:11--01:07:13] 你才知道伊利亚原来想的那么远
[01:07:13--01:07:14] 怎么说
[01:07:14--01:07:16] 因为模型能力越强
[01:07:16--01:07:19] 也意味着他胡来的可能性越高
[01:07:19--01:07:21] 就跟一个人能力越强
[01:07:21--01:07:23] 其实我要需要他的职业性也强
[01:07:23--01:07:24] 公司规模越大
[01:07:24--01:07:25] 越需要职业性
[01:07:25--01:07:27] 公司小时候不需要职业性
[01:07:27--01:07:29] 然后因为一个人能力强的时候
[01:07:29--01:07:30] 他干好事也很强
[01:07:30--01:07:32] 他干坏事能力也很强
[01:07:32--01:07:34] 所以这时候就需要职业性来约束
[01:07:34--01:07:35] 所以我比如举个例子
[01:07:35--01:07:37] 我不可能雇用一个职业赛车手
[01:07:37--01:07:39] 来每天给我开车
[01:07:39--01:07:41] 但我要雇一个职业司机
[01:07:41--01:07:43] 所以他除了开车能力不错以外
[01:07:43--01:07:45] 他有非常强的职业性
[01:07:45--01:07:46] 保证舒适
[01:07:46--01:07:47] 保证安全
[01:07:47--01:07:49] 保证像人类开车的
[01:07:49--01:07:51] 然后价值观能够对齐
[01:07:51--01:07:53] 所以这个其实是个很重要的工作
[01:07:53--01:07:54] 我们就能做的非常好
[01:07:54--01:07:56] 第三个还有一个最大的一个挑战
[01:07:56--01:07:59] 就是模型是一个黑盒子
[01:07:59--01:08:00] 怎么解决
[01:08:00--01:08:02] 所以我们做的世界模型
[01:08:02--01:08:03] 然后VLA
[01:08:03--01:08:04] 然后放在世界模型里
[01:08:04--01:08:06] 就一个交通世界模型
[01:08:06--01:08:07] 它是一个
[01:08:07--01:08:08] 如果不跟你说的话
[01:08:08--01:08:10] 你看的跟一个真实世界是一样的
[01:08:10--01:08:11] 就是我们用重建
[01:08:11--01:08:13] 然后加生成的一个方式
[01:08:13--01:08:14] 借助我们的数据
[01:08:14--01:08:16] 然后来构建了一个真的
[01:08:16--01:08:18] 然后交通的一个物理的世界
[01:08:18--01:08:19] 包括有所有的
[01:08:19--01:08:20] 然后参与者
[01:08:20--01:08:21] 参与物
[01:08:21--01:08:22] 然后固定的这些物体
[01:08:22--01:08:24] 我觉得这是非常重要的
[01:08:24--01:08:25] 所以我们就可以让
[01:08:25--01:08:27] 无论是最开始的这个端到端
[01:08:27--01:08:28] 还是今天的VLA
[01:08:28--01:08:30] 然后在模型里边
[01:08:30--01:08:31] 然后进行考试
[01:08:31--01:08:32] 它有模拟端端
[01:08:32--01:08:34] 它有真实的交通的参与
[01:08:34--01:08:36] 包括真实的这些城市
[01:08:36--01:08:37] 然后来进行考试
[01:08:37--01:08:38] 跟我刚才讲的
[01:08:38--01:08:41] 然后强化训练其实非常类似
[01:08:41--01:08:42] 那考什么呢
[01:08:42--01:08:43] 考A点到B点
[01:08:43--01:08:44] 考什么呢
[01:08:44--01:08:45] 考这个它的舒适性
[01:08:45--01:08:47] 它的交通的合规性
[01:08:47--01:08:48] 和它的安全性
[01:08:48--01:08:50] 我觉得这是我们一直在做的
[01:08:50--01:08:51] 这方面的一个工作
[01:08:51--01:08:52] 这时候
[01:08:52--01:08:54] 然后就能够非常好的
[01:08:54--01:08:55] 然后能够还原了
[01:08:55--01:08:56] 而且呢
[01:08:56--01:08:57] 基于这样的一个
[01:08:57--01:08:58] 然后模型
[01:08:58--01:09:00] 或者真实的物理世界的一个仿真的一个能力
[01:09:00--01:09:02] 我们还把整个的
[01:09:02--01:09:05] 验证的成本大幅的下降
[01:09:05--01:09:06] 就过去的时候
[01:09:06--01:09:09] 我们靠人类司机来做1万公里的验证
[01:09:09--01:09:10] 每1万公里的成本
[01:09:10--01:09:13] 大概在17万到18万人民币
[01:09:13--01:09:15] 车呀各种的费用
