[00:00:00--00:00:02] 就是蒋曾国藩从二十多岁
[00:49:32--00:49:33] 然后后来发现
[00:49:33--00:49:34] 这个效果很好
[00:49:34--00:49:35] 然后这个工作
[00:49:35--00:49:37] 就当时我跟赵航
[00:49:37--00:49:38] 我们俩一块做的
[00:49:38--00:49:39] 你们第一次合作
[00:49:39--00:49:40] 对
[00:49:40--00:49:41] 第一次就是说
[00:49:41--00:49:42] 联合创始
[00:49:42--00:49:43] 对对对 第一次合作
[00:49:43--00:49:45] 然后我们一起把这个东西发了
[00:49:45--00:49:46] 我觉得这个
[00:49:46--00:49:47] 对于我来说也挺好的
[00:49:47--00:49:49] 因为我觉得它确实是
[00:49:49--00:49:51] 我觉得做的这个工作
[00:49:51--00:49:53] 这份工作我觉得还不错
[00:49:53--00:49:54] 然后呢
[00:49:54--00:49:55] 确实解决了一个
[00:49:55--00:49:56] 之前没有解决的问题
[00:49:56--00:49:58] 而且事实上后来
[00:49:58--00:50:00] 也有很多的这个公司
[00:50:00--00:50:02] 使用我们这个方法
[00:50:02--00:50:03] 所以我觉得这个
[00:50:03--00:50:04] 是个满意的工作
[00:50:04--00:50:05] VectorNet
[00:50:05--00:50:06] VectorNet 对
[00:50:06--00:50:08] 赵航回忆这个事情的时候
[00:50:08--00:50:09] 他说
[00:50:09--00:50:11] 你让他印象很深的一个点
[00:50:11--00:50:12] 就是当时你们在想
[00:50:12--00:50:13] 这个怎么设计
[00:50:13--00:50:14] 就是规划怎么做
[00:50:14--00:50:17] 然后他的传统的思考方式
[00:50:17--00:50:19] 是他可能去把paper读一遍
[00:50:19--00:50:20] 但是你说周末
[00:50:20--00:50:22] 我去看一看我们代码库
[00:50:22--00:50:23] 就是我把我们的代码
[00:50:23--00:50:24] 全部看一遍就知道了
[00:50:24--00:50:26] 他的这个印象很深
[00:50:26--00:50:27] 对我是
[00:50:27--00:50:29] 我确实是喜欢看代码
[00:50:29--00:50:30] 然后呢
[00:50:30--00:50:31] 而且我不仅喜欢看
[00:50:31--00:50:33] 就是说现在的代码
[00:50:33--00:50:34] 我喜欢看过去的代码
[00:50:34--00:50:35] 然后我就看
[00:50:35--00:50:36] 从过去看到
[00:50:36--00:50:38] 看到这个最近
[00:50:38--00:50:39] 然后再看到现在
[00:50:39--00:50:40] 就这个过程
[00:50:40--00:50:41] 你是能看到一个人的
[00:50:41--00:50:43] 就是一个工程体系的迭代的
[00:50:43--00:50:44] 这里边是有逻辑
[00:50:44--00:50:45] 很多号的
[00:50:45--00:50:48] 所以说我是比较喜欢看这个事
[00:50:48--00:50:49] 你当时有意识到
[00:50:49--00:50:51] 你跟赵航有什么不同吗
[00:50:51--00:50:54] 在那个合作过程中
[00:50:54--00:50:55] 我觉得
[00:50:55--00:50:58] 我们就说就是在技术上面
[00:50:58--00:51:01] 比如赵航的思考的问题的方式呢
[00:51:01--00:51:02] 就是他
[00:51:02--00:51:04] 他更愿意从原理层面
[00:51:04--00:51:05] 对
[00:51:05--00:51:06] 去想清楚
[00:51:06--00:51:07] 这个事应该是怎么回事
[00:51:07--00:51:08] 我呢
[00:51:08--00:51:10] 更从问题的角度去看
[00:51:10--00:51:12] 这个解决这个问题的方法
[00:51:12--00:51:14] 最有效的应该是啥
[00:51:14--00:51:15] 就是一个是
[00:51:15--00:51:16] 我觉得从
[00:51:16--00:51:18] 如果我们从现在创业
[00:51:18--00:51:20] 一个是可能更多的是供给侧思考
[00:51:20--00:51:22] 一个是需求侧思考
[00:51:22--00:51:24] 我觉得这个是一个不一样的
[00:51:24--00:51:26] 我觉得这也是一个互助吧
[00:51:26--00:51:28] 他是一个什么样的人
[00:51:28--00:51:30] 他很nice
[00:51:30--00:51:32] 很nice是一个很好的评价吗
[00:51:32--00:51:34] 我觉得是很好的评价
[00:51:34--00:51:36] 就是我有的时候脾气还会
[00:51:36--00:51:38] 哎呀有的时候这个着急呀
[00:51:38--00:51:39] 然后会
[00:51:39--00:51:40] 他永远超稳定
[00:51:40--00:51:43] 超稳定情绪超稳定
[00:51:43--00:51:46] 有的时候我就是就是就是会会
[00:51:46--00:51:48] 比如说一些事不及预期的时候
[00:51:48--00:51:50] 我会强力的去push
[00:51:50--00:51:51] 然后去推动
[00:51:51--00:51:52] 对
[00:51:52--00:51:54] 然后赵航会就是他内心也着急的
[00:51:54--00:51:57] 但他我觉得他在外在上面
[00:51:57--00:51:59] 他会比我做这点做的更好
[00:51:59--00:52:00] 你在歪梦的时候会这样吗
[00:52:00--00:52:01] 非常push
[00:52:01--00:52:02] 对
[00:52:02--00:52:04] 在歪梦的时候轮不到我push
[00:52:04--00:52:06] 我就是一个小公司
[00:52:06--00:52:08] 然后我就push我自己吧
[00:52:08--00:52:11] 然后后来我开始逐渐带团队
[00:52:11--00:52:12] tech lead
[00:52:12--00:52:13] 但是微梦那个环境下
[00:52:13--00:52:14] 他就是
[00:52:14--00:52:15] 他不鼓励应该
[00:52:15--00:52:16] 不鼓励
[00:52:16--00:52:19] 所以我也只能在那个框架下去做事
[00:52:19--00:52:20] 对
[00:52:20--00:52:22] 所以你对你在微梦的工作满不满意
[00:52:22--00:52:23] 两年
[00:52:23--00:52:24] 我都满意的
[00:52:24--00:52:25] 对我挺满意的
[00:52:25--00:52:28] 而且我觉得我是特别感谢微梦
[00:52:28--00:52:30] 给我这个环境去学习
[00:52:30--00:52:31] 我觉得
[00:52:31--00:52:34] 让我学到的应该比我对微梦的贡献要多
[00:52:34--00:52:37] 我觉得我最重要的学到的东西
[00:52:37--00:52:40] 第一个就是从知识层面的
[00:52:40--00:52:44] 就是自动驾驶整套系统是怎么work的
[00:52:44--00:52:45] 不仅仅是端测
[00:52:45--00:52:47] 还有原测是怎么work的
[00:52:47--00:52:49] 然后以及它的历史沿革是什么
[00:52:49--00:52:50] 对
[00:52:50--00:52:52] 就整个这个系统我都早就有概念了
[00:52:52--00:52:55] 然后从技能层面
[00:52:55--00:52:57] 我觉得让我得到了很好的训练
[00:52:57--00:53:00] 就是说这个工程师应该怎么做
[00:53:00--00:53:02] 什么叫工程师的思维
[00:53:02--00:53:04] 我觉得是在那个时候我逐渐就定型了
[00:53:04--00:53:05] 什么叫工程师思维
[00:53:05--00:53:08] 工程师思维就是拆解加测量
[00:53:08--00:53:11] 就是把一个复杂的问题拆解成若干个
[00:53:11--00:53:14] 这个稍微不那么复杂的子问题
[00:53:14--00:53:16] 然后再拆解再拆解
[00:53:16--00:53:19] 你写代码或者解决工程师的这个
[00:53:19--00:53:20] 比如说做软件工程
[00:53:20--00:53:22] 比如说这样的一个领域的话
[00:53:22--00:53:24] 拆到最后就是一行一行的代码
[00:53:24--00:53:26] 测量到最后是什么
[00:53:26--00:53:27] 是一个个单元测试
[00:53:27--00:53:29] 然后再一层一层回去
[00:53:29--00:53:31] 然后你看你顶层的这个指标
[00:53:31--00:53:33] 看你中间层的指标
[00:53:33--00:53:34] 看你最底层的指标
[00:53:34--00:53:36] 然后你整个系统是怎么运转起来的
[00:53:36--00:53:40] 这跟你物理竞赛一样吗
[00:53:40--00:53:41] 有一点不一样
[00:53:41--00:53:42] 我觉得有一点不一样
[00:53:42--00:53:44] 物理竞赛其实我觉得更多的
[00:53:44--00:53:47] 还就是一个解题的游戏
[00:53:47--00:53:51] 然后它不是一个系统化的一个工程
[00:53:51--00:53:54] 它更多的还是就是这个题映射到这个指点
[00:53:54--00:53:56] 这个题映射到这个考点
[00:53:56--00:53:58] 然后一套方法过去
[00:53:58--00:54:00] 但是我觉得就是说
[00:54:00--00:54:01] 物理竞赛也好
[00:54:01--00:54:02] 读博士也好
[00:54:02--00:54:03] 还是做工程师也好
[00:54:03--00:54:05] 我觉得逻辑思维能力都特别强
[00:54:05--00:54:06] 要求都特别高
[00:54:06--00:54:07] 所以我也是
[00:54:07--00:54:08] 我觉得通过这几件事训练
[00:54:08--00:54:10] 就是这个逻辑思考的这个能力
[00:54:10--00:54:11] 嗯
[00:54:11--00:54:13] 你是ENTJ对吧
[00:54:13--00:54:14] 应该是
[00:54:14--00:54:16] 做过一些测试应该是这个
[00:54:16--00:54:20] 你是在什么情况下决定要从vmo离开的
[00:54:20--00:54:22] 嗯
[00:54:22--00:54:27] 当时是20年的下半年了
[00:54:27--00:54:28] 18到20在vmo
[00:54:28--00:54:30] 19年年初
[00:54:30--00:54:32] 19年1月份加入的
[00:54:32--00:54:33] 然后到20年的下半年
[00:54:33--00:54:34] 那个时候我就觉得
[00:54:34--00:54:35] 就是
[00:54:35--00:54:36] 刚才我说的这几件事
[00:54:36--00:54:37] 自动驾驶这个系统
[00:54:37--00:54:39] 也感觉也学的差不多了
[00:54:39--00:54:40] 然后呢
[00:54:40--00:54:41] 我想做的一些
[00:54:41--00:54:43] 我自己还比较满意的工作
[00:54:43--00:54:44] 我觉得也做了
[00:54:44--00:54:45] 然后呢
[00:54:45--00:54:46] 工程师的这些训练
[00:54:46--00:54:47] 我觉得
[00:54:47--00:54:49] 那个时候我写代码写的写的也很多
[00:54:49--00:54:51] 我觉得我也差不多了
[00:54:51--00:54:52] 包括写代码
[00:54:52--00:54:53] 包括怎么review代码
[00:54:53--00:54:55] 然后怎么去做整个design
[00:54:55--00:54:56] 然后包括当时也
[00:54:56--00:54:58] 开始带一个小团队
[00:54:58--00:54:59] 然后去做
[00:54:59--00:55:01] 一些这个系统的设计
[00:55:01--00:55:02] 带团队拿结果
[00:55:02--00:55:04] 所以我就开始想
[00:55:04--00:55:07] 我觉得在这边的这个
[00:55:07--00:55:09] 成长的这个速率
[00:55:09--00:55:11] 就逐渐就是收敛了
[00:55:11--00:55:13] 所以我得
[00:55:13--00:55:15] 想我的下一步
[00:55:15--00:55:16] 然后同时呢
[00:55:16--00:55:18] 我也意识到了几个问题
[00:55:18--00:55:20] 就是我在vmo做
[00:55:20--00:55:22] 我更多的还是做一个技术
[00:55:22--00:55:23] 做工程师
[00:55:23--00:55:25] 我离产品太远了
[00:55:25--00:55:27] 然后我离公司是怎么经营的
[00:55:27--00:55:28] 这件事太远了
[00:55:28--00:55:29] 嗯
[00:55:29--00:55:30] 所以我就觉得
[00:55:30--00:55:31] 我得
[00:55:31--00:55:32] 同时
[00:55:32--00:55:33] 我不是之前就说嘛
[00:55:33--00:55:34] 我就想创业啊
[00:55:34--00:55:35] 一直心里边就
[00:55:35--00:55:37] 就琢磨着什么时候创业啊
[00:55:37--00:55:38] 拆解创业
[00:55:38--00:55:40] 先学了一个自动驾驶系统
[00:55:40--00:55:41] 这是第一课对吧
[00:55:41--00:55:42] 对
[00:55:42--00:55:43] 或者这个东西
[00:55:43--00:55:44] 应该被归纳为叫
[00:55:44--00:55:45] 物理世界AI系统
[00:55:45--00:55:46] 应该怎么去打
[00:55:46--00:55:47] 物理世界AI系统
[00:55:47--00:55:48] 嗯
[00:55:48--00:55:49] 对
[00:55:49--00:55:50] 然后
[00:55:50--00:55:51] 然后怎么做工程师
[00:55:51--00:55:52] 然后怎么带一个小团队
[00:55:52--00:55:53] 拿到一个系统结果
[00:55:53--00:55:54] 啊
[00:55:54--00:55:55] 这些事我觉得都
[00:55:55--00:55:57] 都训练的差不多了
[00:55:57--00:55:58] 嗯
[00:55:58--00:55:59] 那我就该想我的
[00:55:59--00:56:00] 我的下一步是什么了
[00:56:00--00:56:01] 啊
[00:56:01--00:56:02] 当时我就想我
[00:56:02--00:56:03] 我第一个我想做产品
[00:56:03--00:56:04] 对
[00:56:04--00:56:05] 然后第二个呢
[00:56:05--00:56:07] 我觉得我要进一步的为创业务准备
[00:56:07--00:56:08] 啊
[00:56:08--00:56:09] 然后呢
[00:56:09--00:56:10] 我创业务估计是在国内
[00:56:10--00:56:11] 我得回国
[00:56:11--00:56:12] 嗯
[00:56:12--00:56:13] 大概就盘了盘这几个事
[00:56:13--00:56:14] 然后呢
[00:56:14--00:56:15] 所以我就想啊
[00:56:15--00:56:16] 就是
[00:56:16--00:56:17] 第一我要做
[00:56:17--00:56:18] 我要继续做自动驾驶
[00:56:18--00:56:19] 但是我不做Logotech了
[00:56:19--00:56:20] 我得做量产
[00:56:20--00:56:21] 啊
[00:56:21--00:56:22] 然后呢
[00:56:22--00:56:23] 当时我也确实看好
[00:56:23--00:56:24] 量产的这条轨迹
[00:56:24--00:56:25] 能够更快的产生产品价值
[00:56:25--00:56:26] 给用户创造价值
[00:56:26--00:56:27] Logotech这个还是
[00:56:27--00:56:28] 慢对吧
[00:56:28--00:56:29] 太慢
[00:56:29--00:56:30] 啊
[00:56:30--00:56:31] 太慢
[00:56:31--00:56:32] 嗯
[00:56:32--00:56:33] 对
[00:56:33--00:56:34] 然后第一个做量产
[00:56:34--00:56:35] 第二回国
[00:56:35--00:56:36] 啊
[00:56:36--00:56:37] 然后当时符合这个条件呢
[00:56:37--00:56:38] 国内就是华为
[00:56:38--00:56:39] 我们的
[00:56:39--00:56:40] 然后
[00:56:40--00:56:41] 你也可以去车企啊
[00:56:41--00:56:42] 微小李
[00:56:42--00:56:43] 没错
[00:56:43--00:56:44] 没错
[00:56:44--00:56:45] 但是呢
[00:56:45--00:56:46] 那个时候我觉得
[00:56:46--00:56:47] 嗯
[00:56:47--00:56:48] 我又想去一个
[00:56:48--00:56:49] 就是说
[00:56:49--00:56:50] 自动驾驶能力更强的一个
[00:56:50--00:56:52] 或者是AI能力更强的一个公司吧
[00:56:52--00:56:53] 那个时候我觉得
[00:56:53--00:56:54] 包括未来啊
[00:56:54--00:56:55] 包括理想啊
[00:56:55--00:56:56] 我觉得
[00:56:56--00:56:57] 就不还
[00:56:57--00:56:58] 好像没有那么强吧
[00:56:58--00:56:59] 啊
[00:56:59--00:57:00] 在那个时间点
[00:57:00--00:57:01] 啊
[00:57:01--00:57:02] 然后
[00:57:02--00:57:03] 然后所以
[00:57:03--00:57:04] 小鹏在做
[00:57:04--00:57:05] 对小鹏在做
[00:57:05--00:57:06] 是的
[00:57:06--00:57:07] 是的小鹏在做
[00:57:07--00:57:08] 那我就觉得
[00:57:08--00:57:09] 小鹏已经做的还行了
[00:57:09--00:57:10] 我我应该也没啥机会了
[00:57:10--00:57:11] 对
[00:57:11--00:57:12] 我是喜欢去
[00:57:12--00:57:13] 不行的地方
[00:57:13--00:57:14] 然后
[00:57:14--00:57:15] 然后把一个东西
[00:57:15--00:57:16] 做做好的
[00:57:16--00:57:17] 但是如果你
[00:57:17--00:57:18] 特别想做产品的话
[00:57:18--00:57:19] 我觉得大部分人
[00:57:19--00:57:20] 还是非常渴望
[00:57:20--00:57:21] 做一个2C的产品的
[00:57:21--00:57:22] 嗯
[00:57:22--00:57:23] 去摩班台意味着
[00:57:23--00:57:24] 你做的其实是个2B的产品
[00:57:24--00:57:25] 哦
[00:57:25--00:57:27] 这个定义不是说
[00:57:27--00:57:29] 2C的这个才叫产品
[00:57:29--00:57:30] 而是说
[00:57:30--00:57:31] 我想做一个直接能够
[00:57:31--00:57:34] 能够给某一些用户创造价值的
[00:57:34--00:57:35] 他让他用起来
[00:57:35--00:57:36] 这个在我定义里边就是
[00:57:36--00:57:37] 就是
[00:57:37--00:57:38] 2B也行
[00:57:38--00:57:39] 2B也行
[00:57:39--00:57:40] 啊
[00:57:40--00:57:41] 就是产品了
[00:57:41--00:57:42] 嗯
[00:57:42--00:57:43] 对这个有的人不一样
[00:57:43--00:57:44] 有的人非得是2C才能叫产品
[00:57:44--00:57:45] 是的
[00:57:45--00:57:46] 我就是
[00:57:46--00:57:47] 反正我就是想
[00:57:47--00:57:48] 想创造
[00:57:48--00:57:49] 现实世界的实际价值
[00:57:49--00:57:50] 嗯
[00:57:50--00:57:51] 然后
[00:57:51--00:57:52] 是是是这样的一个想法
[00:57:52--00:57:53] 那当时就是
[00:57:53--00:57:54] 华为和
[00:57:54--00:57:55] 然后
[00:57:55--00:57:56] 都聊了是吧
[00:57:56--00:57:57] 对对
[00:57:57--00:57:58] 华为当时就是跟
[00:57:58--00:57:59] 呃这个陈毓伦
[00:57:59--00:58:00] 毓伦师兄
[00:58:00--00:58:01] 啊
[00:58:01--00:58:02] 也是我
[00:58:02--00:58:03] 这个电子系的师兄吧
[00:58:03--00:58:04] 啊
[00:58:04--00:58:05] 然后
[00:58:05--00:58:06] 啊
[00:58:06--00:58:07] 我当时跟这个
[00:58:07--00:58:08] 嗯
[00:58:08--00:58:09] 苏老板苏青
[00:58:09--00:58:10] 啊
[00:58:10--00:58:11] 都聊过
[00:58:11--00:58:12] 然后摩班台就是跟
[00:58:12--00:58:13] 孙刚啊
[00:58:13--00:58:14] 旭东啊聊
[00:58:14--00:58:15] 对
[00:58:15--00:58:16] 然后后来我还是觉得
[00:58:16--00:58:17] 去摩班台比较好
[00:58:17--00:58:18] 为什么
[00:58:18--00:58:19] 呃
[00:58:19--00:58:20] 我觉得首先就是说
[00:58:20--00:58:21] 呃
[00:58:21--00:58:22] 摩班台我我比较确认
[00:58:22--00:58:23] 这应该没大公司病
[00:58:23--00:58:24] 啊
[00:58:24--00:58:25] 够强势
[00:58:25--00:58:26] 然后
[00:58:26--00:58:27] 你喜欢强势的人
[00:58:27--00:58:28] 我我觉得是这样
[00:58:28--00:58:29] 就是说我
[00:58:29--00:58:31] 我我觉得一个组织要成功
[00:58:31--00:58:32] 必须要
[00:58:32--00:58:33] 就他可以犯错
[00:58:33--00:58:35] 但是得有一个人说我们错了
[00:58:35--00:58:36] 然后我们改
[00:58:36--00:58:37] 对
[00:58:37--00:58:38] 但是不能
[00:58:38--00:58:40] 说没有人站出来说我们错了
[00:58:40--00:58:41] 啊
[00:58:41--00:58:42] 对
[00:58:42--00:58:43] 所以所以得有一个人能救错
[00:58:43--00:58:44] 啊
[00:58:44--00:58:45] 我觉得这个
[00:58:45--00:58:46] 这个东西在我们要做的这件事里边
[00:58:46--00:58:47] 足够重要
[00:58:47--00:58:48] 啊
[00:58:48--00:58:49] 然后呢
[00:58:49--00:58:50] 那我觉得
[00:58:50--00:58:51] 我觉得旭东他
[00:58:51--00:58:52] 懂技术
[00:58:52--00:58:53] 非常懂技术
[00:58:53--00:58:54] 然后AI的这个
[00:58:54--00:58:55] 这个
[00:58:55--00:58:56] 然后呢
[00:58:56--00:58:57] 这个这个
[00:58:57--00:58:58] 他的长期的这个这个目标
[00:58:58--00:58:59] 也非常坚定
[00:58:59--00:59:00] 啊
[00:59:00--00:59:01] 然后整个团队其实
[00:59:01--00:59:02] 我觉得
[00:59:02--00:59:03] 因为之前也有一些
[00:59:03--00:59:05] 在上汤的时候也也认识一些
[00:59:05--00:59:06] 包括思博呀
[00:59:06--00:59:07] 靳美呀
[00:59:07--00:59:08] 就上汤的时候也都认识
[00:59:08--00:59:09] 啊
[00:59:09--00:59:10] 所以就就聊的就比较好
[00:59:10--00:59:11] 然后我们老师就去那去了
[00:59:11--00:59:12] 啊
[00:59:12--00:59:16] 我们他是一个什么样的文化
[00:59:16--00:59:17] 绝对的
[00:59:17--00:59:18] 我觉得是
