[00:00:02--00:00:04] 就在京都在鸭川边上
[00:43:11--00:43:13] 那理论上没有这么多机会
[00:43:13--00:43:14] 留给新的玩家
[00:43:14--00:43:15] 今天大家去讲
[00:43:15--00:43:17] 什么大厂难掉头
[00:43:17--00:43:18] 大厂反应慢
[00:43:18--00:43:19] 这都是不存在的
[00:43:19--00:43:21] 这都是幻想
[00:43:21--00:43:22] 一个在大厂工作过很长时间的人
[00:43:22--00:43:24] 就知道这是幻想
[00:43:24--00:43:24] 对
[00:43:24--00:43:26] 大厂真的今天没有那么难掉头
[00:43:26--00:43:27] 没有那么反应
[00:43:27--00:43:30] 但如果你的组织本身有一些代差
[00:43:30--00:43:33] 或者叫做大家不是完全的一个物种
[00:43:33--00:43:34] 就会带来一些机会
[00:43:34--00:43:36] 所以回答你刚才那个问题的话
[00:43:36--00:43:38] 我觉得今天的组织
[00:43:38--00:43:40] 在进行AI Native的产品的设计的时候
[00:43:40--00:43:41] 就出现了一些变化
[00:43:41--00:43:45] 比如说决策的边界在变得模糊
[00:43:45--00:43:46] 很多人会谈这个问题
[00:43:46--00:43:47] 也很难定义说产品经理
[00:43:47--00:43:48] 他就只干产品
[00:43:48--00:43:50] 他不需要碰任何模型
[00:43:50--00:43:51] 不需要碰任何技术
[00:43:51--00:43:53] 用线性的工程工作手段
[00:43:53--00:43:54] 我先干
[00:43:54--00:43:55] 设计师干
[00:43:55--00:43:56] 工程师干
[00:43:56--00:43:56] 不是这样
[00:43:56--00:43:59] 它会变成一种相对更混合的一个方式
[00:43:59--00:44:01] 因为当你执行这个任务的时候
[00:44:01--00:44:02] 可能这个任务里面
[00:44:02--00:44:03] 它需要的不光是技术的
[00:44:03--00:44:05] 对这个技术的了解
[00:44:05--00:44:06] 那随便举个例子
[00:44:06--00:44:07] 比如说可能设计师
[00:44:07--00:44:08] 到底什么是美的
[00:44:08--00:44:09] 什么是好的
[00:44:09--00:44:11] 他可能是需要理解的
[00:44:11--00:44:12] 产品经理可能对这个任务
[00:44:12--00:44:13] 有一些自己的taste
[00:44:13--00:44:14] 或者他有一些怎样的预期
[00:44:14--00:44:16] 确实taste这件事情
[00:44:16--00:44:18] 就品味这件事情变得非常重要
[00:44:18--00:44:19] 变得非常重要
[00:44:19--00:44:22] 到底你期望你这个模型干出来个啥
[00:44:22--00:44:24] 这个事变得非常重要
[00:44:24--00:44:25] 而且这个定义
[00:44:25--00:44:27] 往往不是通过一个人能定义的
[00:44:27--00:44:30] 甚至也不是通过一个单一工种进行定义
[00:44:30--00:44:31] 所以如果今天
[00:44:31--00:44:34] 因为我相信绝大部分的互联网公司
[00:44:34--00:44:38] 是无法一下子转变这种工作形式的
[00:44:38--00:44:39] 是产品经理先出需求
[00:44:39--00:44:41] 需求完了设计
[00:44:41--00:44:41] 设计完了开发
[00:44:41--00:44:43] 是一个基本的管理手段
[00:44:43--00:44:44] 包括你的sprint的设计等等
[00:44:44--00:44:45] 都是这样的
[00:44:45--00:44:47] 因为它不会混乱
[00:44:47--00:44:48] 它是最不混乱的方式
[00:44:48--00:44:51] 但今天ainit的产品设计
[00:44:51--00:44:53] 在一开始摸索模型这个过程当中
[00:44:53--00:44:54] 就是会存在混乱
[00:44:54--00:44:56] 它没有那么的规整
[00:44:56--00:44:58] 所以如果有很多点
[00:44:58--00:45:01] 但是比如我觉得单谈组织的话
[00:45:01--00:45:02] 我觉得就可以带来这样的变化
[00:45:02--00:45:05] 从一个线性的组织
[00:45:05--00:45:06] 线性的工作
[00:45:06--00:45:09] 变成了两段式的一个状态
[00:45:09--00:45:11] 对于模型部分的摸索
[00:45:11--00:45:13] 它其实是一个很合适的
[00:45:13--00:45:14] 等到大家已经非常清楚
[00:45:14--00:45:16] OK 模型用来干啥
[00:45:16--00:45:17] 我需要用户给我啥
[00:45:17--00:45:19] 需要用户给我什么context
[00:45:19--00:45:22] 这个时候可能再进行分工
[00:45:22--00:45:22] 产品经理想
[00:45:22--00:45:24] OK 我要用一个什么样的流程
[00:45:24--00:45:27] 想办法把用户的context给拿到
[00:45:27--00:45:29] 设计师去配合他实现这个流程
[00:45:29--00:45:30] 再进入一个正式的开发
[00:45:30--00:45:32] 它是一个两段式的过程
[00:45:32--00:45:34] 这个两段式
[00:45:34--00:45:36] 所以你今天觉得妙鸦是一个互联网式的产品
[00:45:36--00:45:38] 并不是一个ainit的产品
[00:45:38--00:45:41] 对 它是一个在用互联网思维
[00:45:41--00:45:43] 把当时的AI技术发挥的很好的产品
[00:45:43--00:45:45] 如果你留在阿里的话
[00:45:45--00:45:47] 妙鸦后来会怎么样
[00:45:47--00:45:48] 不知道
[00:45:48--00:45:48] 坦白说这个不知道
[00:45:48--00:45:50] 但我只能说说我自己的构想
[00:45:50--00:45:52] 但也不一定能够做得很好
[00:45:52--00:45:53] 因为我自己做妙鸦的时候
[00:45:53--00:45:54] 我对它的理解是
[00:45:54--00:45:56] 它是个写真生意
[00:45:56--00:45:58] 它其实不是个图像产品
[00:45:58--00:46:00] 就我压根跟美图就不在一桌
[00:46:00--00:46:02] 我是跟海拔体一桌的
[00:46:02--00:46:04] 它是个新消费品牌
[00:46:04--00:46:05] 理论上来讲
[00:46:05--00:46:06] 所以这就是为什么
[00:46:06--00:46:08] 这个产品在上线的时候
[00:46:08--00:46:11] 它给用户写了一封信
[00:46:11--00:46:12] 那个就是我亲笔写的
[00:46:12--00:46:14] 这个产品的名字
[00:46:14--00:46:16] 包括当时这个产品里的每一句文案
[00:46:16--00:46:17] 我都亲自review过
[00:46:17--00:46:19] 里面没有任何一个地方用到了AI
[00:46:19--00:46:21] 因为在我眼里
[00:46:21--00:46:22] 它是个新消费品牌
[00:46:22--00:46:23] 它是个消费品
[00:46:23--00:46:26] 它和喜茶什么这些
[00:46:26--00:46:26] 本质是一回事
[00:46:26--00:46:30] 包括我们一上线之后
[00:46:30--00:46:32] 第一时间就想办法找品牌做联名
[00:46:32--00:46:34] 我们就跟携程做旅拍
[00:46:34--00:46:36] 跟什么同道大叔做星座
[00:46:36--00:46:37] 都是这个道理
[00:46:37--00:46:39] 因为你如果是做新消费的话
[00:46:39--00:46:41] 你其实一个品牌
[00:46:41--00:46:43] 去快速建立品牌认知度
[00:46:43--00:46:44] 反而是更重要的工作
[00:46:44--00:46:45] 为什么你觉得它不是一个
[00:46:45--00:46:46] 美图秀秀这样的产品
[00:46:46--00:46:49] 因为妙鸦解决的是
[00:46:49--00:46:53] 帮你制作一张写真这样的一个任务
[00:46:53--00:46:56] 制作写真和帮你修图
[00:46:56--00:46:58] 把你的照片变得更好
[00:46:58--00:46:58] 是两件事情
[00:46:58--00:47:00] 它可以从单点任务扩展
[00:47:00--00:47:02] 它可以泛化到一个
[00:47:02--00:47:04] 做一个所有做图的工具
[00:47:04--00:47:06] 这两个并不是一个很自然的泛化
[00:47:06--00:47:07] 这不是一个自然的泛化
[00:47:07--00:47:08] 自然的泛化
[00:47:08--00:47:10] 首先大家不能简单粗暴归类
[00:47:10--00:47:11] 这叫图像产品
[00:47:11--00:47:13] 这是做图像的都是一类
[00:47:13--00:47:14] 不是这样的
[00:47:14--00:47:16] 美图它是一个高频的
[00:47:16--00:47:17] 帮用户把自己的照片
[00:47:17--00:47:20] 变成他想要的样子的工具
[00:47:20--00:47:21] 这是一个工具赛道
[00:47:21--00:47:23] 或者至少你不会觉得
[00:47:23--00:47:23] 海马体
[00:47:23--00:47:25] 和美图是一个赛道的
[00:47:25--00:47:26] 你不会觉得他们俩是一个赛道
[00:47:26--00:47:28] 对 海马体它是个写真生意
[00:47:28--00:47:31] 妙鸦其实是在写真生意这个范围内
[00:47:31--00:47:33] 你要站在用户的视角去看这个问题
[00:47:33--00:47:34] 而不是站在技术
[00:47:34--00:47:36] OK 我用的都是图像技术
[00:47:36--00:47:37] 所以我们是一桌的
[00:47:37--00:47:37] 不是的
[00:47:37--00:47:39] 如果你做得好的话
[00:47:39--00:47:42] 我就不想去线下的拍照的店面了
[00:47:42--00:47:44] 我就希望AI能帮我生成图像
[00:47:44--00:47:46] 其实我在走之前
[00:47:46--00:47:46] 做的最后一件事情
[00:47:46--00:47:48] 就是去找商场聊做快闪店
[00:47:48--00:47:50] 因为我觉得要做到线下去
[00:47:50--00:47:52] 核心当时我就想做两件事情
[00:47:52--00:47:53] 第一件事情
[00:47:53--00:47:55] 是把9块9变成99
[00:47:55--00:47:58] 因为如果你把它看成写真生意
[00:47:58--00:48:00] 写真一定注定是一个
[00:48:00--00:48:02] 低频次高毛利的生意
[00:48:02--00:48:03] 是
[00:48:03--00:48:04] 不可能做成
[00:48:04--00:48:05] 无论你是什么样的技术
[00:48:05--00:48:07] 都不可能把写真变成一个
[00:48:07--00:48:09] 高频次低up的生意
[00:48:09--00:48:10] 因为用户需求不是这样
[00:48:10--00:48:12] 所以你如果想把这个事做大
[00:48:12--00:48:14] 你的下一步一定是怎么
[00:48:14--00:48:16] 让用户从给你9块9变成给你99
[00:48:16--00:48:18] 它的解法其实也很简单
[00:48:18--00:48:20] 你就是把它从全自注式
[00:48:20--00:48:23] 变成带有human in the loop就可以了
[00:48:23--00:48:23] 给它做
[00:48:23--00:48:24] 自定义
[00:48:24--00:48:25] 做定制化的模板
[00:48:25--00:48:26] 做定制化的风格
[00:48:26--00:48:27] 这个没有多难
[00:48:27--00:48:29] 今天的技术更简单
[00:48:29--00:48:30] 这个事情
[00:48:30--00:48:31] 对
[00:48:31--00:48:32] 你就可以找它叫99
[00:48:32--00:48:34] 因为一旦用户知道说
[00:48:34--00:48:36] OK你这里面有人在为我服务
[00:48:36--00:48:37] 这个99就变得很正常了
[00:48:37--00:48:38] 因为就算是99
[00:48:38--00:48:40] 比起海马体的699
[00:48:40--00:48:41] 还是便宜了很多
[00:48:41--00:48:42] 第二件事就是
[00:48:42--00:48:44] 应该要杀到线下去开店
[00:48:44--00:48:46] 因为你要节流你的用户
[00:48:46--00:48:48] 今天你用户在哪里
[00:48:48--00:48:49] 你的用户今天是在
[00:48:49--00:48:51] 比如说所有商店里
[00:48:51--00:48:52] 看到海马体去线下去拍照
[00:48:52--00:48:53] 对不对
[00:48:53--00:48:53] 去线下去拍照
[00:48:53--00:48:55] 我当然想法就很简单
[00:48:55--00:48:58] 这些写真店当季在主推什么风格
[00:48:58--00:49:00] 我就上什么风格
[00:49:00--00:49:00] 他卖699
[00:49:00--00:49:01] 我就卖99
[00:49:01--00:49:04] 这个生意由于他们的特点
[00:49:04--00:49:05] 一定是重资产
[00:49:05--00:49:06] 慢周转
[00:49:06--00:49:07] 人力成本
[00:49:07--00:49:08] 产品都非常高
[00:49:08--00:49:10] 而且它都是需要预付很多东西的
[00:49:10--00:49:12] 它也不可能明天就把员工全裁了
[00:49:12--00:49:12] 解散了
[00:49:12--00:49:15] 所以你可以利用它的高周转周期
[00:49:15--00:49:17] 然后直接去线下店
[00:49:17--00:49:18] 去挤压这些品牌
[00:49:18--00:49:19] 然后
[00:49:19--00:49:21] 由于写真这个生意
[00:49:21--00:49:22] 它是一个低品质的生意
[00:49:22--00:49:23] 它的胜利的原因是
[00:49:23--00:49:25] 它的核心手段一定是品牌心智
[00:49:25--00:49:27] 就用户一想到写真
[00:49:27--00:49:28] 会想到谁
[00:49:28--00:49:29] 最后只会留下一个
[00:49:29--00:49:31] 所以你的
[00:49:31--00:49:32] 如果想把这个事继续
[00:49:32--00:49:34] 反正在我的视角里
[00:49:34--00:49:35] 如果我继续做这件事
[00:49:35--00:49:36] 我一定是想办法
[00:49:36--00:49:37] 击死别的写真品牌
[00:49:37--00:49:38] 把它击死也可以
[00:49:38--00:49:40] 你的增长是一方面
[00:49:40--00:49:40] 把它击死也很重要
[00:49:40--00:49:42] 艾力同意你在内部这么做吗
[00:49:42--00:49:43] 他会说
[00:49:43--00:49:45] 为什么我要做一个写真的生意
[00:49:45--00:49:47] 我觉得可能都没有那么深入
[00:49:47--00:49:48] 因为我的离开
[00:49:48--00:49:50] 其实就是有自己未来的规划
[00:49:50--00:49:52] 所以可能没有到那么深入
[00:49:52--00:49:53] 在当时还是有比较
[00:49:53--00:49:54] 高的自由度
[00:49:54--00:49:55] 所以我自己就会去
[00:49:55--00:49:56] 有这样的想法
[00:49:56--00:49:57] 你有没有想过
[00:49:57--00:49:58] 把这个产品比如spin off出来
[00:49:58--00:50:00] 有这种可能性吗
[00:50:00--00:50:02] 我觉得没有这个必要
[00:50:02--00:50:03] 坦白说如果是自己
[00:50:03--00:50:04] 一个人创业的话
[00:50:04--00:50:06] 开启一个新的公司的话
[00:50:06--00:50:08] 我不会选择这样一个生意
[00:50:08--00:50:09] 最后你发现这个生意
[00:50:09--00:50:10] 并不性感
[00:50:10--00:50:10] 因为它很重
[00:50:10--00:50:11] 它一定是很重
[00:50:11--00:50:13] 这个事在我做之前就知道
[00:50:13--00:50:13] 它肯定很重
[00:50:13--00:50:15] 它一定会很重的
[00:50:15--00:50:16] 而且利润率不会特别高
[00:50:16--00:50:17] 要压这个产品
[00:50:17--00:50:18] 开发要多长时间
[00:50:18--00:50:20] 应该在三个多月的时间
[00:50:20--00:50:21] 对
[00:50:21--00:50:22] 其实大部分的时间
[00:50:22--00:50:23] 是花在调效果
[00:50:23--00:50:25] 真正最后把它开发上线
[00:50:25--00:50:26] 这是非常快的
[00:50:26--00:50:27] 怎么做到真呢
[00:50:27--00:50:29] 你刚才说一个关键的不同
[00:50:29--00:50:30] 就是在于它是否真
[00:50:30--00:50:31] 如果不真的话
[00:50:31--00:50:31] 天花板会更低
[00:50:31--00:50:33] 这个其实蛮有意思的
[00:50:33--00:50:34] 当时大家都做不出
[00:50:34--00:50:34] 这个效果来
[00:50:34--00:50:35] 因为模型不是自己的
[00:50:35--00:50:36] 对 是Diffuse Model
[00:50:36--00:50:38] 当然我们肯定做了一些训练
[00:50:38--00:50:40] 但其实这真的不是最关键的
[00:50:40--00:50:41] 真的不是最关键的
[00:50:41--00:50:43] 其实挺简单的一个方法
[00:50:43--00:50:46] 我们发现你很难同时
[00:50:46--00:50:48] 让模型做到真相美
[00:50:48--00:50:48] 这三件事情
[00:50:48--00:50:49] 很难
[00:50:49--00:50:50] 几乎不可能
[00:50:50--00:50:50] 在当时技术上
[00:50:50--00:50:51] 是几乎不可能的
[00:50:51--00:50:53] 所以我们当时
[00:50:53--00:50:55] 选了一个很简单的方法
[00:50:55--00:50:57] 就是让三个模型
[00:50:57--00:50:57] 去做这件事情
[00:50:57--00:50:59] 就是一个模型负责真
[00:50:59--00:51:00] 一个模型负责像
[00:51:00--00:51:02] 一个模型负责美
[00:51:02--00:51:04] 所以你那二十张照片
[00:51:04--00:51:05] 生成的那个模型
[00:51:05--00:51:06] 那个模型负责的是
[00:51:06--00:51:07] 人脸的控制
[00:51:07--00:51:08] ID的保持
[00:51:08--00:51:09] 是解决像的问题
[00:51:09--00:51:11] 它底层的模型
[00:51:11--00:51:13] 其实我们只是训练
[00:51:13--00:51:13] 它的一个Feature
[00:51:13--00:51:15] 足够真
[00:51:15--00:51:16] 看起来很真实
[00:51:16--00:51:17] 所以我们会训练
[00:51:17--00:51:19] 大量那种普通人的照片
[00:51:19--00:51:20] 普通人照片
[00:51:20--00:51:21] 是没有那么精美的
[00:51:21--00:51:22] 是没有那么好的油彩的
[00:51:22--00:51:23] 或者是
[00:51:23--00:51:24] 光照 清晰度
[00:51:24--00:51:25] 甚至会有些糊
[00:51:25--00:51:27] 让它去看上去
[00:51:27--00:51:27] 足够真
[00:51:27--00:51:29] 你最后选的那个模板
[00:51:29--00:51:30] 那又是一个模型
[00:51:30--00:51:30] 解决美
[00:51:30--00:51:32] 所以把一个当时的
[00:51:32--00:51:33] 技术力无法实现的事情
[00:51:33--00:51:35] 用三个小矮人
[00:51:35--00:51:36] 拼在一起实现
[00:51:36--00:51:37] 这也算专家模型
[00:51:37--00:51:39] 对 某种MOE了
[00:51:39--00:51:41] 当然不是MOE那个解法
[00:51:41--00:51:42] 它其实是个串型的
[00:51:42--00:51:43] 它是个串型的
[00:51:43--00:51:44] 对 不是个并形的
[00:51:44--00:51:46] 它会经过三个模型的生成
[00:51:46--00:51:48] 来共同控制这个结果
[00:51:48--00:51:48] 这个挺好玩
[00:51:48--00:51:50] 这是怎么想到的
[00:51:50--00:51:50] 也是团队内部
[00:51:50--00:51:52] 讨论的结论
[00:51:52--00:51:53] 就是这个
[00:51:53--00:51:55] 因为大家一开始
[00:51:55--00:51:56] 搞了半天
[00:51:56--00:51:57] 怎么搞都不行
[00:51:57--00:51:59] 对 我们从一开始
[00:51:59--00:52:00] 就尝试把它拆成俩
[00:52:00--00:52:02] 想要让模型解决
[00:52:02--00:52:03] 真和像的问题
[00:52:03--00:52:04] 再用一个模型
[00:52:04--00:52:05] 解决美的问题
[00:52:05--00:52:06] 就是解决模板的问题
[00:52:06--00:52:07] 因为只有这样
[00:52:07--00:52:08] 你的模板理论生态
[00:52:08--00:52:09] 是无限扩展的
[00:52:09--00:52:11] 你每做一个模板
[00:52:11--00:52:12] 其实就是做一个小模型
[00:52:12--00:52:13] 不然你这个底下的模型
[00:52:13--00:52:14] 不停地变
[00:52:14--00:52:15] 这是受不了的
[00:52:15--00:52:17] 但后来还是不太行
[00:52:17--00:52:18] 最后我们一看
[00:52:18--00:52:19] 两个不够
[00:52:19--00:52:19] 那就三个
[00:52:19--00:52:21] 都拆开了
[00:52:21--00:52:22] 多久意识到妙雅火了
[00:52:22--00:52:23] 也就一两天
[00:52:23--00:52:25] 因为我们每天看收入
[00:52:25--00:52:26] 收涨得非常快
[00:52:26--00:52:27] 确实没有
[00:52:27--00:52:28] 有多少收入
[00:52:28--00:52:30] 现在这个数字能说吗
[00:52:30--00:52:31] 我感觉不一定能说
[00:52:31--00:52:32] 但是确实很大
[00:52:32--00:52:33] 是个什么量级
[00:52:33--00:52:34] 日百万级
[00:52:34--00:52:37] 所以这也是在阿里
[00:52:37--00:52:37] 做了一个事的好处
[00:52:37--00:52:39] 确实当时集团
[00:52:39--00:52:40] 调用了大量的资源
[00:52:40--00:52:41] 全国各地的支援我们卡
[00:52:41--00:52:43] 就把各种卡给我们腾出来
[00:52:43--00:52:45] 因为我们用的都是比较
[00:52:45--00:52:46] 实际的技术
[00:52:46--00:52:47] 跟今天是完全不能比的
[00:52:47--00:52:49] 所以当时我们最多的时候
[00:52:49--00:52:50] 用了应该是
