[00:00:04--00:00:06] Hello 大家好,我是小骏
[00:00:06--00:00:10] 春节前后,一款AI Native的产品Elise
[00:00:10--00:00:12] 引起了小圈层人的关注
[00:41:26--00:41:28] 这些拥有大量版权的人
[00:41:28--00:41:30] 他们的这些有很强主体性的IP
[00:41:30--00:41:32] 之后都可以非常agentic的比较好
[00:41:32--00:41:33] 就非常agentic的
[00:41:33--00:41:34] 变成各种各样的内容
[00:41:34--00:41:36] 直接给他带来各种各样的价值
[00:41:36--00:41:37] 然后他如果想要
[00:41:37--00:41:38] 对他做一个增量信息
[00:41:38--00:41:40] 他也能够很容易的
[00:41:40--00:41:42] 用增量信息加过去的context
[00:41:42--00:41:45] 来去直接构建出新的内容
[00:41:45--00:41:47] 我觉得他们应该很开心才对
[00:41:47--00:41:49] 只是现在可能还没有一个
[00:41:49--00:41:50] 很好的法律或者协议
[00:41:50--00:41:52] 来去规划好这一切
[00:41:52--00:41:53] 但我相信应该会有
[00:41:53--00:41:55] 而且他们意识到这个事情的价值的时候
[00:41:55--00:41:57] 我觉得他们一定最终应该开心
[00:41:57--00:41:59] 以你刚才说的周杰伦为例子
[00:41:59--00:42:01] 今天我们都知道周杰伦
[00:42:01--00:42:02] 那你觉得
[00:42:02--00:42:03] 他也许再过一段时间
[00:42:03--00:42:06] 你可以拿他的数据进行预训练
[00:42:06--00:42:09] 训出一个刘杰伦出来
[00:42:09--00:42:11] 你可以说他的这些数据
[00:42:11--00:42:12] 不源于周杰伦对不对
[00:42:12--00:42:14] 就是他也可以生成相同的曲风
[00:42:14--00:42:16] 然后他可以塑造一个新的IP
[00:42:16--00:42:17] 这个问题怎么解决呢
[00:42:17--00:42:20] 我觉得这种问题肯定到时候就是
[00:42:20--00:42:21] 版权要去维护
[00:42:21--00:42:23] 相当于你要维护你的主体性对吧
[00:42:23--00:42:24] 那比如说我是周杰伦
[00:42:24--00:42:26] 我的主体性在于我的这些曲风
[00:42:26--00:42:27] 我这些表达
[00:42:27--00:42:28] 这些就是我的
[00:42:28--00:42:30] 那现在有另外一个人
[00:42:30--00:42:31] 跟我一样
[00:42:31--00:42:32] 对吧
[00:42:32--00:42:33] 其实在AI之前
[00:42:33--00:42:34] 就有一个人跟一样
[00:42:34--00:42:35] B站有个叫叶香文的人
[00:42:35--00:42:36] 那个up主
[00:42:36--00:42:37] 他就周杰伦非常像
[00:42:37--00:42:38] 而且他都是原创曲风
[00:42:38--00:42:40] 但是就跟周杰伦很像
[00:42:40--00:42:41] 但是你会发现
[00:42:41--00:42:42] 他火到一定程度
[00:42:42--00:42:43] 他还是活不起来
[00:42:43--00:42:44] 那包括
[00:42:44--00:42:46] 就真正周杰伦的歌迷
[00:42:46--00:42:47] 肯定也不会认他
[00:42:47--00:42:48] 大家认得周杰伦这个主体性
[00:42:48--00:42:49] 所以说
[00:42:49--00:42:50] 如果有另外一个人这样过来
[00:42:50--00:42:51] 那周杰伦当然可以选择
[00:42:51--00:42:52] 去维护我的主体性
[00:42:52--00:42:53] 我觉得是
[00:42:53--00:42:54] 是法律和当时我们说的
[00:42:54--00:42:55] 之后未来那个协议
[00:42:55--00:42:57] 那个规则要做的事情
[00:42:57--00:42:58] 对吧
[00:42:58--00:43:01] 因为你冒犯了我的主体性
[00:43:01--00:43:02] 他再次生成的东西
[00:43:02--00:43:04] 跟原来的原版
[00:43:04--00:43:06] 是不一样的了
[00:43:06--00:43:07] 你怎么能说这个曲风
[00:43:07--00:43:09] 就一定独属于一个人呢
[00:43:09--00:43:10] 这在法律上
[00:43:10--00:43:12] 是无法界定的
[00:43:12--00:43:13] 我觉得一个是
[00:43:13--00:43:14] 法律上的界定
[00:43:14--00:43:15] 还有一个是
[00:43:15--00:43:16] 你这个主体性
[00:43:16--00:43:18] 本身已经辐射到的人群
[00:43:18--00:43:19] 对他的界定
[00:43:19--00:43:20] 就比如说大家都听周杰伦
[00:43:20--00:43:21] 现在有一个
[00:43:21--00:43:22] 冒充周杰伦的
[00:43:22--00:43:24] 他去写了一些歌
[00:43:24--00:43:26] 那你是否要选择去听他
[00:43:26--00:43:27] 那至少从叶香伦
[00:43:27--00:43:28] 那个结论上来讲
[00:43:28--00:43:31] 好像他并没有大范围的破圈
[00:43:31--00:43:32] 那我觉得之后
[00:43:32--00:43:33] 比如说我再举个例子
[00:43:33--00:43:35] 比如说那一个经典的IP吧
[00:43:35--00:43:37] 比如说机器猫这个IP
[00:43:37--00:43:39] 那现在有人做了一个
[00:43:39--00:43:41] 可能绿色的机器猫
[00:43:41--00:43:42] 他也是机器猫对吧
[00:43:42--00:43:43] 有人做了绿色机器猫
[00:43:43--00:43:45] 他可能在蹭这个IP
[00:43:45--00:43:46] 然后他也做了一些东西
[00:43:46--00:43:47] 好像IP方
[00:43:47--00:43:48] 版权方也没有办法
[00:43:48--00:43:49] 把它怎么样
[00:43:49--00:43:50] 但是这个IP方的受众
[00:43:50--00:43:51] 他真的会认这个吗
[00:43:51--00:43:53] 我觉得也不一定吧
[00:43:53--00:43:54] 所以我觉得到最后
[00:43:54--00:43:56] 是一个本身你辐射的受众
[00:43:56--00:43:57] 以及就是这个
[00:43:57--00:43:58] 法律相关的
[00:43:58--00:43:59] 一些协议
[00:43:59--00:44:00] 对这些东西的定义
[00:44:00--00:44:01] 综合作用的一个结果
[00:44:01--00:44:02] 我觉得到IP方本身
[00:44:02--00:44:04] 倒不用太担心这个事情
[00:44:04--00:44:06] 如果你的主体性足够强
[00:44:06--00:44:09] 那你在这个时代一定会更强
[00:44:09--00:44:10] 刚才我们谈到的是
[00:44:10--00:44:12] Contest的问题
[00:44:12--00:44:14] 其实作为公司来说
[00:44:14--00:44:15] 你要获取更多的用户Contest
[00:44:15--00:44:18] 你最好是能够设计成一种方法
[00:44:18--00:44:20] 让他觉得就是给你Contest
[00:44:20--00:44:21] 交出自己的Contest
[00:44:21--00:44:23] 是一种上瘾的东西
[00:44:23--00:44:25] 这是最好的收Contest的方法
[00:44:25--00:44:27] 你没有想到这种方法吗
[00:44:28--00:44:29] 我们在做的elis
[00:44:29--00:44:31] 其实就是在做这种方法
[00:44:31--00:44:32] 对因为你比如说
[00:44:32--00:44:35] 你最无脑的就是做一个AI日记本
[00:44:35--00:44:36] 但是你也知道
[00:44:36--00:44:38] 就是AI日记的门槛
[00:44:38--00:44:40] 就记日记的门槛是很高的
[00:44:40--00:44:41] 对吧
[00:44:41--00:44:42] 正经人谁记日记啊
[00:44:42--00:44:43] 对吧
[00:44:43--00:44:44] 所以那个就是相当于
[00:44:44--00:44:45] 你输入Contest
[00:44:45--00:44:47] 但你得不到任何反馈
[00:44:47--00:44:48] 因为人是一定需要反馈的
[00:44:48--00:44:50] 这其实也是个游戏化机制的那种感觉
[00:44:50--00:44:51] 所以在elis里面
[00:44:51--00:44:53] 你输入Contest之后
[00:44:53--00:44:55] 他会从网络上给你叼来好东西
[00:44:55--00:44:57] 因为你总有很多需求吧
[00:44:57--00:44:58] 你可能现在
[00:44:58--00:44:59] 你在找女朋友
[00:44:59--00:45:00] 你在找工作
[00:45:00--00:45:01] 你要干嘛
[00:45:01--00:45:02] 甚至你就单纯找共鸣
[00:45:02--00:45:03] 那就是你的分身
[00:45:03--00:45:04] 给你叼回来了很多东西
[00:45:04--00:45:06] 是因为你输入了这个Contest
[00:45:06--00:45:07] 那你就得到了反馈啊
[00:45:07--00:45:08] 我得到了反馈
[00:45:08--00:45:09] 那我就会想说
[00:45:09--00:45:10] 那我要不要再输入一点
[00:45:10--00:45:12] 所以其实elis这个产品
[00:45:12--00:45:14] 就是在用这样的循环
[00:45:14--00:45:16] 来去Leverage你的Contest
[00:45:16--00:45:18] 其实我教不教Contest
[00:45:18--00:45:19] 很大程度取决于
[00:45:19--00:45:22] 它给我的效用是不是更高的
[00:45:22--00:45:24] 就是当我觉得它的效用很高
[00:45:24--00:45:26] 我有时候就会放弃自己的隐私
[00:45:26--00:45:27] 没错 是的
[00:45:27--00:45:28] 而且我说实话
[00:45:28--00:45:30] 有些时候你就是得放弃你的隐私
[00:45:30--00:45:32] 就是这也是我说的
[00:45:32--00:45:34] 做自己的其中一个点
[00:45:34--00:45:36] 我可以再给你举一个很有趣的例子
[00:45:36--00:45:38] 这也是我们刚做elis
[00:45:38--00:45:39] 我们再举的例子
[00:45:39--00:45:41] 我曾经有个朋友
[00:45:41--00:45:43] 这个朋友有一个很离谱的习惯
[00:45:43--00:45:47] 就是他晚上去上厕所
[00:45:47--00:45:49] 他必须得用夜壶
[00:45:49--00:45:51] 你叫夜壶吗
[00:45:51--00:45:53] 这是个很多很多年前的概念
[00:45:53--00:45:54] 就当时我们听到的时候
[00:45:54--00:45:55] 我们都觉得完全不理解
[00:45:55--00:45:56] 我说哥们儿
[00:45:56--00:45:57] 你在干嘛
[00:45:57--00:45:58] 你家有那么大吗
[00:45:58--00:46:00] 你是住一个什么宫廷吗
[00:46:00--00:46:01] 还是什么
[00:46:01--00:46:03] 你走到洗手间的时间
[00:46:03--00:46:04] 应该就十秒钟就走到了
[00:46:04--00:46:05] 你是十秒钟都等不及吗
[00:46:05--00:46:08] 你为什么一定要在床边放一个夜壶
[00:46:08--00:46:09] 反正他都说
[00:46:09--00:46:10] 我从小到大习惯了
[00:46:10--00:46:11] 我就是要这样
[00:46:11--00:46:13] 反正这是一个很隐私
[00:46:13--00:46:14] 然后又很离谱
[00:46:14--00:46:16] 很怪癖的一个事情
[00:46:16--00:46:19] 然后这个人有一天他交了个女朋友
[00:46:19--00:46:22] 他带着他女朋友回家
[00:46:22--00:46:23] 女朋友走到他的卧室
[00:46:23--00:46:25] 看到他那里放了个夜壶
[00:46:25--00:46:26] 他女朋友就直接就
[00:46:26--00:46:27] 直接就惊了
[00:46:27--00:46:28] 就疯了
[00:46:28--00:46:32] 说你也用夜壶
[00:46:32--00:46:33] 然后他女朋友说
[00:46:33--00:46:34] 他也用夜壶
[00:46:34--00:46:36] 当然这是一个非常非常巧合的事情
[00:46:36--00:46:37] 对吧
[00:46:37--00:46:39] 就是一个很小概率的事件
[00:46:39--00:46:40] 但是就因为这件事情
[00:46:40--00:46:42] 他们俩瞬间
[00:46:42--00:46:43] 就那个时候
[00:46:43--00:46:45] 可能还是在一个暧昧期
[00:46:45--00:46:46] 但因为这个时候
[00:46:46--00:46:48] 他们可能就瞬间用在一起
[00:46:48--00:46:49] 因为说实话
[00:46:49--00:46:51] 你去跟一个普通人去说
[00:46:51--00:46:52] 你还用夜壶
[00:46:52--00:46:54] 那对面肯定多少会有点下头吧
[00:46:54--00:46:55] 就觉得你这个人有点奇怪
[00:46:55--00:46:56] 对吧
[00:46:56--00:46:59] 但是他们俩简直就是天作之合
[00:46:59--00:47:00] 那么我们这个回到
[00:47:00--00:47:02] 我们刚刚说的做自己这个问题
[00:47:02--00:47:05] 假设你在elise的这个网络中
[00:47:05--00:47:07] 对吧假设你在找女朋友
[00:47:07--00:47:11] 那如果你很真实的去做了自己
[00:47:11--00:47:12] 比如说这个人
[00:47:12--00:47:13] 他就说OK
[00:47:13--00:47:15] 我就是睡觉
[00:47:15--00:47:18] 晚上起来我要用夜壶
[00:47:18--00:47:20] 那真的在茫茫人海中
[00:47:20--00:47:21] 就有那样一个人
[00:47:21--00:47:24] 他也干这件事情
[00:47:24--00:47:28] 然后在我们这个基于LM的推荐系统中
[00:47:28--00:47:30] 最终他们俩就会被匹配到一起
[00:47:30--00:47:31] 这是一个超过效率
[00:47:31--00:47:33] 他们一定会被匹配到一起
[00:47:33--00:47:34] 你就会发现
[00:47:34--00:47:36] 他教授了这个隐私
[00:47:36--00:47:38] 他做了真实的自己
[00:47:38--00:47:42] 然后他会收获一段很好的真实的链接
[00:47:42--00:47:44] 甚至是他人生可能最重要的事情
[00:47:44--00:47:45] 他能收获到
[00:47:45--00:47:46] 对吧
[00:47:46--00:47:48] 然后夜壶只是一个
[00:47:48--00:47:50] 并没有听起来没有那么没有那么雅观
[00:47:50--00:47:52] 但是却很形象的例子
[00:47:52--00:47:53] 其实在整个这个网络中
[00:47:53--00:47:54] 还有更多这样的事情
[00:47:54--00:47:56] 可能夜壶也是个比较标签化
[00:47:56--00:47:57] 比较一个低维标签的东西
[00:47:57--00:47:59] 那很多更高维的东西
[00:47:59--00:48:00] 你的一些观点
[00:48:00--00:48:01] 你的一些情感
[00:48:01--00:48:02] 你的一些价值观
[00:48:02--00:48:03] 那这些东西
[00:48:03--00:48:04] 你都能够通过这个网络
[00:48:04--00:48:06] 去找到一个跟你非常共鸣的人
[00:48:06--00:48:07] 比如说你可能
[00:48:07--00:48:08] 你有一个非常离谱的一个价值观
[00:48:08--00:48:11] 他可能甚至政治不是很正确
[00:48:11--00:48:13] 但是另外有的人他可能也有
[00:48:13--00:48:15] 那这个网络能把你连接起来
[00:48:15--00:48:16] 所以只要你真实的做自己
[00:48:16--00:48:18] 你反而就能收获到更多
[00:48:18--00:48:20] 真正对你有用的东西
[00:48:20--00:48:22] 这是一个Dating App吗
[00:48:22--00:48:25] 这不是一个纯粹的Dating App
[00:48:25--00:48:26] 因为很多人也会这么理解嘛
[00:48:26--00:48:29] 就是说你这是不是一个AI版的Tender
[00:48:29--00:48:30] 对吧
[00:48:30--00:48:32] 那我的回答都是
[00:48:32--00:48:34] 它是一个AI版的Tender
[00:48:34--00:48:36] 它同时也是一个AI版的LinkedIn
[00:48:36--00:48:38] 它同时也是一个AI版的
[00:48:38--00:48:40] 可能你只是要去寻找共鸣
[00:48:40--00:48:42] 寻找什么高维链接的这样一个东西
[00:48:42--00:48:44] 它是一切的链接
[00:48:44--00:48:46] 因为其实市面上有很多做这种
[00:48:46--00:48:47] 对吧就是AI版的Tender
[00:48:47--00:48:48] AI版的LinkedIn
[00:48:48--00:48:50] 很多其实你会发现它做的很工具
[00:48:50--00:48:51] 然后之前这类产品
[00:48:51--00:48:52] 其实它的问题也是
[00:48:52--00:48:53] 你用完即走嘛
[00:48:53--00:48:55] 因为它其实是工具类的产品
[00:48:55--00:48:57] 但是真正的连接
[00:48:57--00:48:59] 其实往往它发生在这种
[00:48:59--00:49:01] 不经意之间
[00:49:01--00:49:03] 它其实发生在你并不是说
[00:49:03--00:49:05] 我就是为了去找工作而找工作
[00:49:05--00:49:07] 我就是为了去连接而连接
[00:49:07--00:49:08] 它反而连接不到
[00:49:08--00:49:09] 我去几个
[00:49:09--00:49:11] 昨天刚听到一些Good Case
[00:49:11--00:49:12] 昨天有投资人过来跟我说
[00:49:12--00:49:13] 他约到了一个
[00:49:13--00:49:15] 之前很难约的创始人
[00:49:15--00:49:16] 之前很多人想约的创始人
[00:49:16--00:49:17] 都没约到
[00:49:17--00:49:19] 但他在伊利斯纳约到了
[00:49:19--00:49:20] 当然这种事情比比皆是
[00:49:20--00:49:21] 伊利斯纳约产生
[00:49:21--00:49:23] 已经产生无数这样的连接了
[00:49:23--00:49:24] 他指其中一个
[00:49:24--00:49:26] 那我说你是怎么约到的
[00:49:26--00:49:27] 他说
[00:49:27--00:49:28] 他是因为那个创始人
[00:49:28--00:49:32] 发了一条跟嘻哈有关的东西
[00:49:32--00:49:33] 然后他的分享之前
[00:49:33--00:49:35] 就是有大量这样的记忆
[00:49:35--00:49:36] 他又过去给他给了一个很妙的
[00:49:36--00:49:38] 嘻哈方面的一个评论
[00:49:38--00:49:40] 然后他们俩就嘻哈这件事情去聊起来了
[00:49:40--00:49:41] 后来约了新下见面
[00:49:41--00:49:43] 然后再去聊工作
[00:49:43--00:49:44] 你会发现其实人生中的
[00:49:44--00:49:45] 很多事情也是这样
[00:49:45--00:49:47] 当你很刻意的就去相亲的时候
[00:49:47--00:49:49] 其实你很难去找到那个
[00:49:49--00:49:50] 刚好跟你匹配的东西
[00:49:50--00:49:51] 当你能找到
[00:49:51--00:49:53] 但是那是个非常工具化的一个过程
[00:49:53--00:49:54] 但是其实很多的连接
[00:49:54--00:49:56] 是在不经意之间的
[00:49:56--00:49:58] 我可以把它类比成一个大模型
[00:49:58--00:49:59] 它很像一个通用大模型
[00:49:59--00:50:00] 其实这个世界上是不存在
[00:50:00--00:50:02] 不存在垂直大模型的对吧
[00:50:02--00:50:04] 大模型必须得是通用大模型
[00:50:04--00:50:06] 它其实反而能做好一切垂直的事情
[00:50:06--00:50:08] 你单独运一个垂直大模型
[00:50:08--00:50:10] 它其实反而做不好那些通用的事情
[00:50:10--00:50:11] 对吧
[00:50:11--00:50:12] 就反而做不好垂直的事情
[00:50:12--00:50:14] 这个我觉得就有点像刚刚
[00:50:14--00:50:16] 刚才我们所谓的连接也是一样
[00:50:16--00:50:18] 它必须得是一个通用的东西
[00:50:18--00:50:20] 它包含了你所有的context
[00:50:20--00:50:21] 那么我们
[00:50:21--00:50:23] 来看看它能产生怎样的告别连接
[00:50:23--00:50:25] 所以它不是一个约会
[00:50:25--00:50:26] 不是一个dating app
[00:50:26--00:50:28] 它是一个everything app
[00:50:28--00:50:31] 它会解决你一切的连接
[00:50:31--00:50:33] 上一个时代的everything app是微信
[00:50:33--00:50:35] 那你觉得elis如果成功
[00:50:35--00:50:37] 它和微信的关系是什么
[00:50:37--00:50:40] 我其实刚开始一直也都没有去说
[00:50:40--00:50:42] 我们要去颠覆微信这种话
[00:50:42--00:50:44] 我觉得说出来就有点
[00:50:44--00:50:45] 对吧
[00:50:45--00:50:46] 有点太中二了
[00:50:46--00:50:50] 但是我觉得可能在将来微信的
[00:50:50--00:50:52] 关于社交和人和人之间的
[00:50:52--00:50:54] 连接的这一部分
[00:50:54--00:50:56] 它确实是有可能会被一个
[00:50:56--00:50:58] 全新范式的东西取代
[00:50:58--00:51:00] 因为其实你现在看微信
[00:51:00--00:51:04] 微信已经是一个相当于
[00:51:04--00:51:06] 你的关系链在里面商增了
[00:51:06--00:51:08] 有15年的产品
[00:51:08--00:51:10] 你在微信里面有几千个好友
[00:51:10--00:51:11] 但是你会发现
[00:51:11--00:51:13] 现在的微信的朋友圈
[00:51:13--00:51:14] 就年前不是还出了个报告吗
[00:51:14--00:51:17] 就朋友圈的互动率已经下降了
[00:51:17--00:51:19] 多少百分之四十还有多少
[00:51:19--00:51:20] 然后包括你现在
[00:51:20--00:51:22] 我估计你也不怎么刷微信吧
[00:51:22--00:51:25] 因为其实里面大家发真东西很多
[00:51:25--00:51:26] 你可能发一个
[00:51:26--00:51:27] 可能一大堆人过来点赞
[00:51:27--00:51:28] 评论也是寥寥无几
