[00:00:01--00:00:03] 为什么你做这件事情比大部分人都早
[00:58:55--00:58:57] 就是说可能这是第三阶
[00:58:57--00:58:58] 或者我们说AGI
[00:58:58--00:59:01] 可能就是一个普通
[00:59:01--00:59:02] 比如一本大学生
[00:59:02--00:59:06] 能够在电脑上能做的事情的一个能力
[00:59:06--00:59:08] 但是人类社会的边界
[00:59:08--00:59:09] 就是说
[00:59:09--00:59:11] 就这当然是80%
[00:59:11--00:59:12] 或者90%的人
[00:59:12--00:59:13] 那人的社会边界
[00:59:13--00:59:16] 或者说我们最崇拜什么样的人呢
[00:59:16--00:59:18] 那一方面就是这些创新的人
[00:59:18--00:59:19] 对吧
[00:59:19--00:59:21] 爱因斯坦或者高根
[00:59:21--00:59:22] 或者梵高
[00:59:22--00:59:24] 或者贝多芬
[00:59:24--00:59:26] 能创造新的东西的人
[00:59:26--00:59:28] 另一部分就是
[00:59:28--00:59:29] 我能创造新的组织
[00:59:29--00:59:30] 或者伟大的组织的人
[00:59:30--00:59:31] 对吧
[00:59:31--00:59:32] 就像伊朗马斯克
[00:59:32--00:59:34] 或者Steve Jobs
[00:59:34--00:59:36] 那我觉得很自然
[00:59:36--00:59:38] 就是这两个事情很重要
[00:59:38--00:59:40] 对
[00:59:40--00:59:42] 离你说的实现这个愿景
[00:59:42--00:59:46] 我感觉中间还有几个关键的东西要突破的
[00:59:46--00:59:48] 你比如说长期记忆
[00:59:48--00:59:52] 你感觉长期记忆是一个短期可以预期突破的问题吗
[00:59:52--00:59:53] 也许吧
[00:59:53--00:59:56] 当然也取决于多短期
[00:59:56--00:59:57] 但是我觉得
[00:59:57--00:59:58] 我觉得必然会突破的
[00:59:58--01:00:01] 就是一个事情它足够有价值
[01:00:01--01:00:03] 总会有突破的
[01:00:03--01:00:06] 如果你对技术乐观的话
[01:00:06--01:00:08] 这个你要展开讲了讲了
[01:00:08--01:00:10] 这个是从context
[01:00:10--01:00:11] long context下的时候
[01:00:11--01:00:15] 是在模型的架构本身发生一些变化
[01:00:15--01:00:17] 我不知道我能share多少
[01:00:17--01:00:19] 但是我的believe是说
[01:00:19--01:00:21] 就是我在博客里面提到的就是utility问题
[01:00:21--01:00:22] 对吧
[01:00:22--01:00:25] 就是说为什么我们现在这个模型的能力
[01:00:25--01:00:26] 推理这么强
[01:00:26--01:00:27] 考试这么强
[01:00:27--01:00:28] 玩游戏这么强
[01:00:28--01:00:30] 但它还没有创造足够的经济价值
[01:00:30--01:00:31] 我觉得
[01:00:31--01:00:35] 其实可能根本的原因就是它没有这些context
[01:00:35--01:00:37] 然后在人类社会里面
[01:00:37--01:00:39] 比较tricky的一点就是说
[01:00:39--01:00:41] 当然我们写下来很多东西
[01:00:41--01:00:42] 我们用文字
[01:00:42--01:00:43] 用google doc
[01:00:43--01:00:44] 用notion
[01:00:44--01:00:45] 我们记录下很多东西
[01:00:45--01:00:49] 但是有很多context永远只是在人大脑里面
[01:00:49--01:00:52] 这个基于分布式的这样一个维护的
[01:00:52--01:00:53] 对吧
[01:00:53--01:00:54] 就比如说你老板
[01:00:54--01:00:56] 跟你的一些这个行为习惯
[01:00:56--01:00:59] 或者一些很难用语言总结下来的东西
[01:00:59--01:01:01] 这些context
[01:01:01--01:01:02] 它存在人脑海里
[01:01:02--01:01:05] 人永远没有办法把这些东西全部写下来
[01:01:05--01:01:08] 这就导致人是不可或缺的
[01:01:08--01:01:10] 因为只有人有这种能力
[01:01:10--01:01:13] 能够进入这样一个环境
[01:01:13--01:01:16] 然后去获得这样的一个context
[01:01:16--01:01:17] 对吧
[01:01:17--01:01:18] 就是说
[01:01:18--01:01:20] 如果这个问题解决
[01:01:20--01:01:21] 那我觉得
[01:01:21--01:01:25] 可能utility问题就可以很大程度解决
[01:01:25--01:01:26] 对吧
[01:01:26--01:01:29] 因为这世界上大多数人并不是这个steve jobs
[01:01:29--01:01:30] 或者也并不是爱因斯坦
[01:01:30--01:01:32] 他可能只是一个普通人
[01:01:32--01:01:36] 他数学推理能力或者whatever也没有欧三强
[01:01:36--01:01:38] 但是他能够去managecontext
[01:01:38--01:01:39] 他
[01:01:39--01:01:41] 他比如说他去的这个公司七天之后
[01:01:41--01:01:44] 他除了这些文字上看到的东西之外
[01:01:44--01:01:47] 他脑子里面有一些积累下来的context
[01:01:47--01:01:49] 然后这个context使你比欧三有优势
[01:01:49--01:01:50] 对吧
[01:01:50--01:01:51] 因为欧三没有这些context
[01:01:51--01:01:52] 你有这些context
[01:01:52--01:01:53] 虽然你没有欧三聪明
[01:01:53--01:01:54] 但你有这些context
[01:01:54--01:01:56] 所以你做的比欧三好
[01:01:56--01:01:57] 对
[01:01:57--01:01:59] 你刚才提到一个很关键的
[01:01:59--01:02:02] 就是模型或者agent要有一个内生的奖励系统
[01:02:02--01:02:04] 那今天是不是好像还没有
[01:02:04--01:02:07] 那如果要赋予他一个内生的奖励系统
[01:02:07--01:02:10] 是不是我持续自主学习的过程当中
[01:02:10--01:02:13] 我就可以改动我的一些模型的权重
[01:02:13--01:02:16] 那就变得更加的聪明
[01:02:16--01:02:18] 你感觉离这一步还有多远
[01:02:18--01:02:19] 我不知道
[01:02:19--01:02:21] 我觉得会有这一天
[01:02:21--01:02:23] 但是很难预测什么时候
[01:02:23--01:02:27] 当然就是说当然他自我自我提升的方法
[01:02:27--01:02:29] 也许是改变自己的权重
[01:02:29--01:02:32] 也许是有一个基于语言的长期记忆
[01:02:32--01:02:36] 也许是一个基于embedding或者其他东西的长期记忆
[01:02:36--01:02:40] 但是他会自我提升
[01:02:40--01:02:42] 但是具体是什么方式
[01:02:42--01:02:43] 什么时候
[01:02:43--01:02:45] 我觉得这还有不确定性
[01:02:45--01:02:47] 内生奖励你要讲讲吗
[01:02:47--01:02:48] 就像我刚刚说的
[01:02:48--01:02:51] 就是说很多创新者
[01:02:51--01:02:55] 他为什么能够在没有外在激励的情况下去做很多事情
[01:02:55--01:02:59] 他是有一个自己内在的价值观或者激励
[01:02:59--01:03:00] 然后这个事情
[01:03:00--01:03:05] 其实我觉得AI或者neuroscience已经研究了很久很多年
[01:03:05--01:03:07] 从某种程度上来说
[01:03:07--01:03:10] 婴儿是有这样的一个
[01:03:10--01:03:12] 基于好奇心或者
[01:03:12--01:03:14] 这个自我的reward
[01:03:14--01:03:16] 就是你会发现很多婴儿他会
[01:03:16--01:03:17] 玩这些玩具
[01:03:17--01:03:19] 他会用嘴咬咬这样一个东西
[01:03:19--01:03:20] 或者干别的
[01:03:20--01:03:22] 那你说他获得什么reward了吗
[01:03:22--01:03:23] 他也没有升职加薪
[01:03:23--01:03:24] 他也没有获得钱
[01:03:24--01:03:26] 他没有这些外来激励
[01:03:26--01:03:27] 他就是好奇
[01:03:27--01:03:28] 他就是说
[01:03:28--01:03:29] 如果我做这个事情
[01:03:29--01:03:31] 那我会有什么样的感觉
[01:03:31--01:03:32] 这个感觉如果是新的
[01:03:32--01:03:34] 那我可以学习
[01:03:34--01:03:35] 就是
[01:03:35--01:03:37] 他获得安全感
[01:03:37--01:03:38] 对就是说
[01:03:38--01:03:41] 好奇心或者掌控感或者安全感
[01:03:41--01:03:42] 就是有一些
[01:03:42--01:03:43] 这样的
[01:03:43--01:03:46] 内在的motivation使他做这些事情
[01:03:46--01:03:47] 否则的话
[01:03:47--01:03:48] 你很难从一个理性的角度解释
[01:03:48--01:03:49] 他为什么会做这些事情
[01:03:49--01:03:50] 对
[01:03:50--01:03:51] 但是
[01:03:51--01:03:52] 很有意思的是
[01:03:52--01:03:53] 我觉得
[01:03:53--01:03:54] 当人长大之后
[01:03:54--01:03:56] 他有了一个
[01:03:56--01:03:57] 就当你是婴儿的时候
[01:03:57--01:03:59] 你其实是一个基于视觉
[01:03:59--01:04:00] 基于物理
[01:04:00--01:04:02] 基于物理世界的
[01:04:02--01:04:04] 对世界的一个理解
[01:04:04--01:04:05] 对吧
[01:04:05--01:04:08] 你学习的是怎么把你的这些触觉
[01:04:08--01:04:09] 听觉视觉
[01:04:09--01:04:13] 和你的运用谷歌的这些各种能力
[01:04:13--01:04:14] 给结合起来
[01:04:14--01:04:15] 对吧
[01:04:15--01:04:16] 但当你长大之后
[01:04:16--01:04:18] 你有了一个基于语言
[01:04:18--01:04:19] 或者基于推理
[01:04:19--01:04:20] 或者基于文字的
[01:04:20--01:04:21] 对世界的一个理解
[01:04:21--01:04:22] 对吧
[01:04:22--01:04:23] 就这个世界是怎么运作的
[01:04:23--01:04:24] 我怎么才能开一个公司
[01:04:24--01:04:25] 我怎么才能升职
[01:04:25--01:04:27] 我怎么才能做各种各样的事情
[01:04:27--01:04:29] 你在玩的不是一个物理游戏了
[01:04:29--01:04:30] 而是一个文字游戏
[01:04:30--01:04:33] 那在这个文字游戏里面
[01:04:33--01:04:34] 你
[01:04:34--01:04:36] 你当然也有这样的内在激励
[01:04:36--01:04:38] 但好像又很不一样
[01:04:38--01:04:39] 我觉得这是现在的一个挑战
[01:04:39--01:04:40] 就是说
[01:04:40--01:04:41] 传统的AI它比如说
[01:04:41--01:04:42] 你去玩迷宫
[01:04:42--01:04:44] 或者你去玩一些
[01:04:44--01:04:46] 这个机器人的仿真
[01:04:46--01:04:48] 它可以定义出来一些
[01:04:48--01:04:49] 比如基于世界模型
[01:04:49--01:04:50] 或者基于
[01:04:50--01:04:51] 各种各样
[01:04:51--01:04:53] 人婴儿时候的这些motivation的
[01:04:53--01:04:55] 这样的内在激励
[01:04:55--01:04:57] 但当你在玩一个文字游戏的时候
[01:04:57--01:04:59] 你怎么去做一个内在激励
[01:04:59--01:05:00] 这似乎又变得很不一样了
[01:05:00--01:05:01] 对
[01:05:01--01:05:03] 在你研究Agent的过程中
[01:05:03--01:05:04] 你有对人
[01:05:04--01:05:05] 不管是思考
[01:05:05--01:05:09] 还是任何有更深的认知吗
[01:05:09--01:05:10] 你怎么看人和Agent
[01:05:10--01:05:11] 它们的同与不同
[01:05:11--01:05:13] 最大的感触就是我意识到
[01:05:13--01:05:15] 人之所以能见到Light
[01:05:15--01:05:16] 是因为能推理
[01:05:16--01:05:19] 我觉得这个可能是最重要的
[01:05:19--01:05:21] 最重要的这个takeover
[01:05:21--01:05:22] 然后我觉得
[01:05:22--01:05:23] 这个事情很有意思
[01:05:23--01:05:24] 因为我
[01:05:24--01:05:27] 我18年的时候在MIT
[01:05:27--01:05:29] 我在George Stenelbaum的实验室
[01:05:29--01:05:32] 就是他是一个认知科学的大佬
[01:05:32--01:05:33] 然后我学了很多认知科学
[01:05:33--01:05:35] 然后认知科学
[01:05:35--01:05:36] 或者计算认知科学
[01:05:36--01:05:39] 它的一个核心的故事就是说
[01:05:39--01:05:40] 我应该
[01:05:40--01:05:41] 就我们现在这些AI
[01:05:41--01:05:42] 虽然有很多进展
[01:05:42--01:05:43] 但是它有很多问题
[01:05:43--01:05:44] 对吧
[01:05:44--01:05:46] 然后我们要去看看人是怎么
[01:05:46--01:05:47] 人有哪些优势
[01:05:47--01:05:49] 然后人是怎么去做这些事情的
[01:05:49--01:05:50] 为什么人能
[01:05:50--01:05:51] 对吧
[01:05:51--01:05:52] 把这个事情做得更好
[01:05:52--01:05:54] 比如人能够从几个样本中
[01:05:54--01:05:55] 泛化
[01:05:55--01:05:56] 但是机器不能
[01:05:56--01:05:57] 那为什么
[01:05:57--01:05:58] 我们要从人身上寻找这些方法
[01:05:58--01:06:01] 然后去把它应用到AI上
[01:06:01--01:06:02] 那后来
[01:06:02--01:06:05] 我的认知是
[01:06:05--01:06:06] 你会发现
[01:06:06--01:06:08] 现在work的这些AI系统
[01:06:08--01:06:09] 它还是会和人很不一样
[01:06:09--01:06:10] 对吧
[01:06:10--01:06:12] 就是skilling law
[01:06:12--01:06:14] 或者rl
[01:06:14--01:06:15] 或者很多东西
[01:06:15--01:06:17] 它和人学习方法就是很不一样
[01:06:17--01:06:20] 那我觉得可能一个更好的
[01:06:20--01:06:22] 从人身上接近的方法是
[01:06:22--01:06:24] 你去思考
[01:06:24--01:06:26] 人能做什么
[01:06:26--01:06:28] 而机器现在不能做
[01:06:28--01:06:30] 这是一个客观的事情
[01:06:30--01:06:31] 但是
[01:06:31--01:06:33] 你找到这份问题之后
[01:06:33--01:06:36] 你可以基于第一性原理去思考
[01:06:36--01:06:37] 怎么去解决这个问题
[01:06:37--01:06:40] 你不一定要去依赖于人怎么解决这个问题
[01:06:40--01:06:41] 而解决这个问题
[01:06:41--01:06:43] 就比如说人
[01:06:43--01:06:46] 我觉得他现在能做的事情
[01:06:46--01:06:48] 比如说我能进一家公司
[01:06:48--01:06:50] 我能够工作7天
[01:06:50--01:06:51] 或者当个实习生
[01:06:51--01:06:52] 到三个月
[01:06:52--01:06:55] 然后我能积累这个公司的context
[01:06:55--01:06:57] 然后我虽然可能不是很聪明
[01:06:57--01:06:58] 我是一个二本的
[01:06:58--01:06:59] 或者一本的毕业的学生
[01:06:59--01:07:01] 但我可以做很多学习的事情
[01:07:01--01:07:03] 但是我现在AI做不了的事情
[01:07:03--01:07:05] 这是个客观存在的事实
[01:07:05--01:07:07] 那怎么解决这个问题
[01:07:07--01:07:09] 可能认知科学或者神经科学会告诉你
[01:07:09--01:07:12] 人脑有这样的这个海马体
[01:07:12--01:07:13] 或者episodic memory
[01:07:13--01:07:15] 或者有这样的架构那样的东西
[01:07:15--01:07:18] 但我觉得你可能不需要去
[01:07:18--01:07:20] 完全照抄这样的事情
[01:07:20--01:07:22] 你可以去从第一性原理设计
[01:07:22--01:07:25] not memory要怎么设计
[01:07:25--01:07:26] 所以我觉得
[01:07:26--01:07:28] 从人身上可以借鉴的是
[01:07:28--01:07:30] 有哪一批人是能做
[01:07:30--01:07:31] 或者机器做不了
[01:07:31--01:07:34] 这是一个很robust很客观的事情
[01:07:34--01:07:35] 但至于就是说
[01:07:35--01:07:38] 人是怎么能做这些事情
[01:07:38--01:07:40] 以及我们要多少程度上借鉴
[01:07:40--01:07:41] 这样的一个方法
[01:07:41--01:07:43] 这是一个我觉得更主观
[01:07:43--01:07:45] 或者更noise的问题
[01:07:45--01:07:46] 因为一方面
[01:07:46--01:07:47] 神经科学或者认知科学
[01:07:47--01:07:48] 它也没有说百分之百
[01:07:48--01:07:49] 解决的这些问题
[01:07:49--01:07:51] 它只是说我提供了这样的猜想
[01:07:51--01:07:52] 另一方面是
[01:07:52--01:07:54] 即使它是一个被confirm的事情
[01:07:54--01:07:55] 比如说人
[01:07:55--01:07:58] 人的视觉其实是个相对被
[01:07:58--01:07:59] 研究的更深刻
[01:07:59--01:08:00] 或者更透彻的视觉
[01:08:00--01:08:01] 对吧
[01:08:01--01:08:03] 人有六层的这样的cortex
[01:08:03--01:08:05] 然后它每一层有各种各样的结构
[01:08:05--01:08:08] 我觉得你可以学到的take away是说
[01:08:08--01:08:10] 我需要去做这样一个new network
[01:08:10--01:08:11] 但我必不需要去照抄
[01:08:11--01:08:13] 就是说它有各种各样的细节
[01:08:13--01:08:15] 如果在设计agent的时候
[01:08:15--01:08:17] 需要让它越来越像人吗
[01:08:17--01:08:19] again我觉得是一个utility problem
[01:08:19--01:08:20] 就是说
[01:08:20--01:08:21] 我觉得就是说
[01:08:21--01:08:25] 很多问题不像人更有价值
[01:08:25--01:08:26] 比如下围棋
[01:08:26--01:08:28] 或者I don't know就是开车
[01:08:28--01:08:29] 可能大多数人
[01:08:29--01:08:32] 可能大多数人开车方向并不好
[01:08:32--01:08:33] 对吧
[01:08:33--01:08:37] 可能基于规则有更好的开车方式
[01:08:37--01:08:40] 但有些东西向人更好
[01:08:40--01:08:43] 你就应该思考怎么去bridge the gap
[01:08:43--01:08:45] 怎么去填补空缺
[01:08:45--01:08:47] 下围棋或者打游戏
[01:08:47--01:08:48] no
[01:08:48--01:08:49] 我基于R
[01:08:49--01:08:50] 我可以学到和人不一样
[01:08:50--01:08:52] 比人更好的方式
[01:08:52--01:08:54] 我就不应该向人
[01:08:54--01:08:57] 但是在一个公司打工
[01:08:57--01:08:58] 然后和老板搞好关系
[01:08:58--01:09:01] 然后去完成各种各样的任务
[01:09:01--01:09:03] 这个事情人就是比AI现在做得更好
[01:09:03--01:09:06] 我们就应该适度更像人
[01:09:06--01:09:10] 你怎么思考人和agent未来的关系
[01:09:10--01:09:13] 要给agent发身份证吗
[01:09:13--01:09:16] 我觉得这是个交互方式的问题
[01:09:16--01:09:17] 就是说
[01:09:17--01:09:21] 很有可能未来有很多agent
[01:09:21--01:09:22] 但他长得并不像人
[01:09:22--01:09:24] 或者你和他交互的方式并不像人
[01:09:24--01:09:25] 他可能是个平台
[01:09:25--01:09:27] 或者是一个页面
[01:09:27--01:09:29] 或者是一个游戏
[01:09:29--01:09:31] 或者是一个别的东西
[01:09:31--01:09:33] 你可能就不会把他理人化
[01:09:33--01:09:36] 但当然我觉得肯定会有很多理人化的agent
[01:09:36--01:09:39] 如果agent他有了长期记忆
[01:09:39--01:09:41] 他是不是就是你的朋友了
[01:09:41--01:09:42] 他是你的朋友了
[01:09:42--01:09:44] 人和agent就平等了
[01:09:44--01:09:47] 是不是我们就要给他发身份证了
[01:09:47--01:09:49] 发身份证的目的是什么
[01:09:49--01:09:51] 就是他作为一个独立个体
[01:09:51--01:09:53] 跟我们共存了
[01:09:53--01:09:55] 我觉得会有可能
