[00:00:03--00:00:04] Hello 大家好,我是小骏
[00:00:04--00:00:07] 2026年除了嘉宾访谈
[00:58:23--00:58:24] 这些更多的
[00:58:24--00:58:26] 经验的传授
[00:58:26--00:58:28] 来去不断的去提升模型的能力
[00:58:28--00:58:31] 而对于这个巨神来讲的话呢
[00:58:31--00:58:32] 我觉得
[00:58:32--00:58:34] 他现在的问题可能在两端
[00:58:34--00:58:35] 第一端就是在预训练
[00:58:35--00:58:38] 其实现在缺乏了足够的
[00:58:38--00:58:39] 预训练的数据
[00:58:39--00:58:42] 那这个预训练数据我觉得需要有
[00:58:42--00:58:44] 物理的这个世界
[00:58:44--00:58:48] 无论是真实的物理的世界还是仿真的物理世界
[00:58:48--00:58:52] 以及他所需要去交互的这些的资产比如说电脑
[00:58:52--00:58:53] 比如说
[00:58:53--00:58:55] 咱们在这的这个咖啡杯
[00:58:55--00:58:56] 等等之类
[00:58:56--00:59:00] 同时呢他需要有这些经验的传授比如说人
[00:59:00--00:59:01] 或者是一个机器人
[00:59:01--00:59:06] 在这该如何去操作不同的物体与这个物理的世界如何去交互
[00:59:06--00:59:07] 以及在这
[00:59:07--00:59:09] 相应的语言的定义
[00:59:09--00:59:14] 还有呢就是相应的评价标准这个知识在哪里是好的在哪里是不好的
[00:59:14--00:59:17] 对吧然后给到相应的这些学习的信号
[00:59:17--00:59:20] 这个我认识很关键的一个预训练的一个需求
[00:59:20--00:59:22] 在这呢其实我觉得现在
[00:59:22--00:59:24] 整个行业还是缺乏
[00:59:24--00:59:26] 最规模化的
[00:59:26--00:59:27] 预训练的数据
[00:59:27--00:59:29] 来帮助整个
[00:59:29--00:59:30] 巨深
[00:59:30--00:59:35] 来达到一个经过预训练了以后一个机座模型的一个基础能力
[00:59:35--00:59:38] 这个我觉得是极其关键的一个缺失
[00:59:38--00:59:41] 第二个的话呢我觉得就是评价能力
[00:59:41--00:59:44] 这个点其实我觉得很多人可能没有想到比如说
[00:59:44--00:59:46] 自动驾驶或者大圆模型
[00:59:46--00:59:50] 为什么他们的模型提升会那么快
[00:59:50--00:59:52] 自动驾驶本质上来讲是因为
[00:59:52--00:59:55] 它的评价是免费的
[00:59:55--00:59:58] 怎么说这件事呢因为自动驾驶的评价是通过
[00:59:58--01:00:00] 它在端侧部署的叫shadow mode
[01:00:00--01:00:03] 就是中文叫影子模式
[01:00:03--01:00:05] 那其实就是把它的算法
[01:00:05--01:00:06] 部署在车端
[01:00:06--01:00:09] 在它的仿真世界里头
[01:00:09--01:00:10] 去跑线的算法
[01:00:10--01:00:13] 它并不去做相应的
[01:00:13--01:00:15] 真正的执行但是呢会把它
[01:00:15--01:00:16] 所输出的信号
[01:00:16--01:00:18] 和开车的司机
[01:00:18--01:00:20] 所操作的信号去做对比
[01:00:20--01:00:22] 当遇到了一些不同的地方的时候
[01:00:22--01:00:25] 把这个作为一个反馈拿回来
[01:00:25--01:00:28] 因为比方说如果说这个人是一个老师的话
[01:00:28--01:00:31] 那当学生和老师有一定差异的时候
[01:00:31--01:00:35] 很有可能这个时候是学生做错的时候
[01:00:35--01:00:36] 所以这个是一个
[01:00:36--01:00:37] 极其
[01:00:37--01:00:41] 便宜廉价或者免费的一个信号拿回来
[01:00:41--01:00:42] 来帮助
[01:00:42--01:00:44] 自动驾驶来评价他们
[01:00:44--01:00:46] 相应的这个情况
[01:00:46--01:00:48] 以及这个信号也包括相应的示范
[01:00:48--01:00:50] 也包括相应的经验
[01:00:50--01:00:52] 告诉他们当你这错了以后老师是怎么做的
[01:00:52--01:00:54] 人是怎么做的
[01:00:54--01:00:57] 来让你去基于更多的模仿的学习
[01:00:57--01:00:58] 去提升自己
[01:00:58--01:01:00] 我认为大圆模型其实
[01:01:00--01:01:02] 也有这样一个
[01:01:02--01:01:04] 影子模式
[01:01:04--01:01:05] 这个影子模式就是
[01:01:05--01:01:08] 当这些大圆模型已经上线了以后
[01:01:08--01:01:09] 与用户的交互
[01:01:09--01:01:10] 对吧其实
[01:01:10--01:01:12] 比方说咱们在用GPT
[01:01:12--01:01:15] 用不同大圆模型的时候咱们也给他不同的反馈
[01:01:15--01:01:19] 这些反馈其实也是一个免费的影子模式
[01:01:19--01:01:21] 来帮助他们去告诉他们哪里好
[01:01:21--01:01:22] 哪里不好
[01:01:22--01:01:24] 给他们一些示范
[01:01:24--01:01:25] 帮助他们去提升
[01:01:25--01:01:28] 这也是一个免费的一个评价
[01:01:28--01:01:29] 而对于巨神来讲的话
[01:01:29--01:01:31] 现在并不具备这样一个
[01:01:31--01:01:33] 大规模的
[01:01:33--01:01:34] 评价的能力
[01:01:34--01:01:37] 那我认为这个一定要基于仿真去提供
[01:01:37--01:01:39] 在巨神在机器人
[01:01:39--01:01:41] 他不具备一个就是
[01:01:41--01:01:43] 在真实世界
[01:01:43--01:01:45] 去提供影子模式的一个基础
[01:01:45--01:01:50] 那他唯一可以的这件事就是基于仿真去规模化
[01:01:50--01:01:51] 评价
[01:01:51--01:01:55] 他可以拿到更多的信号又把这些信号给到
[01:01:55--01:01:56] 巨神的大脑
[01:01:56--01:01:57] 让他们不断的去提升
[01:01:57--01:01:58] 所以我认为
[01:01:58--01:02:00] 评价这其实也是
[01:02:00--01:02:05] 就是巨神模型他们对于数据的一个核心的缺失
[01:02:05--01:02:10] 所以机器人的数据收集问题比大圆模型可能是结构性的难
[01:02:10--01:02:12] 对我觉得要难很多
[01:02:12--01:02:14] 可能是几个数量级的难
[01:02:14--01:02:17] 如果足够多的数据是100分
[01:02:17--01:02:19] 你觉得大圆模型今天的数据能到多少分
[01:02:19--01:02:21] 你觉得机器人的数据能到多少分
[01:02:21--01:02:25] 我其实觉得可能很难去定义这个100分
[01:02:25--01:02:29] 我举一个例子其实人的学习是无止境的
[01:02:29--01:02:31] 所以从人的角度来讲你其实可以看
[01:02:31--01:02:32] 越有能力的人
[01:02:32--01:02:33] 他可能
[01:02:33--01:02:35] 学习能力更强
[01:02:35--01:02:38] 他其实每天涉猎的数据会更多
[01:02:38--01:02:39] 而不是更少
[01:02:39--01:02:41] 对当然就是说我觉得
[01:02:41--01:02:43] 如果从一个概念上来看的话呢
[01:02:43--01:02:48] 我觉得可能大圆模型在预训练可能已经到点了
[01:02:48--01:02:51] 我觉得他们可能更多的是在后训练和评测
[01:02:51--01:02:53] 我其实觉得在后训练和评测
[01:02:53--01:02:57] 我认为大圆模型可能还有很长的一个路要走
[01:02:57--01:02:59] 我估计可能大圆模型现在
[01:02:59--01:03:00] 可能到了60分
[01:03:00--01:03:02] 但是真正的要往上去提升
[01:03:02--01:03:03] 我觉得还有很大的一个空间
[01:03:03--01:03:06] 就是在后训练和评测的阶段
[01:03:06--01:03:09] 那我认为对于巨神来讲的话
[01:03:09--01:03:10] 假设
[01:03:10--01:03:12] 100万个机器人
[01:03:12--01:03:14] 所回来的数据是一个起点
[01:03:14--01:03:17] 这个起点可能都不是100分是一个60分
[01:03:17--01:03:18] 我觉得现在
[01:03:18--01:03:20] 都没有1万台机器人
[01:03:20--01:03:21] 无论是
[01:03:21--01:03:22] 在真实
[01:03:22--01:03:25] 或者仿真或者是人类的数据
[01:03:25--01:03:27] 能够去提供这类的数据
[01:03:27--01:03:31] 所以我认为其实如果从这个角度来讲可能0.6分都不到
[01:03:31--01:03:34] 0.6分都不到
[01:03:34--01:03:36] 这个其实给大家一个直观的感受
[01:03:36--01:03:38] 但我觉得今天大圆模型的数据问题
[01:03:38--01:03:40] 随着它从chartbot
[01:03:40--01:03:41] 走到了agent的阶段
[01:03:41--01:03:45] 其实agent方面也会更加的缺乏数据
[01:03:45--01:03:48] 因为AI是没有见过真实人类工作的
[01:03:48--01:03:49] 所以
[01:03:49--01:03:51] 它也需要找大量的人类专家
[01:03:51--01:03:54] 在真实的基于真实的工作环境
[01:03:54--01:03:54] 去
[01:03:54--01:03:57] 收集数据
[01:03:57--01:04:00] 你觉得agent今天遇到的数据问题是不是跟robotics还有点像
[01:04:00--01:04:01] 对我觉得这个
[01:04:01--01:04:03] 这个点特别好
[01:04:03--01:04:05] 我觉得其实机器人就是
[01:04:05--01:04:07] 在物理世界的agent
[01:04:07--01:04:11] 而这个大圆模型的agent其实是在数字世界的agent
[01:04:11--01:04:12] 那其实我觉得他们
[01:04:12--01:04:13] 遇到的问题其实很像
[01:04:13--01:04:16] 首先呢他们需要一个环境
[01:04:16--01:04:20] 其次呢就是说他们需要相应的经验传授
[01:04:20--01:04:21] 另外呢他们也需要相应的
[01:04:21--01:04:24] 评价或者评价的这些信号来帮助他们去提升
[01:04:24--01:04:26] 那咱们可以去看到就是说
[01:04:26--01:04:30] 对于大圆模型的agent其实现在有一个
[01:04:30--01:04:33] 很关键的一个针对他们的数据产品
[01:04:33--01:04:35] 叫rlinf
[01:04:35--01:04:38] 就是服务强化学习的环境
[01:04:38--01:04:41] 这个环境本质上是一个虚拟的环境
[01:04:41--01:04:43] 但它不是一个比方说物理仿真的环境
[01:04:43--01:04:45] 它更多的是一个数字世界的环境
[01:04:45--01:04:46] 比如说
[01:04:46--01:04:48] 可能是一个虚拟的
[01:04:48--01:04:50] 滴滴网站
[01:04:50--01:04:51] 虚拟的京东的网站
[01:04:51--01:04:53] 虚拟的一个购物网站
[01:04:53--01:04:54] 虚拟的一个编程网站
[01:04:54--01:04:56] 虚拟的一个编程的环境
[01:04:56--01:04:58] 来帮助他们
[01:04:58--01:05:00] 能够在这个里头去
[01:05:00--01:05:01] 不断的基于
[01:05:01--01:05:04] 一些定好的这些的成功的指标
[01:05:04--01:05:07] 这些定义以及这些考题
[01:05:07--01:05:09] 不断的基于强化学习
[01:05:09--01:05:10] 去finding自己
[01:05:10--01:05:13] 不断的去试错也不断的去提升自己
[01:05:13--01:05:14] 这个其实是
[01:05:14--01:05:15] 我觉得
[01:05:15--01:05:16] agent
[01:05:16--01:05:18] 在这个
[01:05:18--01:05:21] 数字世界他们现在所需要的最主要的
[01:05:21--01:05:23] 这个数据的产品
[01:05:23--01:05:24] 那对于这个
[01:05:24--01:05:26] 巨神来讲的话呢
[01:05:26--01:05:27] 其实刚才如我所说
[01:05:27--01:05:29] 其实现在呢还没有到
[01:05:29--01:05:30] 真正的agent阶段
[01:05:30--01:05:33] 对吧现在其实还是在一个预训练
[01:05:33--01:05:34] 以及在一个评测阶段
[01:05:34--01:05:36] 就这两头的问题是最大的
[01:05:36--01:05:37] 一就是没有
[01:05:37--01:05:40] 足够的预训练能够让这个
[01:05:40--01:05:42] 模型达到一个相对基础的一个能力
[01:05:42--01:05:44] 一个是没有足够好的
[01:05:44--01:05:46] 规模化的评价
[01:05:46--01:05:47] 可以帮助
[01:05:47--01:05:50] 这些大模型商不断的去衡量
[01:05:50--01:05:51] 他们的基础能力
[01:05:51--01:05:52] 不断的提升
[01:05:52--01:05:54] 那在这我再说一个细节
[01:05:54--01:05:56] 就是为什么behavior challenge
[01:05:56--01:05:59] 就李飞飞的behavior challenge这件事这么重要
[01:05:59--01:06:02] 因为其他的这些学术级的benchmark
[01:06:02--01:06:04] 其实这些我们的这些客户
[01:06:04--01:06:06] 最棒的这些大模型商
[01:06:06--01:06:09] 他们都已经把他们的benchmark给打爆了
[01:06:09--01:06:12] 就是巨神的这个benchmark其实比较容易
[01:06:12--01:06:13] 都被打爆了
[01:06:13--01:06:15] 那其实足够难的是behavior
[01:06:15--01:06:17] 那behavior
[01:06:17--01:06:18] 100道题
[01:06:18--01:06:20] 可能现在最高的
[01:06:20--01:06:20] 分数
[01:06:20--01:06:23] 成功率是26%
[01:06:23--01:06:24] 所以还有一段路要走
[01:06:24--01:06:27] 当然就是说这个更多是一个学术级
[01:06:27--01:06:28] 而对于比方说
[01:06:28--01:06:29] industry
[01:06:29--01:06:31] 那么他们需要的是
[01:06:31--01:06:33] 更加大规模的
[01:06:33--01:06:35] 高质量的behavior
[01:06:35--01:06:36] 来帮他们去挑战
[01:06:36--01:06:37] 他们
[01:06:37--01:06:39] 就模型的基础能力
[01:06:39--01:06:42] 那当然在这个两个点的基础上其实后训练
[01:06:42--01:06:43] 就会变得很关键
[01:06:43--01:06:44] 就是当
[01:06:44--01:06:46] 预训练的基础能力
[01:06:46--01:06:48] 达到一个相对的标准了以后
[01:06:48--01:06:49] 后训练通过
[01:06:49--01:06:50] 强化学习做后训练的
[01:06:50--01:06:53] 就会变得足够的重要
[01:06:53--01:06:56] 那么我们也看到我们的一些客户在跟我们
[01:06:56--01:06:59] 在基于仿真去做后训练的
[01:06:59--01:07:01] 强化学习的fintune这件事
[01:07:01--01:07:04] 那本质上来讲这件事就和
[01:07:04--01:07:08] 数字世界的大圆模型的agent很像
[01:07:08--01:07:10] 数字世界的大圆模型在一个
[01:07:10--01:07:12] 虚拟的网页端
[01:07:12--01:07:13] 虚拟的编程端
[01:07:13--01:07:15] 去不断的试错
[01:07:15--01:07:16] 来做fintune
[01:07:16--01:07:17] 而
[01:07:17--01:07:19] 这个物理世界的agent
[01:07:19--01:07:21] 本质上来讲在仿真的
[01:07:21--01:07:23] 环境里头去
[01:07:23--01:07:26] 基于定义好的这些的成功的指标
[01:07:26--01:07:26] 标准
[01:07:26--01:07:30] 以及大规模的场景他们在不断的去试错
[01:07:30--01:07:31] 在fintune自己
[01:07:31--01:07:35] 那只不过就说这件事呢我觉得相对于预训练和评测来说
[01:07:35--01:07:38] 现在可能还是一个次优的一个问题
[01:07:38--01:07:40] 其实刚才我们对于整个数据行业做了一个myping
[01:07:40--01:07:43] 那这是横向的我也想要聊聊纵向的
[01:07:43--01:07:45] 就数据这个产业它在人工智能的
[01:07:45--01:07:48] 这个领域里面它是一个
[01:07:48--01:07:49] 分支吗它在这个生态里面
[01:07:49--01:07:54] 大概占据一个什么样的位置啊我们来聊聊这个数据产业的前世今生
[01:07:54--01:07:59] 就我觉得数据的产业的发展其实和每一次模型的学习的范式的发展
[01:07:59--01:08:02] 其实有很相关的这个关系
[01:08:02--01:08:03] 比如说
[01:08:03--01:08:04] 我可以把它定义为
[01:08:04--01:08:06] 最早的时候数据产业可能
[01:08:06--01:08:08] 起始点是
[01:08:08--01:08:10] 李飞飞的这个image net
[01:08:10--01:08:11] 那它是
[01:08:11--01:08:14] 既是一个训练级它也是一个评测级
[01:08:14--01:08:16] 那它服务的更多的是机器视觉
[01:08:16--01:08:18] 那它提供的是这些
[01:08:18--01:08:19] 照片以及相应的
[01:08:19--01:08:21] 这些真值的标注
[01:08:21--01:08:23] 那它更多的是一个静态的一个数据集
[01:08:23--01:08:25] 它给到的都是
[01:08:25--01:08:26] 正确的答案
[01:08:26--01:08:31] 所以在这个时候我觉得数据产业更多的类似于一个填鸭式的教育产业
[01:08:31--01:08:34] 那再往后呢就是到了这个
[01:08:34--01:08:35] 自动驾驶
[01:08:35--01:08:39] 那scale呢我觉得可能真正的开创了一个
[01:08:39--01:08:40] 工业级的数据
[01:08:40--01:08:41] 产业
[01:08:41--01:08:43] 就是从最早的静态的
[01:08:43--01:08:45] 这个可能
[01:08:45--01:08:47] 很难去控制时间比方说image net确实是
[01:08:47--01:08:49] 有几年的时间去开发出来的
[01:08:49--01:08:53] 而scale呢可能真正的可以去工业化的工厂级的
[01:08:53--01:08:54] 对吧
[01:08:54--01:08:56] 大规模的人力运营
[01:08:56--01:08:57] 去管控质量
[01:08:57--01:08:59] 管控效率
[01:08:59--01:09:00] 管控交付时间线
[01:09:00--01:09:02] 来去交付这些数据
[01:09:02--01:09:06] 那这个呢我觉得可能更多是偏一个量范式的一个教育行业
[01:09:06--01:09:11] 再往后呢我就到了这个就是大圆模型的这个数据产业
[01:09:11--01:09:13] 这个时候我觉得
[01:09:13--01:09:15] 就是说
[01:09:15--01:09:17] 它的核心的逻辑发生了变化
[01:09:17--01:09:19] 从最早的时候可能是用户提出需求
[01:09:19--01:09:20] 你来交付
[01:09:20--01:09:22] 对吧然后一个偏
[01:09:22--01:09:23] 工厂
[01:09:23--01:09:26] 型的但还是相对粗放型的一个交付
[01:09:26--01:09:28] 变成了一个可能更加的是一个
[01:09:28--01:09:30] 评测驱动型
[01:09:30--01:09:32] 就是帮助客户发现问题
[01:09:32--01:09:34] 然后去刺激新的需求
[01:09:34--01:09:36] 然后针对性的交付
[01:09:36--01:09:37] 所以这个时候其实
[01:09:37--01:09:41] 比如说从scale给自己的定义来讲的话可能
[01:09:41--01:09:42] 从这个时候他自己就
[01:09:42--01:09:43] 开始叫成了data foundry
[01:09:43--01:09:45] 那就有点类似于是学习
[01:09:45--01:09:47] 台积电的晶圆场
[01:09:47--01:09:48] 这样一个模式
[01:09:48--01:09:49] 本质上
[01:09:49--01:09:51] 还是一个工厂
[01:09:51--01:09:53] 但是呢他有更多的流程
[01:09:53--01:09:54] 更多的规范
[01:09:54--01:09:55] 更多的know how
[01:09:55--01:09:57] 更多的process
[01:09:57--01:09:59] 这些是他的secret sauce
[01:09:59--01:09:59] 对吧
[01:09:59--01:10:02] 但是呢我认为就是说再往后
[01:10:02--01:10:05] 我认为的发展呢其实就会
[01:10:05--01:10:06] 更加的不一样
[01:10:06--01:10:08] 为什么因为我觉得
[01:10:08--01:10:10] 在这个时候就是说在
[01:10:10--01:10:12] 大圆模型RIHF评价的时候
