[00:00:01--00:00:08] 我觉得在硅谷,大家都觉得机器人可能是即将发生的一个最重要的变革
[00:49:08--00:49:10] 是真实数据没有sim to real gap
[00:49:10--00:49:14] 但是泛化性是数据的coverage导致的
[00:49:14--00:49:17] 并不是因为它是真实数据还是虚拟数据
[00:49:17--00:49:18] 范围不够大
[00:49:18--00:49:19] 对
[00:49:19--00:49:23] 如果你从来没有采集过在厨房烧饭的数据
[00:49:23--00:49:25] 你就很难你的模型会烧饭
[00:49:25--00:49:26] 嗯
[00:49:26--00:49:27] 对
[00:49:27--00:49:28] 所以说它是coverage问题
[00:49:28--00:49:30] 并不是真实还是虚拟数据的问题
[00:49:30--00:49:31] 嗯
[00:49:31--00:49:34] 过去几年是不是从大圆模型里面
[00:49:34--00:49:36] 在应用到机器人领域了很多的
[00:49:36--00:49:38] 就是研究的思想
[00:49:38--00:49:42] 你觉得对比一下就是机器人机座模型和大圆机座模型
[00:49:42--00:49:44] 你觉得它的研究范式有什么不一样吗
[00:49:44--00:49:46] 我觉得还是很不一样的
[00:49:46--00:49:47] 因为像我说的
[00:49:47--00:49:50] 他们其实并不是两个独立的学科
[00:49:50--00:49:54] 他们是更多的是A利用了B
[00:49:54--00:49:55] 对
[00:49:55--00:49:56] 所以说在比如大圆模型上
[00:49:56--00:49:58] 你有很多比如多模态我怎么训练
[00:49:58--00:49:59] 我的预训练应该怎么联系的
[00:49:59--00:50:00] 我的预训练应该怎么样
[00:50:00--00:50:01] 我的后训练应该怎么样
[00:50:01--00:50:03] RL应该怎么用
[00:50:03--00:50:04] 对吧
[00:50:04--00:50:07] 但机器人现在对这些大圆模型的应用
[00:50:07--00:50:10] 还是说我加一些更多的data
[00:50:10--00:50:13] 在已经有的大圆的这个基础上
[00:50:13--00:50:15] 增加一些新的输出
[00:50:15--00:50:16] 所以说
[00:50:16--00:50:18] 就做法上还是很不一样
[00:50:18--00:50:20] 比如说很少很少有公司
[00:50:20--00:50:24] 真正的从头开始去pre train一个机器人的大模型
[00:50:24--00:50:25] 为什么呀
[00:50:25--00:50:27] 因为cost和data呀
[00:50:27--00:50:31] 因为你pre train一个大模型其实非常贵嘛
[00:50:31--00:50:33] 你可能需要好多万卡
[00:50:33--00:50:35] 或者好几个月的时间
[00:50:35--00:50:36] 对
[00:50:36--00:50:38] 然后同时你有那么多的机器人的数据
[00:50:38--00:50:40] 所以基本上大家还是因为数据局限
[00:50:40--00:50:43] 因为训练大模型预训练的成本
[00:50:43--00:50:46] 所以大家基本上是在一个预训练好的大模型上
[00:50:46--00:50:49] 加上机器人数据进行一些微调
[00:50:49--00:50:52] 所以这就使得整个范式就非常不一样
[00:50:52--00:50:53] 对
[00:50:53--00:50:55] 所以其实两边有相互借鉴的点
[00:50:55--00:50:56] 但是其实他们并不是两个
[00:50:57--00:50:58] 平行的学科
[00:50:58--00:51:00] 所以两个完全是一一对应
[00:51:00--00:51:01] 可以相互借鉴
[00:51:01--00:51:04] 那所以其实我刚才说的云基大会
[00:51:04--00:51:06] 他的那个讨论其实不成立啊
[00:51:06--00:51:09] 就他说我们是一个独立的大脑
[00:51:09--00:51:11] 至少我现在觉得他们还没有那么独立
[00:51:11--00:51:14] 也许未来当你发展到一定地步的时候
[00:51:14--00:51:17] 当那个机器人数据够多的时候
[00:51:17--00:51:20] 当机器人的大模型遇到新的评定的时候
[00:51:20--00:51:23] 他们可能会变成完全独立的学科
[00:51:23--00:51:25] 但是现在我觉得完全机器人大模型
[00:51:25--00:51:27] 还是非常依赖于
[00:51:27--00:51:29] 已有的这个大模型
[00:51:29--00:51:30] 那这个有利于大公司
[00:51:30--00:51:31] 对于大公司来说
[00:51:31--00:51:33] 它自己也有极作大模型
[00:51:33--00:51:34] 我是这么觉得
[00:51:34--00:51:35] 我们回到数据的话题
[00:51:35--00:51:39] 国内有一个非常鲜明的仿真数据驱动派
[00:51:39--00:51:40] 就是王赫
[00:51:40--00:51:42] 他的观点跟你类似
[00:51:42--00:51:43] 就是说故人摇操
[00:51:43--00:51:46] 采集真实数据的成本非常高
[00:51:46--00:51:48] 然后他当时给我算了一笔简单的账
[00:51:48--00:51:50] 就是说一个人性机器人
[00:51:50--00:51:53] 一台最少是10万制造成本
[00:51:53--00:51:55] 1万台买下来用于数据采集
[00:51:55--00:51:56] 意味着10个亿
[00:51:56--00:51:58] 然后每台两班倒
[00:51:58--00:51:59] 来故人摇操
[00:51:59--00:52:02] 4个人一个月可能就需要小几万
[00:52:02--00:52:04] 此外还需要标注和质检
[00:52:04--00:52:07] 每个月维护1万台机器人的成本
[00:52:07--00:52:09] 在数亿到10亿
[00:52:09--00:52:11] 你觉得他这个账算的对吗
[00:52:11--00:52:13] 你刚说的那些数字都说的比较快
[00:52:13--00:52:14] 所以我没有仔细算
[00:52:14--00:52:16] 但是in general
[00:52:16--00:52:18] 我是同意他的这个就是
[00:52:18--00:52:19] 你需要摇操的话
[00:52:19--00:52:21] 你需要有机器人成本
[00:52:21--00:52:22] 你需要有运营成本
[00:52:22--00:52:24] 你需要有质检成本
[00:52:24--00:52:26] 其实这东西加起来是非常非常贵
[00:52:26--00:52:28] 就是虽然我没有算那个账对不对
[00:52:28--00:52:29] 就是具体数字对不对
[00:52:29--00:52:31] 但是我觉得这个东西肯定是一个
[00:52:31--00:52:33] 不是很scalable的方式
[00:52:33--00:52:35] 而且我会非常诧异
[00:52:35--00:52:36] 如果就是终局
[00:52:36--00:52:37] eventually
[00:52:37--00:52:40] 大家是通过完全摇操的数据
[00:52:40--00:52:41] 解决机器人的
[00:52:41--00:52:43] 我觉得这个可能性是非常低的
[00:52:43--00:52:45] 在这个背景之下
[00:52:45--00:52:48] 仿真数据就是一个可信的方案是吗
[00:52:48--00:52:49] 对
[00:52:49--00:52:51] 但仿真现在就是什么叫仿真
[00:52:51--00:52:53] 现在这个定义越来越模糊了
[00:52:53--00:52:54] 怎么说
[00:52:54--00:52:56] 以前仿真是指物理仿真
[00:52:56--00:52:58] 所以说大家说的仿真可能是
[00:52:58--00:52:59] Bullet
[00:52:59--00:53:00] Mojo
[00:53:00--00:53:01] Issac
[00:53:01--00:53:02] 这些叫仿真
[00:53:02--00:53:05] 就是它其实是在计算机里面解物理方程
[00:53:05--00:53:07] 然后计算运动轨迹
[00:53:07--00:53:08] 这个叫仿真
[00:53:08--00:53:10] 这是以前的仿真
[00:53:10--00:53:13] 现在因为video generation model
[00:53:13--00:53:14] 比如说vio
[00:53:14--00:53:16] 比如说sora2
[00:53:16--00:53:17] 它的这个兴起
[00:53:17--00:53:20] 很多人认为仿真其实就是
[00:53:20--00:53:22] 生成一段视频
[00:53:22--00:53:25] 如果这个视频它看上去物理是正确的
[00:53:25--00:53:26] 它也是一种
[00:53:26--00:53:28] 就是新的意义上的仿真
[00:53:28--00:53:31] 它是生成式AI带来的一个新的仿真形式
[00:53:31--00:53:32] 对
[00:53:32--00:53:35] 而且我觉得就是不远的将来
[00:53:35--00:53:37] 就是传统的物理模拟的仿真
[00:53:37--00:53:40] 会慢慢的被生成式模型的仿真给取代
[00:53:40--00:53:43] 这个生成式模型的仿真现在发展到什么阶段了
[00:53:43--00:53:44] 刚开始
[00:53:44--00:53:45] 对
[00:53:45--00:53:47] 这个听起来经济很多
[00:53:47--00:53:48] 它真的经济嘛
[00:53:48--00:53:49] 它可能不经济
[00:53:49--00:53:51] 因为你要生成视频其实更贵嘛
[00:53:51--00:53:52] 它需要算力成本
[00:53:52--00:53:54] 它需要更多的算力成本
[00:53:54--00:53:56] 但是你其实解决了很多问题
[00:53:56--00:54:00] 就是比如说我要生成任意场景
[00:54:00--00:54:02] 你在传统的仿真里面
[00:54:02--00:54:03] 你需要有一个人建模
[00:54:03--00:54:04] 建完模以后
[00:54:04--00:54:05] 就像做游戏一样
[00:54:05--00:54:06] 你需要很多designer
[00:54:06--00:54:08] 把这个所有的场景
[00:54:08--00:54:10] 所有的这个资产拼在一块
[00:54:10--00:54:12] 然后我要500个家庭场景
[00:54:12--00:54:13] 你就得一个个手建嘛
[00:54:13--00:54:14] 对
[00:54:14--00:54:15] 这就非常困难
[00:54:15--00:54:18] 但是我要500个家庭场景的这个视频
[00:54:18--00:54:20] 你只要500个不同的prompt
[00:54:20--00:54:21] 对吧
[00:54:21--00:54:22] 你要说我要一个粉色的床
[00:54:22--00:54:23] 加上两个床头柜
[00:54:23--00:54:24] 另外一个
[00:54:24--00:54:25] 你说我是有一个
[00:54:25--00:54:27] 就是很大的比如白色的床
[00:54:27--00:54:29] 就是你只是输入的这个语言不同
[00:54:29--00:54:33] 你就可以瞬间生成两个完全不同的视频或者仿真
[00:54:33--00:54:35] 但以前你在传统的仿真里面
[00:54:35--00:54:39] 就得手做一个一个的把这个场景给建出来
[00:54:39--00:54:41] 所以说到Solar 2
[00:54:41--00:54:43] 你觉得它有范式性的变化吗
[00:54:43--00:54:45] 它也是有革命性的变化吗
[00:54:45--00:54:47] 就是Solar 2到Solar 2肯定是智力飞跃
[00:54:47--00:54:48] 就是
[00:54:48--00:54:49] 但Solar 2和Vio 3
[00:54:49--00:54:52] 我觉得就是没有太本质
[00:54:52--00:54:55] 或者让我觉得特别惊艳的地方
[00:54:55--00:54:57] 但有一点可能值得说一下
[00:54:57--00:54:59] 就是在未来两三年里面
[00:54:59--00:55:01] 或者在过去两三年里面
[00:55:01--00:55:04] 就是这个视频生成模型的发展是非常迅速的
[00:55:04--00:55:07] 就是我自己可能有一个比较错误的判断
[00:55:07--00:55:09] 就是我记得可能几年前
[00:55:09--00:55:11] 就是流浪地球的导演来一次硅谷
[00:55:11--00:55:12] 他就问我们说
[00:55:12--00:55:15] 这个下一个流浪地球3
[00:55:15--00:55:17] 要比如上映的时候
[00:55:17--00:55:18] 那几年之后
[00:55:18--00:55:19] 那个时候
[00:55:19--00:55:22] 他那个导演这样一个工种是不是还存在
[00:55:22--00:55:24] 或者是有很多就是
[00:55:24--00:55:25] 电影制片的工种是不是还存在
[00:55:25--00:55:27] 因为好像开始你知道
[00:55:27--00:55:28] 说几句话
[00:55:28--00:55:30] 就能生成一个小的clip
[00:55:30--00:55:31] 然后你可以拼成一个电影
[00:55:31--00:55:32] 那个时候我觉得
[00:55:32--00:55:33] 啊那不可能
[00:55:33--00:55:35] 那个可能还要好远好远
[00:55:35--00:55:37] 才能够有真实的就是
[00:55:37--00:55:38] video generation
[00:55:38--00:55:39] 所以我就安慰他说
[00:55:39--00:55:40] 不急
[00:55:40--00:55:41] 那个还要好久
[00:55:41--00:55:42] 对我们正在努力的做
[00:55:42--00:55:45] 但是时间没有你想象中来的那么快
[00:55:45--00:55:46] 你当时觉得有多久
[00:55:46--00:55:48] 我当时觉得
[00:55:48--00:55:50] 可能2030年
[00:55:50--00:55:51] 你可以开始有一些
[00:55:51--00:55:53] 可以应用的这个视频生成
[00:55:53--00:55:55] 现在才2025年嘛
[00:55:55--00:55:57] 对就是我觉得我肯定是低估了
[00:55:57--00:55:59] 视频生成的发展速度的
[00:55:59--00:56:01] 它里面关键的变化
[00:56:01--00:56:02] 变量是什么呀
[00:56:02--00:56:04] 为什么突然有一个质的变化
[00:56:04--00:56:06] 有很多数据的原因
[00:56:06--00:56:08] 对有很多人才的原因
[00:56:08--00:56:10] 他怎么准备的数据呢
[00:56:10--00:56:12] 嗯就我就不是很清楚了
[00:56:12--00:56:13] 因为我不是做
[00:56:13--00:56:14] 你不是那个方向的
[00:56:14--00:56:16] 对但是他们这行业确实能帮助
[00:56:16--00:56:17] 帮助到你们的数据问题
[00:56:17--00:56:20] 所以骚扰兔让你们很兴奋是吗
[00:56:20--00:56:22] 让机器人领域的人
[00:56:22--00:56:25] 我觉得所有的视频生成模型的进展
[00:56:25--00:56:28] 都会让机器人领域感到非常兴奋
[00:56:28--00:56:31] 因为这就是一个新的仿真
[00:56:31--00:56:33] 或者新的world model
[00:56:33--00:56:35] 它里面有世界模型吗
[00:56:35--00:56:36] 世界模型的定义是
[00:56:36--00:56:38] 如果给上前一帧
[00:56:38--00:56:40] 然后给上这个机器人的动作
[00:56:40--00:56:42] 你可以预测下一帧
[00:56:42--00:56:45] 对现在所有的视频生成模型
[00:56:45--00:56:46] 就是绝大多数的
[00:56:46--00:56:47] 它都不是说
[00:56:47--00:56:50] 我可以通过输入一个机器人的动作
[00:56:50--00:56:51] 或者人的动作
[00:56:51--00:56:52] 改变下来
[00:56:52--00:56:53] 下一帧的结果
[00:56:53--00:56:56] 所以现在我还不会称之它为世界模型
[00:56:56--00:56:59] 但是感觉从现有的
[00:56:59--00:57:01] 就是视频生成模型到世界模型
[00:57:01--00:57:05] 就不是很遥远
[00:57:05--00:57:06] 这个很有趣
[00:57:06--00:57:08] 就或者从另外一个角度
[00:57:08--00:57:10] vio它是一个视频生成模型
[00:57:10--00:57:14] 但是genie它更像一个世界模型
[00:57:14--00:57:16] 因为genie是你可以玩的
[00:57:16--00:57:18] 你可以通过按键
[00:57:18--00:57:22] 你可以改变生成的下一帧是什么样子
[00:57:22--00:57:23] 对吧
[00:57:23--00:57:25] 它驾驶着一只龙
[00:57:25--00:57:26] 然后你可以说我要左转右转
[00:57:26--00:57:28] 因为看到完全不同的世界
[00:57:28--00:57:29] 所以当你在每一帧的时候
[00:57:29--00:57:31] 你可以有一个输入
[00:57:31--00:57:32] 改变你的下一帧
[00:57:32--00:57:35] 那个感觉就是世界模型
[00:57:35--00:57:36] 但是如果它是一个
[00:57:36--00:57:37] 就是静态的
[00:57:37--00:57:39] 已经生成好的几秒钟的视频
[00:57:39--00:57:41] 那就不是世界模型
[00:57:41--00:57:42] 这个现在谁做的最好吧
[00:57:42--00:57:43] 在贵谷
[00:57:43--00:57:44] 不过低卖的
[00:57:44--00:57:45] 我觉得sort也不错
[00:57:45--00:57:47] 就是openai做的也不错
[00:57:47--00:57:49] 还有很多很多小公司也在做
[00:57:49--00:57:51] 真实数据和仿真数据
[00:57:51--00:57:52] 他们可能的优劣是什么呀
[00:57:52--00:57:54] 怎么怎么弥补
[00:57:54--00:57:56] 仿真数据的一些缺点
[00:57:56--00:57:58] 生成几大量的仿真数据
[00:57:58--00:58:01] 是弥补它缺点的一个很重要的手段
[00:58:01--00:58:03] 就是仿真数据它不够真实
[00:58:03--00:58:04] 对
[00:58:04--00:58:06] 但是如果你在仿真的时候
[00:58:06--00:58:07] 不断的变化
[00:58:07--00:58:10] 它就是仿真的一些参数
[00:58:10--00:58:13] 但是你生成几大量的数据
[00:58:13--00:58:15] 就是从平均的意义上
[00:58:15--00:58:17] 它可能也足够cover
[00:58:17--00:58:19] 这个真实世界的物理了
[00:58:19--00:58:21] 所以说有一种方法就是用
[00:58:21--00:58:22] 怎么说呢
[00:58:22--00:58:25] 用computer来解决这个精度问题
[00:58:25--00:58:27] 用算力来换精度
[00:58:27--00:58:28] 对
[00:58:28--00:58:29] 你没有那样的精度
[00:58:29--00:58:31] 但是你可以生成几大量的数据
[00:58:31--00:58:32] 这样的话
[00:58:32--00:58:34] 当你做平均的时候
[00:58:34--00:58:36] 当你学习的时候
[00:58:36--00:58:37] 因为数据量大嘛
[00:58:37--00:58:39] 其实你取的均值相当于
[00:58:39--00:58:40] 所以说
[00:58:40--00:58:43] 这可能就是和真实世界的物理
[00:58:43--00:58:44] 就比较接近了
[00:58:44--00:58:47] 你刚才说的就是用视频分成来
[00:58:47--00:58:49] 做仿真
[00:58:49--00:58:51] 现在它的评价是什么呢
[00:58:51--00:58:52] 视频的模型在哪里
[00:58:52--00:58:53] 第一个是它有很多幻觉
[00:58:53--00:58:55] 第二个是它有很多非物理的现象
[00:58:55--00:58:58] 就是有很多人经常测这个视频生成模型
[00:58:58--00:58:59] 就是做体操
[00:58:59--00:59:01] 如果你是那一段做体操的
[00:59:01--00:59:02] 然后在整个过程中
[00:59:02--00:59:04] 那个人还是两条腿
[00:59:04--00:59:05] 是吧
[00:59:05--00:59:07] 然后就说明这个模型还不错
[00:59:07--00:59:09] 但很多时候这个人在做体操的时候
[00:59:09--00:59:10] 在翻滚的过程中
[00:59:10--00:59:13] 就不知道有多少腿会被生成出来
[00:59:13--00:59:14] 对
[00:59:14--00:59:16] 就是有很多这种就是hallucination
[00:59:16--00:59:18] 或者是非物理的现象
[00:59:18--00:59:19] 我这个是体外化
[00:59:19--00:59:21] 我就开始很困惑
