[00:00:01--00:00:15] Hello 大家好 我是小骏
[00:00:15--00:00:18] 今天我们来到了美国硅谷
[01:19:16--01:19:18] 它不一定是一个研究问题
[01:19:18--01:19:20] 它是一个工程问题
[01:19:20--01:19:23] 它这个东西的科技的风险
[01:19:23--01:19:26] 就没有我一开始看上去的那么高
[01:19:26--01:19:28] 然后在这样的一个情况下
[01:19:28--01:19:31] 我觉得是负责任的
[01:19:31--01:19:34] 去做这个创业
[01:19:34--01:19:36] 要开始融资
[01:19:36--01:19:38] 所以你是在自我验证
[01:19:38--01:19:39] 这个过程是在
[01:19:39--01:19:40] 对
[01:19:40--01:19:42] 我觉得就是某种程度上
[01:19:42--01:19:45] 你如果去吸引一些风险投资
[01:19:45--01:19:47] 你需要自己一定要对这件事情
[01:19:47--01:19:48] 比较确定
[01:19:48--01:19:49] 比较了解
[01:19:49--01:19:51] 不然我觉得不太负责任
[01:19:51--01:19:53] 但你质疑自己的点
[01:19:53--01:19:55] 可能是说会不会我
[01:19:55--01:19:58] 这是一种浮躁
[01:19:58--01:20:00] 这是一种跟风
[01:20:00--01:20:01] 因为AI已经火了
[01:20:01--01:20:03] 一个是是不是浮躁跟风
[01:20:03--01:20:04] 这个我倒知道
[01:20:04--01:20:08] 我特别反对做一个AI founder
[01:20:08--01:20:10] 所以我知道我绝对不是浮躁跟风
[01:20:10--01:20:12] 反对做一个AI founder是为什么
[01:20:12--01:20:13] 就是我从
[01:20:13--01:20:14] 因为我在MIT
[01:20:14--01:20:17] 然后在MIT就是有创业社
[01:20:17--01:20:19] 然后我的好朋友们一起去打那个
[01:20:19--01:20:21] Jane Street的那个
[01:20:21--01:20:23] 就是量化金融比赛
[01:20:23--01:20:25] 黑客房的这些同学们
[01:20:25--01:20:26] 他们是创业社的社长
[01:20:26--01:20:27] 我当时就两个队友
[01:20:27--01:20:29] 他们两个就是这个创业社的社长
[01:20:29--01:20:30] 叫我去活动
[01:20:30--01:20:32] 说有这个free sushi免费的寿司
[01:20:32--01:20:33] 我也不去
[01:20:33--01:20:34] 我觉得创业不好
[01:20:34--01:20:35] 它不是一件好事情
[01:20:35--01:20:37] 我觉得还是要做教授
[01:20:37--01:20:38] 有点无正业是不是
[01:20:38--01:20:39] 对
[01:20:39--01:20:40] 然后我觉得就是
[01:20:40--01:20:41] 我总觉得比如说一个
[01:20:41--01:20:43] 以非常产品为导向的
[01:20:43--01:20:45] 这样的一个创业项目感觉
[01:20:45--01:20:46] 像是昙花一现
[01:20:46--01:20:48] 我当时也有这样的一个感受
[01:20:48--01:20:51] 然后我希望做的事情是非常长时间的
[01:20:51--01:20:52] 非常难的
[01:20:52--01:20:55] 所以我觉得一般和一个创业的一个
[01:20:55--01:20:57] 这种风险投资的一个周期
[01:20:57--01:20:58] 可能不一定吻合
[01:20:58--01:21:01] 所以我知道我不是福造跟风的那一批
[01:21:01--01:21:02] 然后
[01:21:03--01:21:05] 我当时还有在想
[01:21:05--01:21:06] 就是我又没有什么别的办法
[01:21:06--01:21:08] 能够做这个AI for数学
[01:21:08--01:21:10] 然后我当时还尝试去
[01:21:10--01:21:11] 我要不加入一下别的
[01:21:11--01:21:12] 做AI for数学的公司
[01:21:12--01:21:14] 然后就在这个Verve的咖啡馆
[01:21:14--01:21:16] 这个我们现在的主要的竞争者
[01:21:16--01:21:18] 这个公司的CEO
[01:21:18--01:21:19] Tudor
[01:21:19--01:21:20] 他也是常客
[01:21:20--01:21:21] 你说我有一天还就见到了Tudor
[01:21:21--01:21:23] 然后我就说你们招人吗
[01:21:23--01:21:25] 然后我当时真的是想
[01:21:25--01:21:26] 就是我是想做这件事情
[01:21:26--01:21:28] 要是我能跟别人一块做
[01:21:28--01:21:31] 我也不用自己去从零到一
[01:21:31--01:21:33] 就感觉太复杂了
[01:21:33--01:21:37] 就是然后这是主要的质疑点
[01:21:37--01:21:39] 其实不是一个感性的
[01:21:39--01:21:40] 我是不是福造
[01:21:40--01:21:41] 我是不是跟风
[01:21:41--01:21:42] 就是我到底会不会这个东西
[01:21:42--01:21:45] 然后我就去研究这个AI for math
[01:21:45--01:21:46] 真的当时就是看paper
[01:21:46--01:21:48] 然后这个过程也非常的快乐
[01:21:48--01:21:49] 就是非常非常的快乐
[01:21:49--01:21:52] 非常快速的去学习一些主要的一些idea
[01:21:52--01:21:54] 从比如说2018年
[01:21:54--01:21:56] 一篇文章叫ATP boost
[01:21:56--01:21:58] 在没有AI的情况下
[01:21:58--01:22:03] 去做这个形式化的这个定理证明
[01:22:03--01:22:04] 然后我看到Bartos
[01:22:04--01:22:06] 一个波兰人是这个作者
[01:22:06--01:22:08] 我们现在Bartos也就在Action
[01:22:08--01:22:11] 然后我当时有另外的一篇文章
[01:22:11--01:22:13] 叫Pattern boost
[01:22:13--01:22:17] 就是是从很多的数据中去找
[01:22:17--01:22:19] 里面的这个pattern
[01:22:19--01:22:21] 找这个规律的一个去
[01:22:21--01:22:24] 从很多的图中去构造新的图
[01:22:24--01:22:27] 去为数学家去找例子和反例的pattern boost
[01:22:27--01:22:30] 我当时看Francois Chartand是这个作者
[01:22:30--01:22:32] 现在Francois Chartand也在Action
[01:22:32--01:22:34] 然后我当时看另外一篇AI for math的文章
[01:22:34--01:22:35] 叫IntoInt
[01:22:35--01:22:38] 然后这个是拿这个一种translative的
[01:22:38--01:22:40] 翻译的一种方法
[01:22:40--01:22:42] 从问题能够翻译到解法
[01:22:42--01:22:43] 问题能够翻译到解法
[01:22:43--01:22:45] 如果看到了很多这样的例子
[01:22:45--01:22:46] 下一次来到一个问题的时候
[01:22:46--01:22:48] 是否能够直接翻译成解法
[01:22:48--01:22:50] 也是做数学发现
[01:22:50--01:22:51] 而不是数学证明
[01:22:51--01:22:54] 这一个文献里面的Alberto Alfarino
[01:22:54--01:22:55] 他现在也在Action
[01:22:55--01:22:57] 就是所有这个美丽的过程
[01:22:57--01:22:59] 就是我所有这当时
[01:22:59--01:23:00] 我作为一个学徒去
[01:23:00--01:23:02] 看这些巨人的肩膀
[01:23:02--01:23:03] 这些文章
[01:23:03--01:23:05] 他们现在都聚起来了
[01:23:05--01:23:06] 都在Action
[01:23:06--01:23:07] 这是一个非常非常
[01:23:07--01:23:08] 我觉得神奇
[01:23:08--01:23:10] 做创业者我觉得其实这是最
[01:23:10--01:23:11] 最高兴的一个过程
[01:23:11--01:23:13] 你又形成了你那个小团体
[01:23:13--01:23:14] 对对对
[01:23:14--01:23:16] 你去问那个
[01:23:16--01:23:17] 竞争对手
[01:23:17--01:23:18] 能不能加入你们公司
[01:23:18--01:23:19] 有没有机会
[01:23:19--01:23:20] 对
[01:23:20--01:23:21] 怎么说
[01:23:21--01:23:22] 他说你是什么的PhD
[01:23:22--01:23:23] 我说我是数学的PhD
[01:23:23--01:23:25] 他说我们只招计算机的PhD
[01:23:25--01:23:26] 为什么
[01:23:26--01:23:27] AI for math
[01:23:27--01:23:28] 对
[01:23:28--01:23:29] 为什么呢
[01:23:29--01:23:30] 我不知道
[01:23:30--01:23:31] 他当时就是这么说的
[01:23:31--01:23:33] 但是你们团队很多都是Math的
[01:23:33--01:23:34] 我们团队
[01:23:34--01:23:35] 这么说
[01:23:35--01:23:37] 我们团队有三块
[01:23:37--01:23:39] 我们团队有非常多AI的人
[01:23:39--01:23:41] 就是强化学习
[01:23:41--01:23:42] Agent
[01:23:42--01:23:45] 就是Applied AI的这一些人
[01:23:45--01:23:48] 我们有很多的做代码生成的人
[01:23:48--01:23:50] 就是Programming Language
[01:23:50--01:23:53] 然后很多是Compiler编译器的人
[01:23:53--01:23:55] 比如说LM Compiler
[01:23:55--01:23:56] 那个主要团队在我们这儿
[01:23:56--01:23:58] 然后他们很多其他的工作
[01:23:58--01:23:59] Compiler Arena
[01:23:59--01:24:02] 就是所有的这一些Compiler
[01:24:02--01:24:04] 就是深度学习去帮助Compiler
[01:24:04--01:24:07] 就是代码生成的这样的一群人
[01:24:07--01:24:09] 然后他们当时也是Young LeCun
[01:24:09--01:24:11] 那个Code World Model
[01:24:11--01:24:13] 32个Billion的那个模型的
[01:24:13--01:24:15] 后面的里面的一部分团队
[01:24:15--01:24:16] 然后都在我们这儿
[01:24:16--01:24:18] 然后有一群是数学
[01:24:18--01:24:20] 这数学里面比较tricky
[01:24:20--01:24:22] 数学里面有纯数学家
[01:24:22--01:24:24] 像Kanono小野肯教授
[01:24:24--01:24:26] 像Evan Chen我说的
[01:24:26--01:24:28] 这个IMO的这一个教练
[01:24:28--01:24:30] 然后也有做Lin的
[01:24:30--01:24:32] 做Lin这个语言的里面
[01:24:32--01:24:34] 其实就像Python里有PyTorch
[01:24:34--01:24:36] 它是一个图书馆
[01:24:36--01:24:37] 和Python
[01:24:37--01:24:39] 它是下面的真正的那个编程
[01:24:39--01:24:40] Lin里面也有Mathlib
[01:24:40--01:24:42] 是一个数学图书馆
[01:24:42--01:24:44] 和Lin这个作为一个编程语言
[01:24:44--01:24:45] 两拨人
[01:24:45--01:24:46] 所以我们也都有
[01:24:46--01:24:47] 我们又有这个做Mathlib
[01:24:47--01:24:48] 像Kenny Luo
[01:24:48--01:24:49] 还有他的朋友
[01:24:49--01:24:50] 居健章
[01:24:50--01:24:51] 章居健
[01:24:51--01:24:52] 就是这样的一些非常好的
[01:24:52--01:24:53] 好的同学们
[01:24:53--01:24:56] 然后我们又有就是做Meta Programming
[01:24:56--01:24:57] Meta Programming叫原编程
[01:24:57--01:25:00] 就是去把Lin当作一个编程语言
[01:25:00--01:25:02] 来使用去创造出里面
[01:25:02--01:25:03] Lin更多的工具
[01:25:03--01:25:06] 更多的抽象层
[01:25:06--01:25:08] 这样的就是相当于
[01:25:08--01:25:11] 你可以拿Python去写一个AutoGrad
[01:25:11--01:25:13] 一个著名的一个
[01:25:13--01:25:15] 一个coding的
[01:25:15--01:25:18] 这个编程的一个面试题
[01:25:18--01:25:20] 你可以拿Python写一个AutoGrad
[01:25:20--01:25:21] 我们来了一个同学
[01:25:21--01:25:23] 他拿Lin写了一个AutoGrad
[01:25:23--01:25:24] 对
[01:25:24--01:25:25] 所以就是这里面也有很多块
[01:25:25--01:25:27] 所以并不全是数学的人
[01:25:27--01:25:29] 我们很多的就是招ML的同学
[01:25:29--01:25:30] 他们很多背景
[01:25:30--01:25:32] 我们队伍里面就是
[01:25:32--01:25:33] 当然说算上实习生
[01:25:33--01:25:34] 四个ML
[01:25:34--01:25:35] 五个ML
[01:25:35--01:25:36] 所以说五个ML
[01:25:36--01:25:37] 然后
[01:25:37--01:25:40] 就是他们会有很多数学的
[01:25:40--01:25:42] prior就是context
[01:25:42--01:25:43] 就是他们
[01:25:43--01:25:45] 理解这个数学过程是怎么样的
[01:25:45--01:25:47] 但我们要求非常强的
[01:25:47--01:25:49] again这是一个工程问题
[01:25:49--01:25:50] 有趣
[01:25:50--01:25:52] 24年9月
[01:25:52--01:25:54] 你刚刚萌生了想法
[01:25:54--01:25:56] 但是在努力劝退自己
[01:25:56--01:25:58] 11月决定要创业了
[01:25:58--01:25:59] 然后
[01:25:59--01:26:00] 要等那个
[01:26:00--01:26:02] 这个圣诞假才能融资
[01:26:02--01:26:03] 等了圣诞假
[01:26:03--01:26:04] 圣诞假你干什么了吗
[01:26:04--01:26:05] 圣诞假干了很多事
[01:26:05--01:26:07] 和叔伯一起在读文章
[01:26:07--01:26:09] 为什么是你们两个一起
[01:26:09--01:26:10] 他对你就是
[01:26:10--01:26:11] 他已经说我要
[01:26:11--01:26:12] 我要加入了吗
[01:26:12--01:26:13] 他当时没有
[01:26:13--01:26:14] 他就是在META
[01:26:14--01:26:15] 就是他当时
[01:26:15--01:26:17] 他圣诞假闲着也是闲着
[01:26:17--01:26:19] 我们两个人就是找
[01:26:19--01:26:20] 像是一个reading group
[01:26:20--01:26:22] 又是试本吗
[01:26:22--01:26:23] 他当时在旅游
[01:26:23--01:26:24] 他圣诞假感恩节
[01:26:24--01:26:26] 他都在就是在不在一个地方
[01:26:26--01:26:28] 我们在Zoom
[01:26:28--01:26:29] 哦
[01:26:29--01:26:31] 你们还定期要开会啊
[01:26:31--01:26:33] 我们发现我们就是
[01:26:33--01:26:35] 讨论我们阅读的心得
[01:26:35--01:26:38] 我们发现我们能够是很好的
[01:26:38--01:26:40] 连创团队的时刻
[01:26:40--01:26:41] 是我们发现
[01:26:41--01:26:42] 我们两个都非常讨厌Zoom
[01:26:42--01:26:45] 我没有办法跟人开Zoom的会超过一个小时
[01:26:45--01:26:49] 他没有办法跟人开Zoom的会超过45分钟
[01:26:49--01:26:53] 我们Zoom了四五个小时每一次的
[01:26:53--01:26:55] 这是我们发现一件事情
[01:26:55--01:26:57] 我们思考的方式特别的
[01:26:57--01:26:58] 又相似又互补
[01:26:58--01:27:01] 所以我们就非常享受每一次我们的一些技术
[01:27:01--01:27:03] 技术的探索
[01:27:03--01:27:04] 他现在是
[01:27:04--01:27:05] 他是一个
[01:27:05--01:27:08] 他当然你看他20年的GPU经历
[01:27:08--01:27:10] 10年的AI经历
[01:27:10--01:27:11] 他是当时CUDA第一批
[01:27:11--01:27:13] 就是开发者
[01:27:13--01:27:15] 然后当时2015 2016年
[01:27:15--01:27:18] 2014 15 16年和乌文达
[01:27:18--01:27:22] 他们这个百度这个硅谷AI研究室
[01:27:22--01:27:23] 他加入了百度
[01:27:23--01:27:25] 他当时是2015 16
[01:27:25--01:27:26] 这是他进入AI的
[01:27:26--01:27:27] 他的第一步的AI
[01:27:27--01:27:29] 是乌文达说你懂GPU
[01:27:29--01:27:30] 你懂点数学
[01:27:30--01:27:31] 反正这就是AI
[01:27:31--01:27:32] 来吧
[01:27:32--01:27:33] 然后当时有Darrel
[01:27:33--01:27:34] 就是Anthropic的Founder
[01:27:34--01:27:36] 他们当时有那么一群小团队
[01:27:36--01:27:37] 都在百度
[01:27:37--01:27:38] 都在百度
[01:27:38--01:27:39] 是美国
[01:27:39--01:27:40] 就在美国就在硅谷
[01:27:40--01:27:41] 当时百度是
[01:27:41--01:27:43] 他们后来叫百度Mafia
[01:27:43--01:27:44] 像PayPalMafia一样
[01:27:44--01:27:48] 这些人后面是做了多少就是重要的工作
[01:27:48--01:27:51] 多少个早期的OpenAI
[01:27:51--01:27:53] 多少个比如说Darrel
[01:27:53--01:27:56] 就直接是Anthropic的这个Founder
[01:27:56--01:27:59] 然后非常好的一个
[01:27:59--01:28:01] 他们当时就是Scaling Works
[01:28:01--01:28:05] 我们就是做这个Deep Speech Deep Voice
[01:28:05--01:28:08] 就是把大量的这些Speech Voice的Data去扔进去
[01:28:08--01:28:09] Scaling Works
[01:28:09--01:28:13] 他们当时办公室有一个就是一个理念
[01:28:13--01:28:16] 叫我们绝对不招一个语言学家
[01:28:16--01:28:19] 他们当时是做的Deep Speech和Deep Voice
[01:28:19--01:28:20] 他们需要语言学家吧
[01:28:20--01:28:22] 按道理他们不招一个语言学家
[01:28:22--01:28:23] 有一点像我们当时
[01:28:23--01:28:26] 我们现在公司这个做编译器的这个团队
[01:28:26--01:28:29] 他们当时16 17年拿就是机器学习
[01:28:29--01:28:33] 要去革命这个Compiler Code Generation代码生成
[01:28:33--01:28:34] 他们就说
[01:28:34--01:28:37] 刚时就很多就是编译器的这些专家
[01:28:37--01:28:39] 说你不可能做到的
[01:28:39--01:28:40] 他们就说我们不需要你们
[01:28:40--01:28:41] 我们照样能做到
[01:28:41--01:28:44] 就拿AI进入一个领域去革命这个领域
[01:28:44--01:28:48] 某种程度上是我们这整一个现在30个人了
[01:28:48--01:28:50] 但当时就是早期这个创始团队的一个DNA
[01:28:50--01:28:54] 我希望能够拿AI去给数学
[01:28:54--01:28:58] 去做一些革命性的改变
[01:28:58--01:29:01] 你看他们说他们不招一个语言学家
[01:29:01--01:29:04] 要用AI去革语言学的命
[01:29:04--01:29:05] 对
[01:29:05--01:29:07] 那你们是不是也不应该招一个数学家
[01:29:07--01:29:08] 我们以为是这样的
[01:29:08--01:29:10] 我们以为是这样的
[01:29:10--01:29:12] 我们当时定了一个事情
[01:29:12--01:29:14] 就我们不招到第15个人的时候
[01:29:14--01:29:15] 不要招一个数学家
[01:29:15--01:29:16] 为什么是15个
[01:29:16--01:29:18] 就随便说了一个数学家
[01:29:18--01:29:20] 我们当时觉得我们钱也不是
[01:29:20--01:29:23] 我们的种子轮大家可能看起来数额很多
[01:29:23--01:29:24] 对于我们要做的事情来说
[01:29:24--01:29:27] 大家的普遍的想法是我们under race了
[01:29:27--01:29:28] 我们是race的不够
[01:29:28--01:29:29] 我们的种子轮
[01:29:29--01:29:33] 所以我们当时觉得人的这个人头是限制的
[01:29:33--01:29:35] 到20个人我们可能就没有办法再招人了
[01:29:35--01:29:37] 所以当时觉得那只能说
[01:29:37--01:29:41] 那就以每15比1这样的一个数学家的一个比例去走
[01:29:41--01:29:43] 但是他那句话的逻辑是
[01:29:43--01:29:45] 我不需要语言学家
[01:29:45--01:29:50] 语言学家背景可能对这个团队是复分
[01:29:50--01:29:53] 我们现在的想法就是我们招数学家
[01:29:53--01:29:57] 需要他非常的思想开放
[01:29:57--01:30:01] 早期的时候其实有一个叫做FrontierMath的一个benchmark
[01:30:01--01:30:04] 与这个benchmark相关的一些同学
[01:30:04--01:30:09] 当时有希望就是我们有互相都希望能够一起合作
[01:30:09--01:30:10] 他们加入Axion
[01:30:10--01:30:14] 但当时就发现一件事情就是一些数学家背景的同学
[01:30:14--01:30:20] 他对scaling这件事情他有一定的犹豫
[01:30:20--01:30:22] 他对或者说不是犹豫
[01:30:22--01:30:26] 他就不愿意他不喜欢scaling这种这种哲学
[01:30:26--01:30:28] 他觉得说我数学是一个公益
[01:30:28--01:30:29] 我是个手艺
[01:30:29--01:30:31] 像日本师傅捏寿司
[01:30:31--01:30:33] 你怎么能就是给我一个
[01:30:33--01:30:36] 当时我们说我们要做internet scale data set
[01:30:36--01:30:39] 有同学就是接了我们的offer之后就是不来了
[01:30:39--01:30:40] 就说我不要
[01:30:40--01:30:43] 我不要做internet scale data set
[01:30:43--01:30:45] 我们觉得又是要scaling
[01:30:45--01:30:47] 又是要更好的sample efficiency
[01:30:47--01:30:49] 就是当然说sample efficiency
[01:30:49--01:30:51] 这个效率是一个非常
