[00:00:04--00:00:08] 这个我还没答完,因为我觉得这还不是终极实力
[01:00:07--01:00:09] 还是有底层很多相似之处
[01:00:10--01:00:12] 就是当年在最早一版BP里我们就写过这个事
[01:00:13--01:00:16] 本质上它还是一个光电设备还是要控制激光
[01:00:16--01:00:18] 同时本质上它就是一个高精力的一个
[01:00:20--01:00:22] 这个光激电启动一套系统
[01:00:22--01:00:23] 还是有很多相似之处的
[01:00:23--01:00:25] 就一个雷达有什么差异
[01:00:25--01:00:26] 在突然蹦出来激光雷达这个
[01:00:27--01:00:29] 就是16年我们在做这些所有调研的时候大家还是讨论
[01:00:30--01:00:32] 然后讨论的过程中就觉得这个串
[01:00:33--01:00:34] 应该是要关注它
[01:00:35--01:00:35] 然后
[01:00:35--01:00:38] 有另外一个时间点是
[01:00:38--01:00:39] 16年我记得是
[01:00:39--01:00:40] 4月
[01:00:42--01:00:45] 这串早些有可能有些事尤其是第一次串一本
[01:00:45--01:00:47] 其实你的时间都弄得非常非常好
[01:00:47--01:00:48] 就是说
[01:00:48--01:00:50] 就是你都参加很多你也不知道为什么去的活动
[01:00:50--01:00:52] 我现在不会的
[01:00:52--01:00:53] 我现在不会的
[01:00:53--01:00:54] 也有可能
[01:00:55--01:00:55] 也就是
[01:00:55--01:00:57] 但另外一点就是因为你发现早期
[01:00:58--01:00:59] 你希望专注但是你没有能力专注
[01:01:00--01:01:01] 因为你不知道该怎么专注
[01:01:01--01:01:03] 如果市场都还没看明白
[01:01:03--01:01:05] 你做的产品还没想清楚
[01:01:05--01:01:06] 你说我就专注
[01:01:06--01:01:07] 朝这方向去做其实也不太合理
[01:01:08--01:01:11] 所以确实天然就会有一种我想看我别人在干什么
[01:01:11--01:01:13] 所以我真的参加了很多
[01:01:13--01:01:16] 回头看就是也确实没有收获的活动
[01:01:16--01:01:17] 但也有一些活动
[01:01:18--01:01:18] 是
[01:01:20--01:01:21] 给了你很多启发那么举一个例子
[01:01:22--01:01:24] 特别是16年4月的
[01:01:25--01:01:27] 有一个莫名其妙的朋友我已经忘了是谁了
[01:01:27--01:01:29] 我希望这人能看到这个
[01:01:30--01:01:31] 他邀请我去博里
[01:01:33--01:01:34] 做演讲
[01:01:35--01:01:36] 你吃饭了
[01:01:37--01:01:37] 想
[01:01:38--01:01:40] 这个视频今天晚上能查到
[01:01:40--01:01:42] 讲
[01:01:42--01:01:44] 为什么中国创新
[01:01:45--01:01:49] 没想到很奇怪如果我作为一个就是如此失败创业者16年
[01:01:49--01:01:49] 我跑去
[01:01:50--01:01:51] 给德国人讲为什么我创新牛皮
[01:01:52--01:01:53] 非常奇怪的一件事情
[01:01:53--01:01:54] 我当然觉得
[01:01:55--01:01:57] 反正他出几票钱我去德国看看
[01:01:58--01:01:59] 我就因为他
[01:01:59--01:02:00] 他折我报销我就去德国
[01:02:01--01:02:02] 然后当我去
[01:02:02--01:02:05] 你哪一位联大同伙都不记得人家
[01:02:05--01:02:06] 我真不记得
[01:02:06--01:02:06] 嗯
[01:02:07--01:02:07] 就是
[01:02:07--01:02:09] 我就记得他出几票钱
[01:02:10--01:02:10] 然后
[01:02:11--01:02:12] 我就去博里了
[01:02:13--01:02:15] 然后我去完博里以后呢
[01:02:15--01:02:17] 我应该去我就想在宇宙嘛
[01:02:17--01:02:18] 我就
[01:02:19--01:02:19] 跟
[01:02:21--01:02:23] 青蛙小组圈还是蛮多的
[01:02:23--01:02:25] 慕尼黑呀斯图呀我就在
[01:02:25--01:02:25] 参加了然后
[01:02:26--01:02:27] 我就联系本地的青蛙校友
[01:02:28--01:02:29] 然后
[01:02:29--01:02:30] 就
[01:02:32--01:02:32] 吃了很多顿饭
[01:02:33--01:02:36] 然后同时呢他们也给我介绍了一些汽车行业的人
[01:02:37--01:02:39] 就是那些德国造车的人
[01:02:40--01:02:40] 然后
[01:02:40--01:02:41] 但是是非官方的
[01:02:42--01:02:43] 因为当时我们也没有什么成绩
[01:02:43--01:02:45] 但是就是
[01:02:45--01:02:47] 我就问了问那些汽车行业的这些前辈
[01:02:48--01:02:50] 就说你们觉得就既往也要一顺
[01:02:51--01:02:51] 这个
[01:02:52--01:02:53] 有需求吗
[01:02:53--01:02:57] 当时德国人都不叫来人叫Leader
[01:02:57--01:02:58] 他发音都跟我们不一样
[01:02:59--01:03:00] 因为那个还是特别早期的时候
[01:03:00--01:03:02] 就特别有意思
[01:03:02--01:03:03] 就是
[01:03:03--01:03:04] 我跟所有人一样
[01:03:05--01:03:08] 只要他本来也听说过这个激光雷达之人
[01:03:08--01:03:10] 他都两眼一亮他说你要干这事
[01:03:11--01:03:12] 绝对成功
[01:03:13--01:03:15] 就不一定是我成功而是他说
[01:03:15--01:03:16] 这事太值得干了
[01:03:17--01:03:18] 为什么
[01:03:18--01:03:20] 他觉得是一个一定会发生的事
[01:03:21--01:03:23] 但是车子没有用激光雷达没有大面积的用备
[01:03:24--01:03:25] 他们用的是什么来取代这功能
[01:03:25--01:03:27] 他根本没用那么多
[01:03:27--01:03:28] 他那个年代的车还没有呀
[01:03:29--01:03:30] 只有前沿研发的人才用过
[01:03:31--01:03:32] 一年哪有那么多
[01:03:34--01:03:36] 贵都是万多年以上
[01:03:36--01:03:37] 确实是
[01:03:37--01:03:38] 就是他就眼前一亮
[01:03:39--01:03:41] 就有点像说你突然觉得我终于有人要干这个事啊
[01:03:42--01:03:42] 解救我们那种感觉
[01:03:43--01:03:44] 大家都这样
[01:03:44--01:03:45] 就
[01:03:45--01:03:47] 只要在行业内人一听就眼前一亮说
[01:03:47--01:03:48] 就是please
[01:03:48--01:03:49] 干这个事赶紧干这个事
[01:03:50--01:03:50] 你们还想着是机器人
[01:03:51--01:03:52] 然后结果发现了
[01:03:52--01:03:53] 好多选择
[01:03:53--01:03:54] 但就是
[01:03:54--01:03:57] 这件事也是我们认为最值得干的之一
[01:03:58--01:03:59] 但我就记得
[01:03:59--01:04:00] 特清楚
[01:04:00--01:04:01] 然后
[01:04:02--01:04:06] 大家就好多人都眼前一亮就类似于让你兴奋的睡不着觉
[01:04:06--01:04:07] 然后呢
[01:04:07--01:04:09] 我觉得OK那就很清楚了
[01:04:10--01:04:13] 我记得特别清楚然后我从德国回来呢我就直奔公司
[01:04:14--01:04:15] 然后
[01:04:15--01:04:16] 我直奔公司以后呢
[01:04:17--01:04:17] 我就说
[01:04:18--01:04:20] 咱的激光雷达搞得怎么样
[01:04:20--01:04:22] 然后他说搞出来了
[01:04:22--01:04:23] 搞出来了
[01:04:24--01:04:25] 然后我说啥叫搞出来了
[01:04:25--01:04:28] 我当年都不好意思这么说你知道怎么搞出来的吗
[01:04:28--01:04:29] 就是
[01:04:30--01:04:30] 他有一套
[01:04:31--01:04:33] 特别原始的一个东西放在一个实验台上
[01:04:34--01:04:35] 他能发一根光
[01:04:36--01:04:39] 然后呢他能测很近的距离但是能测出一个距离来
[01:04:39--01:04:41] 这个读数呢
[01:04:41--01:04:43] 他并不显示在任何地方而是
[01:04:43--01:04:46] 一路传回了电脑里的那个Mathlab有一个记录仪
[01:04:47--01:04:47] 可能
[01:04:48--01:04:49] 20秒能读一个数
[01:04:50--01:04:50] 然后呢
[01:04:51--01:04:53] 我们把它放在一个旋转的冰箱上
[01:04:53--01:04:55] 像那种冰箱四个轮的那种
[01:04:56--01:04:57] 然后它就转
[01:04:57--01:04:58] 转一圈
[01:04:58--01:04:59] 扫描一圈
[01:04:59--01:05:02] 然后你挂了一个房间发现是方子
[01:05:03--01:05:04] 那时候我就
[01:05:05--01:05:08] 我想的还是要更原始一点
[01:05:09--01:05:10] 然后
[01:05:10--01:05:12] 这时候就是一多年
[01:05:13--01:05:14] 过了四五年
[01:05:15--01:05:16] 但我觉得
[01:05:16--01:05:18] 你如果看我们的公开信息
[01:05:18--01:05:19] 一多年
[01:05:19--01:05:20] 八月的出来
[01:05:20--01:05:22] 我们发布了一个产品
[01:05:23--01:05:25] 二月那个产品
[01:05:25--01:05:26] 那个
[01:05:26--01:05:27] 点云
[01:05:27--01:05:29] 已经跟你今天看到激光云大海接近
[01:05:30--01:05:31] 就这么快
[01:05:31--01:05:32] 为什么这么快
[01:05:33--01:05:34] 这到底是个高深的产品
[01:05:34--01:05:35] 高深的行业
[01:05:37--01:05:38] 是也不是
[01:05:38--01:05:40] 一是坦白讲其实激光雷达这些东西
[01:05:41--01:05:42] 早期传出来它就是会
[01:05:42--01:05:43] 比较有用
[01:05:43--01:05:44] 做样品都是不难的
[01:05:44--01:05:46] 但我们还是就是快
[01:05:46--01:05:47] 我觉得我们的工程能力就强
[01:05:48--01:05:49] 是因为向上新
[01:05:49--01:05:52] 和后面的就是加入合赛的所有的人
[01:05:52--01:05:53] 就是说肯定是在向上新的代码
[01:05:54--01:05:55] 但我觉得合赛就是
[01:05:56--01:05:57] 就是说我们历史上都是每一次
[01:05:58--01:05:59] 创新推新东西
[01:05:59--01:06:00] 都是最快
[01:06:00--01:06:04] 就是我觉得在创业公司早期如果你说我的优势不是
[01:06:07--01:06:08] 我觉得还是挺奇怪的
[01:06:08--01:06:11] 我觉得创业公司早期优势可能说的快你就不可能有别的优势
[01:06:11--01:06:12] 我们记得其他竞争对手吗
[01:06:13--01:06:15] 上一代有一些
[01:06:15--01:06:16] 然后
[01:06:16--01:06:22] 也有一些留下来的更多数的好像没有进入最终跟着我们一路进入现在的赛道
[01:06:22--01:06:23] 因为好多也是做
[01:06:24--01:06:25] 其他产品品类的
[01:06:25--01:06:26] 做激光雷达
[01:06:26--01:06:27] 一度中国可能
[01:06:28--01:06:29] 也有50家吧
[01:06:29--01:06:33] 在你们做激光雷达这件事情后产品有什么创新
[01:06:33--01:06:35] 相对上一代企业比如说美国的那个
[01:06:36--01:06:36] Valentine
[01:06:36--01:06:38] Valentine肯定不能说快
[01:06:38--01:06:41] 所以就是说他最早都是很大的一些东西
[01:06:41--01:06:44] 就我们在产品上一方面就是把他做成小盒子了
[01:06:44--01:06:45] 你可以简单的理解
[01:06:45--01:06:46] 有特别小的盒子
[01:06:46--01:06:47] 第二就是说
[01:06:48--01:06:49] 这里面的性能在大幅提升
[01:06:49--01:06:51] 我一度公开讲过说
[01:06:51--01:06:53] 摩尔定律其实比摩尔定律还多
[01:06:53--01:06:54] 摩尔定律是每
[01:06:54--01:06:55] 每十八个月
[01:06:55--01:06:56] 我们出的比较快
[01:06:57--01:06:57] 然后
[01:06:58--01:06:59] 并且成本也不佳
[01:06:59--01:07:02] 第二个就是说我刚才讲的
[01:07:02--01:07:05] 在这部分中你的必要条件是你要做大量的
[01:07:05--01:07:06] 我们叫做
[01:07:07--01:07:07] 芯片化
[01:07:08--01:07:09] 芯片化的本质一个是小型化
[01:07:10--01:07:11] 一个是供应链内化
[01:07:11--01:07:13] 你本来要买这些东西
[01:07:13--01:07:14] 都自己做
[01:07:14--01:07:16] 这芯片除了激光雷达做的是什么
[01:07:17--01:07:18] 不是你可以理解就是你今天看一辆
[01:07:19--01:07:20] 有个汽车好了
[01:07:20--01:07:22] 里面有那么多轮旗舰
[01:07:22--01:07:24] 对吧他好多东西买的对吧
[01:07:24--01:07:25] 那
[01:07:25--01:07:25] 有两个芯片
[01:07:26--01:07:27] 然后呢我们进入汽车行业
[01:07:28--01:07:28] 谈个比喻
[01:07:28--01:07:30] 我们做了一件什么事呢
[01:07:30--01:07:31] 把那么大的发动机
[01:07:31--01:07:33] 压缩成了这么小一颗芯片
[01:07:33--01:07:35] 然后把那么大的传动箱
[01:07:35--01:07:36] 又压缩成了一颗芯片
[01:07:36--01:07:40] 然后又把所有的座椅也压缩成了一颗芯片
[01:07:40--01:07:42] 所以导致于所有的功能都特别小
[01:07:43--01:07:44] 那产品创新呢
[01:07:44--01:07:45] 这就是产品创新
[01:07:45--01:07:46] 就是说
[01:07:46--01:07:48] 这样的传感器
[01:07:48--01:07:54] 主要的创新点还是来自于性能提升体积下降和成本下降
[01:07:55--01:07:56] 这是90%的
[01:07:57--01:07:58] 那我感觉你眼神有点失望
[01:07:58--01:08:00] 那我们再讲一下产品创新啊
[01:08:00--01:08:01] 它还是有创新的
[01:08:01--01:08:02] 我举一个例子
[01:08:02--01:08:03] 我举两个例子
[01:08:04--01:08:06] 一个例子呢这也是我们17年开始做的基础
[01:08:06--01:08:09] 我们有一家特别大的美国客户17年的时候
[01:08:09--01:08:10] 17年是我第一年卖雷达
[01:08:11--01:08:15] 那家客户反正也是最大的后来这个
[01:08:16--01:08:17] 不特别好
[01:08:18--01:08:19] 他就提出说
[01:08:20--01:08:22] 他觉得他的车很快在路上会有
[01:08:22--01:08:24] 几百辆互相之间激光会对射
[01:08:25--01:08:27] 他说你如何解决
[01:08:28--01:08:28] 激光
[01:08:29--01:08:30] 不会干扰别人的问题
[01:08:30--01:08:31] 也不会串烂
[01:08:33--01:08:37] 我们当时就开始用产品力的新的创新就是说
[01:08:37--01:08:40] 我会给那个发的那个光加一个编码
[01:08:41--01:08:43] 感觉是一个独特的密码
[01:08:43--01:08:44] 这是一类基础
[01:08:44--01:08:45] 然后
[01:08:45--01:08:46] 17年就开始做的
[01:08:46--01:08:49] 还有一项基础是两三年前开始做的从去年开始我们在
[01:08:49--01:08:52] 全面部署的就是我们叫做
[01:08:52--01:08:55] 这个波形解析引擎
[01:08:55--01:08:56] 什么意思就是说
[01:08:56--01:08:57] 以前就有点像是
[01:08:57--01:08:59] 要不就解决到要不就解决不到
[01:08:59--01:09:02] 但我不知道他是雨雾灰尘还是什么东西
[01:09:02--01:09:05] 我们后来做了大量的分析呢可以把那个激光A达的那个
[01:09:06--01:09:06] 他的那个材料
[01:09:07--01:09:10] 能分析出来这样的话你可以想象比如说车路在路上
[01:09:10--01:09:12] 如果建起一盘水花
[01:09:13--01:09:13] 他虽然扫到了
[01:09:14--01:09:15] 他能直接知道这个
[01:09:16--01:09:16] 不是
[01:09:17--01:09:17] 一个出路
[01:09:17--01:09:20] 因为他的反射感觉是不一样的
[01:09:21--01:09:23] 这部分解析引擎也是我们单转做的
[01:09:24--01:09:24] 一颗芯片
[01:09:25--01:09:26] 你觉得你们的公司状态怎么样
[01:09:26--01:09:27] 比现在还欢乐
[01:09:28--01:09:29] 创业公司早期
[01:09:30--01:09:31] 我觉得最好就是说
[01:09:32--01:09:33] 沟通基本靠吼
[01:09:33--01:09:34] 大家就
[01:09:34--01:09:35] 全部会只有U型
[01:09:36--01:09:38] 然后那个就都在一万分时
[01:09:39--01:09:40] 然后那个
[01:09:41--01:09:45] 每天晚上八九点还得录个串还得录个特别狠的
[01:09:45--01:09:46] 一五一六
[01:09:46--01:09:47] 就是这样
[01:09:47--01:09:48] 一六年你们收入增长了多少
[01:09:49--01:09:50] 一六年开始卖机货给大家
[01:09:51--01:09:52] 一六年
[01:09:52--01:09:52] 没有
[01:09:53--01:09:54] 一七年才出国
[01:09:54--01:09:55] 所以一六年
[01:09:55--01:09:56] 我猜
[01:09:57--01:09:58] 千万别忘记了
[01:09:58--01:10:00] 因为原来那个价格还卖了一千
[01:10:02--01:10:03] 那我觉得你们活着
[01:10:03--01:10:04] 一直还挺好
[01:10:05--01:10:06] 没死
[01:10:07--01:10:08] 就是一直都是有
[01:10:08--01:10:09] 阵下陷阵流的
[01:10:09--01:10:10] 我觉得这个
[01:10:10--01:10:13] 我翻译一下这句话
[01:10:13--01:10:14] 我觉得是因为
[01:10:14--01:10:16] 我最早说那个理念
[01:10:16--01:10:17] 就我觉得一个公司
[01:10:18--01:10:20] 没有营收是个原罪
[01:10:20--01:10:21] 我是不能接受的
[01:10:21--01:10:24] 哪怕是低质量的营收
[01:10:24--01:10:27] 其实你想我们做了一个其实一定程度上是错误产品
[01:10:28--01:10:28] 质量
[01:10:28--01:10:31] 这个收入质量你回头看是非常低的
[01:10:31--01:10:33] 但我依然不后悔
[01:10:33--01:10:34] 为什么呢
[01:10:34--01:10:36] 因为即使是低质量的营收
[01:10:37--01:10:39] 它依然是客户真金白银给你的钱
[01:10:39--01:10:41] 导致于你作为一家
[01:10:43--01:10:44] 商业公司
[01:10:44--01:10:46] 你的人心是奇的
[01:10:46--01:10:48] 因为你是在服务客户
[01:10:49--01:10:52] 因此大家就更容易拧成一股绳去做的事
[01:10:52--01:10:54] 如果你没有营收的事
[01:10:54--01:10:54] 然后
[01:10:55--01:10:57] 坦率地讲这个方向你觉得是谁定的
[01:10:58--01:10:59] 投资人
[01:10:59--01:11:00] 或者老板
[01:11:00--01:11:01] 或者
[01:11:01--01:11:02] 不知道什么原因
[01:11:02--01:11:03] 某人定了一个
[01:11:03--01:11:06] 这个就有可能不对
[01:11:06--01:11:08] 不是一定不对就有可能不对
[01:11:08--01:11:10] 在我看来很多公司最终
[01:11:10--01:11:11] 没有走下去的内部
[01:11:12--01:11:13] 根本原因是因为
[01:11:13--01:11:16] 你存在在一个离营收离商业化比较远的行业
[01:11:17--01:11:18] 导致于
[01:11:18--01:11:19] 到底
[01:11:19--01:11:20] 谁是对的是很难
[01:11:20--01:11:21] 很难说清楚的
[01:11:22--01:11:23] 我觉得是很重要的
[01:11:23--01:11:26] 从2014年到2015年你们做了一些低账的营收吗
[01:11:26--01:11:28] 其实2014没有就是2015
[01:11:28--01:11:30] 2015到2016做了一些低账营收
[01:11:31--01:11:32] 然后导致公司是有正向心理流的
