[00:00:06--00:00:07] 在现在来说的话
[00:52:26--00:52:28] 就觉得巨变是一个有生之年的事
[00:52:28--00:52:28] 对
[00:52:28--00:52:32] 但也经历了一段时间的创业的这个经历了
[00:52:32--00:52:35] 所以就在思考说到底这个巨变
[00:52:35--00:52:38] 能不能在现在这个时间点开始去做
[00:52:38--00:52:40] 如果不能原因是啥
[00:52:40--00:52:42] 我还需要推动的东西是啥
[00:52:42--00:52:44] 如果能那为什么不从现在开始去做
[00:52:44--00:52:47] 对 所以在21年那个时间点
[00:52:47--00:52:50] 当时花了半年左右的时间吧
[00:52:50--00:52:52] 当时可能就开始规划可能会更长
[00:52:52--00:52:54] 我觉得在思考和调研这个问题
[00:52:54--00:52:57] 就是说不能总是一个有生之年的事嘛
[00:52:57--00:52:58] 对吧
[00:52:58--00:53:00] 如果说真的我现在调研的结果是
[00:53:00--00:53:02] 现在不适合做这件事
[00:53:02--00:53:04] 那原因是啥
[00:53:04--00:53:06] 它得变成一个checklist
[00:53:06--00:53:06] 对
[00:53:06--00:53:08] 你没有想过要当scientist是吗
[00:53:08--00:53:09] 想过呀
[00:53:09--00:53:11] 那你一毕业就选择了去做ER
[00:53:11--00:53:12] 然后选择创业
[00:53:12--00:53:13] 对对对
[00:53:13--00:53:14] 当时在毕业前吧
[00:53:14--00:53:16] 我可能想过这个事嘛
[00:53:16--00:53:20] 就是我觉得我要不然就是可能会去创业
[00:53:20--00:53:21] 要不然可能会做scientist
[00:53:21--00:53:25] 因为去做一些可能换一个人做
[00:53:25--00:53:26] 就不一定能做出来
[00:53:26--00:53:28] 或者时间更长的这种事嘛
[00:53:28--00:53:30] 这种事情对我来说是比较有价值的
[00:53:30--00:53:35] 对而无论是我做出来一套一些科研上的新的理论呀
[00:53:35--00:53:37] 或者一些科研上的新的成果
[00:53:37--00:53:39] 或者我通过公司的形式去推动一个
[00:53:39--00:53:43] 真正在现实生活中原来没有的东西
[00:53:43--00:53:47] 这些事情对我来说可能这个个人的成长感会
[00:53:47--00:53:48] 对比较强一些
[00:53:48--00:53:53] 后来就毕业之后还是先决定就去理解一下创业这件事情
[00:53:53--00:53:54] 到底要怎么做
[00:53:54--00:53:55] 一些模糊的概念嘛
[00:53:55--00:53:57] 就觉得早晚如果真的想把
[00:53:58--00:53:59] 这个想法的话
[00:53:59--00:54:04] 那大概率你只是在学术圈里面把这个事推成是不太可能的
[00:54:04--00:54:04] 理解
[00:54:04--00:54:06] 你上一任创业有什么know-how吗
[00:54:06--00:54:07] 或者教训
[00:54:07--00:54:08] 创业这件事
[00:54:08--00:54:10] 我觉得这个事其实老生常谈了啊
[00:54:10--00:54:11] 但是在你没有体感之前
[00:54:11--00:54:14] 可能不会有这么深的认识
[00:54:14--00:54:15] 做创业这件事
[00:54:15--00:54:18] 尤其是一件比较重大的事情的话
[00:54:18--00:54:22] 我觉得一定是要选择你确实是非常投入
[00:54:22--00:54:25] 而且是可能就是唯一的这么一件事情
[00:54:25--00:54:27] 对而不是说这个事
[00:54:27--00:54:30] 你可以做或者你可能感兴趣
[00:54:30--00:54:31] 就去投入这件事
[00:54:31--00:54:34] 否则的话其实在创业过程中一方面都说过
[00:54:34--00:54:36] 为什么就是你有很多的困难
[00:54:36--00:54:37] 能不能坚持下去
[00:54:37--00:54:39] 另一方面其实最重要的事是就是
[00:54:39--00:54:42] 你可能会有其他的选择
[00:54:42--00:54:43] 其他的option
[00:54:43--00:54:45] 尤其是在当你遇到困难的时候
[00:54:45--00:54:49] 你会不会为你其实真正喜欢的那件事情而放弃当前的这件事情
[00:54:49--00:54:52] 这件事其实是对于创业来说
[00:54:52--00:54:55] 我觉得尤其对于创始人来说一个思考的非常清楚的一件事
[00:54:55--00:54:57] 你顺境的时候反正也都顺利嘛
[00:54:57--00:54:58] 就做就做了
[00:54:58--00:55:01] 但是你不可能去做创业是一帆风顺的
[00:55:01--00:55:06] 所以在最开始就选择一个无论多困难
[00:55:06--00:55:10] 你可能都会觉得自己能够为了这件事情坚持下去的
[00:55:10--00:55:13] 而不是说锦上添花的一件事情
[00:55:13--00:55:16] 这个事在创业的初期是非常重要的一件事情
[00:55:16--00:55:18] 明确的初心
[00:55:18--00:55:20] 然后又回来做客工客具店
[00:55:20--00:55:22] 对
[00:55:22--00:55:23] 然后到2011年初
[00:55:23--00:55:27] 你们是不是一起拜访了很多的科研院所和工艺商
[00:55:27--00:55:29] 那算是一个调研的过程
[00:55:29--00:55:32] 这个调研当时的过程怎么样
[00:55:32--00:55:34] 然后得出了什么行业结论没有
[00:55:34--00:55:34] 对
[00:55:34--00:55:36] 最开始调研的时候
[00:55:36--00:55:39] 实际上我们想理解的事情就是
[00:55:39--00:55:43] 如果我们在国内去推动客工和具店这件事的话
[00:55:43--00:55:49] 我会不会被人才、技术和原料这三个东西卡住脖子
[00:55:49--00:55:52] 调研下来的结果是原料基本上
[00:55:52--00:55:53] 包括供应商
[00:55:53--00:55:56] 其实这些核心的一些你可能会用到的供应商
[00:55:56--00:55:57] 基本上不太存在
[00:55:57--00:55:58] 卡脖子的现象
[00:55:58--00:56:02] 从我们选择高温车道这条技术路线的话
[00:56:02--00:56:04] 我们不会的大概来全世界范围内
[00:56:04--00:56:04] 大家也不会
[00:56:04--00:56:06] 都是很新的东西
[00:56:06--00:56:10] 传统的可以去已经积累的这些知识
[00:56:10--00:56:11] 大部分都是学术公开的东西
[00:56:11--00:56:13] 所以从技术本身的话
[00:56:13--00:56:15] 并不太存在被卡脖子卡住的事
[00:56:15--00:56:16] 我不会的
[00:56:16--00:56:16] 大家也不会
[00:56:16--00:56:18] 就自己就从头去摸呗
[00:56:18--00:56:20] 人才上来的事来说的话
[00:56:20--00:56:22] 其实更不存在这个问题
[00:56:22--00:56:26] 尤其是这件事的核心是一方面是有研究的事情
[00:56:26--00:56:27] 但更重要的
[00:56:27--00:56:28] 其实是工程化落地
[00:56:28--00:56:33] 而中国其实在工程师的这个团队里面确实是有红利的
[00:56:33--00:56:37] 基本的判断就是在那个时间点没有一个no go
[00:56:37--00:56:40] 没有什么东西是说你不能现在开始去做的
[00:56:40--00:56:43] 而且这个东西它是一个正向循环
[00:56:43--00:56:44] 很快速的东西
[00:56:44--00:56:50] 它是有大量的在你做它的过程中积累出来的这个经验和知识
[00:56:50--00:56:54] 然后能够再用来迭代到下一代产品里面的这个东西
[00:56:54--00:56:56] 所以它不是一个
[00:56:56--00:56:56] 比如说
[00:56:56--00:56:57] 有一个关键点
[00:56:57--00:56:59] 这个关键点你做到了
[00:56:59--00:57:01] 或者别人用这个观念都能做到不是的
[00:57:01--00:57:04] 它是有大量的很细碎的这样的问题
[00:57:04--00:57:09] 每一个问题都是需要一个一个去解决的这种爱滴生事的问题
[00:57:09--00:57:11] 然后那么这种事情的话
[00:57:11--00:57:14] 而且它的本来的初始投入量也比资金量也比较大
[00:57:14--00:57:18] 所以它是一个先手优势很强的这么一个行业
[00:57:18--00:57:19] 人才是稀缺的
[00:57:19--00:57:20] 换句话说
[00:57:20--00:57:23] 可能就没有就得全部自己培养知识是自己积累的
[00:57:23--00:57:25] 且它的正向循环是非常快的
[00:57:25--00:57:28] 而且你的每一代的资金量都是比较大的
[00:57:28--00:57:30] 作为一个创业公司来说
[00:57:30--00:57:32] 那么当你有了领先优势之后
[00:57:32--00:57:38] 同样的方向的第二名就基本上它的就是我的先手优势过大了
[00:57:38--00:57:40] 所以那就赶早不赶晚呗
[00:57:40--00:57:43] 那2010年中国的可控和具验这个产业
[00:57:43--00:57:45] 它当时是一个什么样的阶段
[00:57:45--00:57:49] 当时的话只有中科院的等立资所
[00:57:49--00:57:54] 和在合肥还有中和的585所在成都
[00:57:54--00:57:55] 这两个
[00:57:55--00:58:00] 国家队主要在推还是以科研机构为主的一个状态
[00:58:00--00:58:01] 创业公司还没有
[00:58:01--00:58:04] 没有我们是第一个以商业和聚编
[00:58:04--00:58:06] 从和聚编商业化为目标的创业公司
[00:58:06--00:58:08] 那个时候确实是大家至少国内的话是
[00:58:08--00:58:10] 应该是没有意识到还有这么个东西
[00:58:10--00:58:13] 我们应该是最早去把这个车提出来的一个人
[00:58:13--00:58:14] 一个团队了
[00:58:14--00:58:14] 对
[00:58:14--00:58:16] 这个行业的产业链是什么样的
[00:58:16--00:58:20] 产业链其实现在是一个非常早期的一个状态
[00:58:20--00:58:23] 你干一台装置你有不同的干法
[00:58:23--00:58:25] 比如说很多的大学和科研机构
[00:58:25--00:58:28] 每在干一些小型的装置呀
[00:58:28--00:58:31] 或者说一些自己的科研用的装置
[00:58:31--00:58:35] 那其实都是以这种科研装置可能外包给一些其他的科研单位
[00:58:35--00:58:38] 或者一些单位帮你传一台装置的一个状态去做的
[00:58:38--00:58:41] 对就类似于说这个子系统交给你
[00:58:41--00:58:42] 你最终交付一个完整子系统
[00:58:42--00:58:45] 但对方的供应商可能也就是一个也是一个科研单位
[00:58:45--00:58:48] 我们的做法实际上是就像我说的
[00:58:48--00:58:53] 我们不希望有这种在装置设计和建设过程中的黑盒
[00:58:53--00:58:55] 所以我们其实是完全自主
[00:58:55--00:58:57] 设计的一个状态
[00:58:57--00:59:02] 然后核心系统自己制造就意味着你去直接接触的是原材料供应商
[00:59:02--00:59:04] 你出了图纸之后你去
[00:59:04--00:59:07] 比如说大家充分竞争的机家呀汉街这些供应商
[00:59:07--00:59:09] 那我就直接撒出去图纸上来去做了
[00:59:09--00:59:10] 对于我们来说
[00:59:10--00:59:14] 其实我们的上游大部分都是原材料
[00:59:14--00:59:18] 包括一些非常充分竞争的机家呀汉街呀制造的供应商
[00:59:18--00:59:23] 包括一些电子元器件呀成熟的这些大批量的这些元件
[00:59:23--00:59:25] 觉得我们其实现在的状态
[00:59:25--00:59:28] 还是属于一个非常非常早期
[00:59:28--00:59:31] 甚至产业链还没有怎么形成的一个状态
[00:59:31--00:59:32] 所以大量的事情
[00:59:32--00:59:35] 尤其在我们的这种工作方式下的话都是子验
[00:59:35--00:59:39] 你们的第一台第一代产品红黄麒麟是怎么建造的
[00:59:39--00:59:40] 你为什么叫红黄
[00:59:40--00:59:43] 红黄其实它在中国神话里面
[00:59:43--00:59:47] 它是一个非常早期非常充沛的一个状态
[00:59:47--00:59:49] 当然了这个状态是一个非常混沌的状态
[00:59:49--00:59:51] 也就是它有很多的能量
[00:59:51--00:59:54] 但是其实它是一个非常无序的状态
[00:59:54--00:59:55] 对其实我觉得区变
[00:59:55--00:59:57] 其实在做的也是这样一个事情
[00:59:57--01:00:00] 就是你把很多其实原来很无序的东西
[01:00:00--01:00:01] 但是它能量非常巨大
[01:00:01--01:00:03] 转变成了一个电能
[01:00:03--01:00:04] 所以这台装置里面
[01:00:04--01:00:06] 这个反应的这个过程
[01:00:06--01:00:08] 其实就是一个充满了能量
[01:00:08--01:00:09] 且非常无虚的这么一个状态
[01:00:09--01:00:10] 所以我们把这一系列
[01:00:10--01:00:12] 我们通过马克兜命名为洪荒
[01:00:12--01:00:13] 70的话
[01:00:13--01:00:14] 其实它是它一个关键参数了
[01:00:14--01:00:17] 对就它的这个大半径的参数了
[01:00:17--01:00:18] 我们70个厘米
[01:00:18--01:00:19] 我们就把它们就叫70了
[01:00:19--01:00:22] 第一代产品是怎么构造出来的
[01:00:22--01:00:23] 以及它的意义是什么
[01:00:23--01:00:24] 构造出一台装置
[01:00:24--01:00:26] 到底是一个什么样的过程
[01:00:26--01:00:27] 多少人
[01:00:27--01:00:29] 你们的工作是做什么呢
[01:00:29--01:00:31] 我有去参观过你们的那个
[01:00:31--01:00:33] 上次叶宇明带我去过半年前了
[01:00:33--01:00:35] 好的对楼下就在楼下
[01:00:35--01:00:38] 我们当时在最开始的时候
[01:00:38--01:00:39] 开始做这个时候就四个人
[01:00:39--01:00:40] 就我们四个创始人
[01:00:40--01:00:42] 到这台装置建成的时候
[01:00:42--01:00:44] 大概是个100人的团队
[01:00:44--01:00:45] 两年的时间
[01:00:45--01:00:47] 最开始确实是
[01:00:47--01:00:49] 首先我们先讲一下
[01:00:49--01:00:50] 站在现在这个时间点上
[01:00:50--01:00:51] 一台装置的设计
[01:00:51--01:00:52] 大概会经过哪些过程
[01:00:52--01:00:54] 首先你是先做物理设计
[01:00:54--01:00:55] 你这台装置
[01:00:55--01:00:58] 希望实现的最核心的目标是啥
[01:00:58--01:00:59] 然后基于这个目标
[01:00:59--01:01:02] 它会变成我的一些等离子体的状态
[01:01:02--01:01:04] 这就是我要达成这个目标
[01:01:04--01:01:05] 我的最核心的物理的参数
[01:01:05--01:01:07] 它需要实现什么状态
[01:01:07--01:01:09] 这就是这个物理设计
[01:01:09--01:01:10] 基于这个物理设计
[01:01:10--01:01:12] 比如说你等离子体要达到这样的性能
[01:01:12--01:01:14] 那么下一件事就是概念设计
[01:01:14--01:01:16] 你的每一个子系统
[01:01:16--01:01:19] 都需要去实现什么样的参数
[01:01:19--01:01:21] 才能够让最终的这个物理参数
[01:01:21--01:01:23] 达到你刚刚的那个物理设计的目标
[01:01:23--01:01:25] 比如说你的磁场要多大
[01:01:25--01:01:28] 磁场的形状变成什么样子
[01:01:28--01:01:29] 你的这个
[01:01:29--01:01:31] 把等离子体它在一个真空环境里面
[01:01:31--01:01:32] 你这个真空环境
[01:01:32--01:01:33] 这个真空室的结构长什么样子
[01:01:33--01:01:36] 各个子系统它的运行的温度是什么样子
[01:01:36--01:01:38] 包括外围的你的
[01:01:38--01:01:40] 什么时候去往里面加料
[01:01:40--01:01:40] 就是充气
[01:01:40--01:01:42] 什么时候去诊断
[01:01:42--01:01:44] 去看它的这个当前的运行的状态
[01:01:44--01:01:46] 什么时候去做控制等等的
[01:01:46--01:01:50] 就是基于你要实现的物理参数的这个目标
[01:01:50--01:01:52] 你会把每一个子系统
[01:01:52--01:01:54] 它的核心的目标要设计出来
[01:01:54--01:01:56] 它的运行工况要设计出来
[01:01:56--01:01:59] 它和其他子系统之间
[01:01:59--01:02:00] 的接口要设计出来
[01:02:00--01:02:02] 否则的话每个子系统互相打架了
[01:02:02--01:02:03] 那就拼不起来了
[01:02:03--01:02:05] 有多少子系统
[01:02:05--01:02:07] 一级子系统我们粗分的话大概十个
[01:02:07--01:02:08] 其实真正的二级子系统
[01:02:08--01:02:10] 就真的每一个我们叫系统的东西
[01:02:10--01:02:11] 大概三十多个吧
[01:02:11--01:02:13] 在做完概念设计
[01:02:13--01:02:16] 就是说至少为了达成我们最大的那个目标
[01:02:16--01:02:18] 然后转化成的这个物理目标的话
[01:02:18--01:02:21] 每一套系统都有一个设计概念
[01:02:21--01:02:21] 就是可行性
[01:02:21--01:02:24] 大概是这个东西能做出来
[01:02:24--01:02:25] 那么做到这一步之后
[01:02:25--01:02:27] 再往下一步叫做工程设计
[01:02:27--01:02:27] 这个概念
[01:02:27--01:02:28] 比如说我要一个
[01:02:29--01:02:32] 多大流量多少温度多少流速的一套低温系统
