[00:00:12--00:00:14] Hello 大家好,我是小骏
[00:00:14--00:00:17] 今天这期节目我们来到了美国纽约
[01:27:49--01:27:51] 会这么担心或者恐惧呢
[01:27:51--01:27:53] 我觉得这一面
[01:27:53--01:27:54] 我没有答案
[01:27:54--01:27:55] 对
[01:27:55--01:27:59] 但我觉得会有技术上的一些
[01:27:59--01:28:01] 可以去把控的地方
[01:28:01--01:28:03] 我们可以通过技术的手段
[01:28:03--01:28:05] 让AI能在未来
[01:28:05--01:28:07] 变得更加可信
[01:28:07--01:28:08] 变得更加安全
[01:28:08--01:28:09] 变得更加controllable
[01:28:09--01:28:11] 可以控制
[01:28:11--01:28:13] 然后其实这件事情
[01:28:13--01:28:15] 侧面也是为什么要做
[01:28:15--01:28:18] 要做世界模型
[01:28:18--01:28:20] 他为什么想要找你
[01:28:20--01:28:21] 不知道
[01:28:21--01:28:23] 可能他reach out了一千个人
[01:28:23--01:28:24] 一万个人吧
[01:28:24--01:28:25] 我猜
[01:28:25--01:28:26] 对
[01:28:26--01:28:29] 我们那天在一起等餐厅排队的时候
[01:28:29--01:28:31] 其实我们在纽约的街头一起走了走
[01:28:31--01:28:33] 我们的话题很自然的就延展到了
[01:28:33--01:28:35] 那些对你非常重要
[01:28:35--01:28:36] 影响过你的人
[01:28:36--01:28:38] 就是刚才在你的分享里面
[01:28:38--01:28:40] 其实人这个因素
[01:28:40--01:28:43] 占据你的很多选择的非常大的比重
[01:28:43--01:28:45] 为什么人对你来很重要
[01:28:45--01:28:48] 而且你的那个自己的个人简介里面
[01:28:48--01:28:50] 也清楚的写出来了
[01:28:50--01:28:53] 哪些合作者对你来说很重要
[01:28:53--01:28:54] 这个非常少见
[01:28:54--01:28:56] 为什么人对你来说这么关键
[01:28:56--01:28:57] 这件事情少见吧
[01:28:57--01:28:58] 我觉得一点也不少见
[01:28:58--01:29:00] 我觉得这就是一个
[01:29:00--01:29:02] 在学术圈里面
[01:29:02--01:29:05] 大家的一个行为的模式吧
[01:29:05--01:29:07] 我觉得大家会有这种组织起来
[01:29:07--01:29:09] 这种social network
[01:29:09--01:29:13] 然后这些人决定了你的认知
[01:29:13--01:29:14] 因为他们可能是你的学生
[01:29:14--01:29:16] 他们可能是你的老师
[01:29:16--01:29:17] 对吧
[01:29:17--01:29:19] 但是不是说老师就一定教导学生
[01:29:19--01:29:22] 有时候也是学生反过来教导老师的
[01:29:22--01:29:24] 所有这些事情都能成立
[01:29:24--01:29:26] 所以它是一个巨大的一个graph
[01:29:26--01:29:29] 然后人与人之间全都会被联系到一起
[01:29:29--01:29:32] 然后我觉得这也是为什么
[01:29:32--01:29:34] research或者science这件事情
[01:29:34--01:29:36] 特别奇妙的一点
[01:29:36--01:29:39] 因为我觉得很多时候人与人的这种
[01:29:39--01:29:41] 这种彼此的信任
[01:29:41--01:29:42] 彼此的欣赏
[01:29:42--01:29:46] 彼此的这种感受吧
[01:29:46--01:29:47] 我觉得不是通过
[01:29:47--01:29:49] 比如大家非要生活在一起
[01:29:49--01:29:51] 然后做朋友这样建立起来的
[01:29:51--01:29:54] 很多时候其实是通过scientific discovery
[01:29:54--01:29:56] 这种research的部分
[01:29:56--01:29:59] 建立起来的人与人的关系
[01:29:59--01:30:01] 我觉得这件事情其实是非常有意思的
[01:30:01--01:30:03] 比如说对我很深影响的人
[01:30:03--01:30:06] 那我可能了解一下
[01:30:06--01:30:07] 他们的个人
[01:30:07--01:30:09] 当然我也会尝试去了解他们的个人
[01:30:09--01:30:10] 对吧
[01:30:10--01:30:11] 但这个对我来说不重要
[01:30:11--01:30:16] 我似乎在透过他们的论文了解他们的想法
[01:30:16--01:30:19] 然后我觉得这才是research的意义
[01:30:19--01:30:21] 我觉得research的意义不是为了发论文
[01:30:21--01:30:27] 我不认为发论文是这件事情的一个目的
[01:30:27--01:30:29] 完全不是这样
[01:30:29--01:30:30] 目的应该是
[01:30:30--01:30:33] 目的是什么呢
[01:30:33--01:30:36] 是对人的游历吗
[01:30:36--01:30:41] 我觉得凯明跟我说这个目的是
[01:30:41--01:30:44] 其实它的本质的意思是要把这个
[01:30:44--01:30:46] 把knowledge share出去
[01:30:46--01:30:51] 就是你发的论文的目的不是给别人看的
[01:30:51--01:30:53] 是为了让别人看到这个论文之后
[01:30:53--01:30:56] 别人有事情做
[01:30:56--01:30:59] 就是你发表一篇论文
[01:30:59--01:31:01] 别人understand了一些其中的内容
[01:31:01--01:31:04] 然后大家会觉得我自己的视野被打开了
[01:31:04--01:31:06] 就是对别人有帮助
[01:31:06--01:31:08] 能够inspire别人
[01:31:08--01:31:10] 或者说能够启蒙别人
[01:31:10--01:31:12] 这个是research的目的
[01:31:12--01:31:14] 我觉得这是research的目的
[01:31:14--01:31:16] 或者说一个更浪漫的说法其实是说
[01:31:16--01:31:20] 这句话是汉娜·阿伦特说的
[01:31:20--01:31:25] 然后她说我不在乎什么impact
[01:31:25--01:31:27] 我不在乎影响力这件事
[01:31:27--01:31:29] 因为其实在research圈子里面
[01:31:29--01:31:31] 大家会说我们发paper的目的是
[01:31:31--01:31:33] 创造某种impact
[01:31:33--01:31:34] 其实在我字典里面
[01:31:34--01:31:36] 我其实有点对impact有点不高兴
[01:31:36--01:31:37] 但是这个词是有抵触的
[01:31:37--01:31:38] 抵触
[01:31:38--01:31:40] 有一点抵触
[01:31:40--01:31:41] 为什么呀
[01:31:41--01:31:43] 你抵触它的是什么
[01:31:43--01:31:45] again就是说阿伦特他说的说法是说
[01:31:45--01:31:48] 他说他觉得impact这个词
[01:31:48--01:31:51] 是一个过于aggressive
[01:31:51--01:31:53] 过为男性化的一个词
[01:31:53--01:31:55] 对他来说
[01:31:55--01:31:58] 他做这些事情的目的不是创造impact
[01:31:58--01:32:00] 而是为了理解本身
[01:32:00--01:32:03] 他觉得如果能够理解到一个事情
[01:32:03--01:32:06] 这件事情的感觉是很奇妙的
[01:32:06--01:32:09] 如果你能把你理解到的东西写下来
[01:32:09--01:32:12] 不管是一篇文章一篇论文也好
[01:32:12--01:32:13] 传播出去
[01:32:13--01:32:17] 那你就能够有可能让这世界上更多的人
[01:32:17--01:32:21] 对这样的一个问题有跟你一样的这种理解
[01:32:21--01:32:26] 然后这件事情会一步一步的传导下去
[01:32:26--01:32:30] 形成一个很大程度上某种共鸣
[01:32:30--01:32:33] 然后阿伦特的说法是
[01:32:33--01:32:36] 他会在这之中找到一个家人的感觉
[01:32:36--01:32:40] 他会觉得自己理解了一件事情
[01:32:40--01:32:43] 告诉别人让别人能够被理解
[01:32:43--01:32:47] 说明这些人也一定程度上理解了我
[01:32:47--01:32:50] 但我觉得人作为这个社会上的生物
[01:32:50--01:32:52] 是需要被理解的
[01:32:52--01:32:55] 他把影响力这个词用了一种非常柔软的方式
[01:32:55--01:32:57] 表达了出来是在谋求理解
[01:32:57--01:32:59] 我觉得是
[01:32:59--01:33:01] 你更赞同这个说法
[01:33:01--01:33:03] 我觉得很赞同他
[01:33:03--01:33:05] 因为我觉得
[01:33:05--01:33:07] 我觉得创造impact这件事情
[01:33:07--01:33:10] 他特别以我为中心
[01:33:10--01:33:12] 我要创造impact
[01:33:12--01:33:14] 对以我为中心
[01:33:14--01:33:16] 对你说非常对
[01:33:16--01:33:18] 我要创造这个impact
[01:33:18--01:33:20] 我要改变这个世界
[01:33:20--01:33:23] 但这个世界的人
[01:33:23--01:33:26] 同意我这样改变它吗
[01:33:26--01:33:28] 或者说这个世界上很多的灾难
[01:33:28--01:33:31] 其实是因为大家要创造impact
[01:33:31--01:33:34] 要去改造这个世界所带来的
[01:33:34--01:33:36] 我觉得这件事情
[01:33:36--01:33:38] 我会倾向于
[01:33:38--01:33:40] 统一这种更柔软的表述
[01:33:40--01:33:41] 我觉得
[01:33:41--01:33:44] 如果能让在这个世界上的所有的人
[01:33:44--01:33:47] 因为我们做的研究
[01:33:47--01:33:49] 能够对问题多了一层新的认识
[01:33:49--01:33:51] 多了一层新的了解
[01:33:51--01:33:55] 那这个地球上的智能总量就会被提上去
[01:33:55--01:33:58] 但地球上智能总量提升这件事情
[01:33:58--01:34:00] 永远不是一件错误的事
[01:34:00--01:34:03] 它永远是一个对世界来说有利的事
[01:34:04--01:34:06] 你希望是impact也好
[01:34:06--01:34:08] 还是被更多的人理解也好
[01:34:08--01:34:12] 你希望被更多的人认识和记住吗
[01:34:12--01:34:15] 你对这种fame是有需求的吗
[01:34:15--01:34:17] 我当然没有这个需求了
[01:34:17--01:34:18] 你没有这个需求
[01:34:18--01:34:20] 但我觉得我没有这个需求
[01:34:20--01:34:21] 真的吗
[01:34:21--01:34:24] 或者说我站在我现在这个角度
[01:34:24--01:34:28] 我其实是某种虚假的fame的一个受害者
[01:34:28--01:34:30] 原因是现在
[01:34:30--01:34:32] 大家会把我们的一些论文
[01:34:32--01:34:34] 放到小红书上去议论
[01:34:34--01:34:37] 然后其实这件事情没有一个
[01:34:37--01:34:39] 或者说大家说所谓什么三大会
[01:34:39--01:34:41] 然后要宣传工作
[01:34:41--01:34:45] 我从来没有一次要求过
[01:34:45--01:34:47] 任何一家这样的媒体
[01:34:47--01:34:49] 去做这样的宣传
[01:34:49--01:34:51] 然后我跟我的学生说
[01:34:51--01:34:54] 你们千万不要去什么去小红书
[01:34:54--01:34:55] 去什么知乎
[01:34:55--01:34:57] 去宣传自己的工作
[01:34:57--01:34:58] 你可以去解释你的工作
[01:34:58--01:34:59] 你可以去评论你的工作
[01:34:59--01:35:00] 没有问题
[01:35:00--01:35:02] 不要去宣传自己的工作
[01:35:02--01:35:03] 为什么在X上是可以的呢
[01:35:04--01:35:06] 我觉得X上面
[01:35:06--01:35:08] 更多的还是
[01:35:08--01:35:10] 还是看怎么叫做宣传吧
[01:35:10--01:35:12] 我觉得我更focus的东西还是说
[01:35:12--01:35:15] 把这件事情稍微凝练总结
[01:35:15--01:35:17] 然后告诉大家是怎么回事
[01:35:17--01:35:19] 更有点像吸引大家去看我的工作
[01:35:19--01:35:21] 我觉得这件事情没有问题
[01:35:21--01:35:23] 但我说的宣传更像是
[01:35:23--01:35:24] 你说的fame这件事情
[01:35:24--01:35:27] 因为我真的很不能接受的事情
[01:35:27--01:35:29] 是大家现在会说
[01:35:29--01:35:32] 某某某团队发表了什么工作
[01:35:32--01:35:33] 哦
[01:35:33--01:35:34] 会强化那个人
[01:35:34--01:35:35] 会强化这个人
[01:35:35--01:35:36] 某个人的团队
[01:35:36--01:35:37] 会强化这个人
[01:35:37--01:35:38] 对
[01:35:38--01:35:41] 如果有这个小编们听到这件事情的话
[01:35:41--01:35:44] 希望大家以后能够不去说这件事
[01:35:44--01:35:46] 不能写谢在你团队上
[01:35:46--01:35:47] 不要把我的照片放在上面
[01:35:47--01:35:49] 不要把我的名字放在上面
[01:35:49--01:35:52] 我们需要更加鼓励年轻人
[01:35:52--01:35:54] 真正做出这个工作的人
[01:35:54--01:35:56] 让他们有更多的visibility
[01:35:56--01:35:57] 对吧
[01:35:57--01:35:58] 那他也可能会觉得你是一座
[01:35:58--01:35:59] maybe
[01:35:59--01:36:00] 对
[01:36:00--01:36:01] 如果我是一座的工作
[01:36:01--01:36:02] 没问题啊
[01:36:02--01:36:03] 我自己做对吧
[01:36:03--01:36:04] 哦
[01:36:04--01:36:05] 我只是这个团队的负责人
[01:36:05--01:36:08] 然后很多这些工作都是学生做的
[01:36:08--01:36:09] 对
[01:36:09--01:36:10] 那应该叫什么呢
[01:36:10--01:36:12] 不叫写在你团队
[01:36:12--01:36:13] 就事论事就好
[01:36:13--01:36:14] 嗯
[01:36:14--01:36:17] 讲这件事情解决了什么问题
[01:36:17--01:36:18] 啊
[01:36:18--01:36:19] 然后它为什么重要
[01:36:19--01:36:20] 啊
[01:36:20--01:36:21] 我觉得就够
[01:36:21--01:36:22] 嗯
[01:36:22--01:36:23] 但我觉得这件事
[01:36:23--01:36:25] 你很讨厌被别人拿出来当靶子是吗
[01:36:25--01:36:26] 呃
[01:36:26--01:36:27] 对啊
[01:36:27--01:36:30] 因为我觉得这件事情会增加增加很多的风险吧
[01:36:30--01:36:31] 我觉得
[01:36:31--01:36:32] 对
[01:36:32--01:36:33] 嗯
[01:36:33--01:36:34] 嗯
[01:36:34--01:36:35] 那你来讲讲那些影响过你的人吧
[01:36:35--01:36:37] 其实刚才我们已经讲过几个人了
[01:36:37--01:36:38] 凯明涂教授
[01:36:38--01:36:39] 还有吗
[01:36:39--01:36:40] 哦
[01:36:40--01:36:41] 是
[01:36:41--01:36:42] 嗯
[01:36:42--01:36:43] 我觉得
[01:36:43--01:36:44] 对吧
[01:36:44--01:36:45] 这个是是在是在fair
[01:36:45--01:36:46] 那其实可以顺着fair往下讲
[01:36:46--01:36:47] 那就是说
[01:36:47--01:36:48] fair结束之后
[01:36:48--01:36:50] 那那我就来nyu了
[01:36:50--01:36:51] 我觉得这又是一个
[01:36:51--01:36:53] decision making the point
[01:36:53--01:36:54] 嗯
[01:36:54--01:36:55] fair待了4年
[01:36:55--01:36:56] 待了4年整
[01:36:56--01:36:57] 对
[01:36:57--01:36:58] ok
[01:36:58--01:36:59] 是的是的
[01:36:59--01:37:00] 嗯
[01:37:00--01:37:01] 也是起起伏伏
[01:37:01--01:37:05] 刚刚说我很多去的地方其实都跟这个这个地方共同成长
[01:37:05--01:37:07] 可能fair是一个例外啊
[01:37:07--01:37:08] 我去的时候是他的顶顶
[01:37:08--01:37:09] 是高点
[01:37:09--01:37:10] 啊
[01:37:10--01:37:11] 可能是高点
[01:37:11--01:37:12] 对
[01:37:12--01:37:13] 然后啊
[01:37:13--01:37:14] 现在
[01:37:14--01:37:15] 对也很可惜吧
[01:37:15--01:37:16] 现在在在那里发生的事情
[01:37:16--01:37:17] 啊
[01:37:17--01:37:18] 但我觉得也嗯
[01:37:18--01:37:19] 对
[01:37:19--01:37:20] 我因为我跳船跳的比较早
[01:37:20--01:37:25] 所以我也不是在在他在他这个这个这个谷底的时候才才离开
[01:37:25--01:37:26] 对
[01:37:26--01:37:27] 啊
[01:37:27--01:37:29] 我我我觉得我也是看到了一些迹象
[01:37:29--01:37:30] 对
[01:37:30--01:37:31] 啊
[01:37:31--01:37:32] 然后
[01:37:32--01:37:33] 但是对
[01:37:33--01:37:35] 然后然后我觉得如果如果说影响我的人的话
[01:37:35--01:37:37] 那在这个过程中去nyu的时候
[01:37:37--01:37:41] 我觉得这又是一个蛮玄学的一个决策的过程
[01:37:41--01:37:42] 对吧
[01:37:42--01:37:43] 然后那个时候
[01:37:43--01:37:45] 其实决定去纽约
[01:37:45--01:37:46] 我刚其实也说了
[01:37:46--01:37:49] 是因为可能我会比较喜欢这个城市
[01:37:49--01:37:50] 然后
[01:37:50--01:37:51] 但我觉得
[01:37:51--01:37:52] 呃另外一个很重要的事情也是因为
[01:37:52--01:37:53] Young在这儿
[01:37:53--01:37:54] 对
[01:37:54--01:37:55] Young在这儿
[01:37:55--01:37:56] 嗯
[01:37:56--01:37:57] 对
[01:37:57--01:37:58] 嗯
[01:37:58--01:37:59] 为什么他在这儿你愿意去
[01:37:59--01:38:00] 嗯
[01:38:00--01:38:02] 你们在fair也是共事过
[01:38:02--01:38:03] 呃
[01:38:03--01:38:09] 他会他经常会说他有recruit我就是招招了我三次对吧
[01:38:09--01:38:11] 然后第一次是在fair啊
[01:38:11--01:38:14] 但那时候是因为他是这个fair的总的负责人
[01:38:14--01:38:15] 嗯
[01:38:15--01:38:16] 他是这个fair的director
[01:38:16--01:38:17] 啊
[01:38:17--01:38:18] 我没有跟他直接的共事
[01:38:18--01:38:19] 对
[01:38:19--01:38:20] 但也当然也受到了他的影响
[01:38:20--01:38:21] 或者长期以来
[01:38:21--01:38:22] 有交流吗
[01:38:22--01:38:23] 有交流也聊过
[01:38:23--01:38:24] 嗯
[01:38:24--01:38:25] 对
[01:38:25--01:38:26] 但没有直接的合作
[01:38:26--01:38:27] 嗯
[01:38:27--01:38:29] 然后去nyu是第二次啊
[01:38:29--01:38:31] 第三次我们可以之后再聊
[01:38:31--01:38:32] 嗯
[01:38:32--01:38:33] 嗯
[01:38:33--01:38:34] 然后
[01:38:34--01:38:36] 然后在nyu这段经历也是
[01:38:36--01:38:37] 我觉得
[01:38:37--01:38:39] 我觉得为什么他在这儿非常重要
[01:38:39--01:38:43] 也是因为我觉得他是一个非常有vision的这样一个人
[01:38:43--01:38:45] 所以
[01:38:45--01:38:46] 对
[01:38:46--01:38:48] 我觉得我觉得还是很多很直觉的这种决定吧
[01:38:48--01:38:50] 比如说nyu的教学楼
[01:38:50--01:38:52] 我们叫做这个scientific data science
[01:38:52--01:38:53] 呃
[01:38:53--01:38:56] 是就是就是所谓的这种数据科学中心
[01:38:56--01:38:57] 啊
[01:38:57--01:39:00] 这件事情其实是样牵头在过去十几年之前
[01:39:00--01:39:03] 就就设立了这样一个一个组织
[01:39:03--01:39:05] 对他独立于啊
[01:39:05--01:39:08] 比如说传统的计算机系或者数学系之外
[01:39:08--01:39:11] 他是一个新的这样一个department
[01:39:11--01:39:13] 所以我们有一栋新楼
[01:39:13--01:39:17] 然后第一次我踏入这个楼的时候我就觉得感觉很好啊
[01:39:17--01:39:19] 因为呃完全都是玻璃门
[01:39:19--01:39:21] 对之后有空的话可以带你过去看看
[01:39:21--01:39:23] 他他都是玻璃门啊
[01:39:23--01:39:25] 呃所有东西都非常非常open
[01:39:25--01:39:26] 然后学生有点像公司啊
[01:39:26--01:39:27] 学生有点像公司
